,Species_Name,Family_name,Local_name,Common_name,Parts_used,Medicinal_Use
14,Ochrosia elliptica,Apocynaceae,,,"latex,bark","The plant part not specified is diuretic and purgativebr
br
An infusion of the bark is used as a febrifuge It was used in the 19th century as a treatment for malariabr
br
The latex is applied on bruises and cutsbr
br
The major alkaloids isolated from Ochrosia elliptica are ellipticine elliptinine 9ellipticine 9methoxyellipticine and isoreserpiline which are all of the indole type derived from the amino acid tryptophanbr
Ellipticine and its derivatives possess anticancer properties against several experimental neoplasms as well as towards some human cancersbr
"
15,Ochrosia glomerata,Apocynaceae,,,bark,"The bark is used to reduce swellingsbr
"
16,Ochrosia mariannensis,Apocynaceae,,,,None known
17,Ochrosia oppositifolia,Apocynaceae,,,"root,leave,bark,seed,wood","The leaves are febrifuge stomachic and tonic A leaf decoction is used to wash the abdomen of women after childbirthbr
br
The seeds are used in the treatment of bilious disorders in particular as an antidote to the effect of eating poisonous fish or crabsbr
br
The bark is bitter febrifuge and stomachic A decoction is taken to purify the blood as an appetizer purgative and carminative and in high doses as an abortifacientbr
br
The wood is febrifugal and stomachi Cups made from the wood will give a bitter taste to drinks when allowed to stand for some time The drinks are then taken as a stomachicbr
br
The root is used in the treatment of bilious disorders in particular as an antidote to the effect of eating poisonous fish or crabsbr
br
Research on active constituents in Ochrosia has focused on anticancer compounds following the isolation of the indole alkaloids ellipticine elliptinine 9methoxyellipticine and isoreserpiline from the Asian species Ochrosia elliptica br
The main compounds present in the bark of Ochrosia oppositifolia are reserpiline isoreserpiline and ochropposine Numerous other indole alkaloids have been recorded in the bark including epirauvanine bleekerine ochropposinine reserpinine and isoreserpinine but no ellipticine or derivativesbr
The principal constituent of the leaves is isoreserpiline with 10hydroxyapparicine and 10methoxyapparicine as minor compoundsbr
"
18,Ocimum americanum,Lamiaceae,,Hairy Basil,leave,"The leaves are made into a paste that is used in the treatment of skin diseases it is also applied to wounds and burns that are not healing wellbr
"
19,Ocimum basilicum,Lamiaceae,,Sweet Basil,"root,stem,leave,flower,seed","Sweet basil has been used for thousands of years as a culinary and medicinal herb It acts principally on the digestive and nervous systems easing flatulence stomach cramps colic and indigestionbr
br
The leaves and flowering tops are antispasmodic aromatic carminative digestive galactagogue stomachic and tonic They are taken internally in the treatment of feverish illnesses especially colds and influenza poor digestion nausea abdominal cramps gastroenteritis migraine insomnia depression and exhaustion Externally they are used to treat acne loss of smell insect stings snake bites and skin infections The leaves can be harvested throughout the growing season and are used fresh or driedbr
br
The mucilaginous seed is given in infusion in the treatment of gonorrhoea dysentery and chronic diarrhoea It is said to remove film and opacity from the eyesbr
br
The root is used in the treatment of bowel complaints in childrenbr
br
Extracts from the plant are bactericidal and are also effective against internal parasitesbr
br
The essential oil is used in aromatherapy Its keyword is Clearingbr
h3"
20,Ocimum campechianum,Lamiaceae,,,"leave,fruit,whole plant,seed","The plant is much used in domestic medicine in Guatemala for treating colds and stomach disturbances The principal use of the plant however is as a remedy for the screw worms that sometimes parasitize the nasal passages of people in the tropics The leaves are pulverized and placed inside the nose after which it is said that the larvae emerge A decoction of the plant also is used to kill the larvae The leaves are also used to combat parasitic ankylostome larvae that are embedded between toes  the area is first rubbed with Capsicum frutescens fruit then the feet are placed in a hot bath of Ocimum in a decoction with Begonia glabra and Citrus aurantiifoliabr
br
The whole plant is boiled and the liquid drunk to cure cases of dysenterybr
br
The leaves are antispasmodic and sedative They are used to treat coughs and coldsbr
Bunches of the leaves are applied to the ears as a remedy for earache The macerated leaves are used in a wash to treat fevers and are rubbed into the abdomen to relieve colic An infusion is used as an eyewash The bruised leaves are used for reducing tumoursbr
A tincture of the leaves in rum is employed as a lotion to relieve rheumatismbr
br
The leaf juice and seed oil are used as an eyewashbr
br
The finely powdered dried seeds are applied to the irritated eyes of children They are used to treat film on eyebr
br
The plant contains camphor eugenol methyleugenol and estragol The essential oil is evidently an antisepticbr
"
21,Ocimum gratissimum,Lamiaceae,,Clove Basil,"stem,leave","Clove basil is an aromatic stimulant antispasmodic antiseptic and diaphoretic herb that repels insects expels internal parasites and lowers feversbr
The leaves and stems are used internally in the treatment of a range of conditions including colds and influenza especially chest colds fevers sunstroke headaches impotence flatulence diarrhoea dysentery postpartum problems and worms in childrenbr
Applied externally the leaves are used to treat rheumatism and lumbagobr
br
An essential oil obtained from the leaf has shown marked antibacterial activitybr
h3"
22,Ocimum kilimandscharicum,Lamiaceae,,Camphor Basil,,"The plant is used to lower feversbr
"
23,Ocimum minimum,Lamiaceae,,Bush Basil,"stem,leave,flower,seed","Bush basil has a milder action than sweet basil and is used mainly in the treatment of flatulence and griping pain in the digestive systembr
br
The leaves and flowering tops are antispasmodic aromatic carminative digestive galactagogue stomachic and tonic They are taken internally in the treatment of feverish illnesses especially colds and influenza poor digestion nausea abdominal cramps gastroenteritis migraine insomnia depression and exhaustionbr
Externally they are used to treat acne loss of smell insect stings snake bites and skin infectionsbr
The leaves can be harvested throughout the growing season and are used fresh or driedbr
br
The seed is said to remove film and opacity from the eyesbr
br
Extracts from the plant are bactericidal and are also effective against internal parasitesbr
br
The seeds are said to be a cure for wartsbr
br
The essential oil is used in aromatherapy Its keyword is Clearingbr
h3"
24,Ocimum tenuiflorum,Lamiaceae,,Sacred Basil,"stem,leave,seed","Sacred basil is a very important herb in the Ayurvedic tradition A pungently aromatic warming antiseptic herb it induces perspiration lowers fevers relaxes spasms eases pain clears bacterial infections strengthens the immune and nervous systems reduces inflammations and benefits the digestive system Research has shown that the herb has the ability to lower blood sugar levelsbr
The essential oils from the leaf have shown antibacterial and antifungal activity They contain methylchaviol eugenol and other volatile commercial oilsbr
br
The plant is used internally in the treatment of feverish illnesses especially in children colds influenza sinusitis headaches rheumatism arthritis digestive disorders including abdominal distension and cramps low libido and negativity It has been found helpful in some types of diabetesbr
The herb is used externally as an antiseptic to treat skin infections spots etc The juice of the plants is used to treat insect bites and ringworm The juice is dropped into the ear to treat earachesbr
The leaves can be harvested during the growing season and used fresh or dried for later usebr
br
The seeds are used as a tonicbr
"
25,Ocotea aciphylla,Lauraceae,,,,None known
26,Ocotea acutifolia,Lauraceae,,,,None knownh3
27,Ocotea bullata,Lauraceae,,Black Stinkwood,"stem,bark","This species is one of the most popular herbal medicines in S Africa where it is especially valued as a treatment for headachesbr
Various neolignans have been isolated from and are considered to be the major components of the stem bark Some of these neolignans have shown antiinflammatory action br
Phytochemical tests indicate the presence of tannins previously recorded at levels of 3  6br
br
The bark is astringent diuretic emetic It is highly regarded as a specific treatment for headache and is also used to treat emotional and nervous disorders Mixed with other herbs it has been used to treat infections of the male urinary tractbr
The bark can also be applied as a steam bath to treat pimplesbr
The ground bark is used as a snuff or ignited and the fumes inhaled aqueous infusions of the bark are taken orallybr
"
28,Ocotea catharinensis,Lauraceae,,,,None known
29,Ocotea cernua,Lauraceae,,Cayenne Rosewood,,None known
30,Ocotea cinnamomoides,Lauraceae,,,,None known
31,Ocotea comoriensis,Lauraceae,,,bark,"A bark decoction is used to treat headache urinary disorders and stomach complaintsbr
br
The plant has shown invitro antimalarial activitybr
"
32,Ocotea corymbosa,Lauraceae,,,,None knownh3
33,Ocotea cujumary,Lauraceae,,,"fruit,bark,seed","The seeds are aromatic Their oily cotyledons are employed in powder mixed with wine or water in cases of indigestionbr
br
The fruits are aromatic and tonic They are taken in order to improve the appetite digestion and bowel movementsbr
br
The bark is aromatic digestive and excitantbr
"
34,Ocotea cuneata,Lauraceae,,,,None known
35,Ocotea cymbarum,Lauraceae,,Orinoco Sassafras,"stem,fruit,bark,flower","The bark of young shoots and the flower cups are used for medicinal purposesbr
br
The stem contains a bitter principle It is used as a diuretic emmenagogue and tonicbr
An aromatic resinous oily liquid containing mainly alpha and beta pinene is obtained from the incised stem Known as huile de sassafras it resembles the oil obtained from Ocotea longifolia It is used for treating various skin diseases including pityriasis of the scalpbr
br
The bark is aromatic digestive and excitantbr
br
The fruit is toxic It is used as an intoxicantbr
"
36,Ocotea cymosa,Lauraceae,,,,None known
37,Ocotea diospyrifolia,Lauraceae,,,,None known
38,Ocotea elegans,Lauraceae,,,,None known
39,Ocotea faucherei,Lauraceae,,,,None known
40,Ocotea floribunda,Lauraceae,,,,None known
41,Ocotea guianensis,Lauraceae,,,"stem,leave,fruit,bark,wood","The leaves are antiseptic aromatic and febrifuge An infusion is used as a treatment for feversbr
Applied externally the leaves are used in a compress to drain tumours and swollen glands The macerated leaves are boiled with water and used for washing the skin as a treatment for cold sweats A decoction of the leaves taken from young branches is used by women at childbirth in order to facilitate an easy delivery of their babies It is administered when they are sitting in a bathbr
br
The stem is used to treat abscessesbr
br
The bark is aromatic and excitant It is used to soften abscesses and swollen glandsbr
br
An essential oil from the fruit is used to treat rheumatismbr
br
The wood contains ferulic acid estersbr
The bark contains sesquiterpene lactonesbr
h3"
42,Ocotea indecora,Lauraceae,,,"root,bark","The bark of the root is considered to be antirheumaticbr
"
43,Ocotea kenyensis,Lauraceae,,,bark,"A bark decoction is used in traditional medicine as an antitussive The bark is chewed to treat diarrhoeabr
"
44,Ocotea leucoxylon,Lauraceae,,,,None known
45,Ocotea macrocarpa,Lauraceae,,,,None known
46,Ocotea minarum,Lauraceae,,,,None knownh3
47,Ocotea moschata,Lauraceae,,,fruit,"The fruits are used for medicinal purposesbr
"
48,Ocotea obtusata,Lauraceae,,,,None known
49,Ocotea odorifera,Lauraceae,,,,None known
50,Ocotea porosa,Lauraceae,,,,None knownh3
51,Ocotea porphyria,Lauraceae,,,,None known
52,Ocotea puberula,Lauraceae,,,"stem,bark,sap","The interior of the stem the older the better combined with the bark is used in the treatment of boils and skin inflammationsbr
br
The sap of the bark is used in making plasters that are used to draw thorns etc out of the bodybr
br
A tea made from the plant part not specified is used in the treatment of diarrhoea and dysenterybr
h3"
53,Ocotea pulchella,Lauraceae,,,"leave,bark","The bark and leaves are emmenagogue and stomachic They are used to strengthen the wombbr
"
54,Ocotea racemosa,Lauraceae,,,,None known
55,Ocotea sassafras,Lauraceae,,,"root,leave,bark","The aromatic root and bark are antirheumatic diuretic and sudorificbr
br
The leaves are diureticbr
"
56,Ocotea spathulata,Lauraceae,,,,None known
57,Ocotea spixiana,Lauraceae,,,,None known
58,Ocotea squarrosa,Lauraceae,,Canella Amargosa,"leave,bark","The bark is astringent bitter and tonicbr
br
The leaves are bitter and astringent They are commonly used in Brazil in the treatment of leucorrhoeabr
"
59,Ocotea thouvenotii,Lauraceae,,,,None known
60,Ocotea trichophlebia,Lauraceae,,,,None known
61,Ocotea usambarensis,Lauraceae,,,"root,bark","The bark and the roots are used in traditional medicine Modern research has shown the presence of medically active compoundsbr
Methanol extracts of the root bark have shown pronounced cytotoxic activity against several human cancer cell linesbr
Bark extracts have shown antifungal activity against Cladosporium cucumerinum This activity was linked to the presence of the lignan piperitol and an essential oil in which nerolidol αterpineol αcopaen11ol and an unidentified sesquiterpene alcohol were the main active compoundsbr
br
A decoction of the decorticated bark is used for the relief of stomach ache A bark decoction is given to treat whooping cough measles and convulsions in babiesbr
The inner bark combined with the inner barks of Morella salicifolia and Brucea antidysenterica are taken in soup as a treatment for measles swellings abscess and whooping coughbr
Applied externally the pounded bark of the roots bole and branches is used as a poultice on swellings boils tumours and woundsbr
br
The roots steeped in water are taken to treat headache malaria and back painbr
"
62,Ocotea velutina,Lauraceae,,,,None known
63,Ocotea veraguensis,Lauraceae,,,,None known
64,Octoknema borealis,Octoknemaceae,,,bark,"The pulverized bark is rubbed on the skin as a treatment for fever The bark is steeped in cold water and the resulting infusion is drunk to cure coughbr
"
65,Octoknema orientalis,Octoknemaceae,,,,None known
66,Octolobus spectabilis,Malvaceae,,,"root,bark","A maceration of the root bark is taken against sexual astheniabr
"
67,Octomeles sumatrana,Datiscaceae,,Binuang,,"A leaf extract is used to cure stomachachebr
h3"
68,Oddoniodendron micranthum,Fabaceae,,,,None known
69,Oenanthe javanica,Apiaceae,,Water Dropwort,"stem,leave,whole plant,seed","The whole plant is depurative febrifuge and styptic A decoction is used in the treatment of epidemic influenza fever and discomfort jaundice haematuria and metrorrhagiabr
br
The leaves are chewed with wild ginger and traditional ash salt as an antidote to poisoningbr
The leaves are rubbed onto the forehead in order to ease a headachebr
br
The stem is chewed and swallowed to ease a coughbr
br
The seed contains 35 essential oil This is effective at large dilutions against pathogenic fungibr
h3"
70,Oenocarpus bacaba,Arecaceae,,Bacaba,"fruit,pulp,sap","The heart or terminal bud is dried pulverized and used in a plaster to cicatrize open woundsbr
br
The Surinam Tirio crush the white fibres and squeeze the expressed sap onto cuts caused by a knife or machete to reduce the flow of blood and quicken healingbr
br
An emulsion of the fruit pulp is ingested as a refreshantbr
"
71,Oenocarpus balickii,Arecaceae,,,,None known
72,Oenocarpus bataua,Arecaceae,,Pataua Palm,"fruit,seed,wood,tuber","The fruits are soaked in warm water to soften the seed coat is removed and the remainder is macerated in cold water strained and drunk or used as a tonicbr
br
The oil obtained from the fruit is used medicinally It is used as a carrier oil   the wood chips of Schefflera morototoni are steeped in the oil and then the oil is massaged into the back to relieve pain in the vertebral columnbr
br
The oil from the seed is purgative and is also used to treat tuberculosisbr
br
The hard endosperm is crushed and eaten to cure snake bitesbr
"
73,Oenocarpus distichus,Arecaceae,,,"fruit,pulp","The oil from the fruit pulp is emollientbr
"
74,Oenocarpus mapora,Arecaceae,,,,"The leaf is used in healing rituals by Shamans in Colombia This report does not specify if the leaf is used as part of the remedy or only in the ritualbr
"
75,Ohwia caudata,Fabaceae,,,"root,leave","The plant is analgesic antipyretic antiseptic and depurativebr
The root and leaves are diureticbr
"
76,Okoubaka aubrevillei,Santalaceae,,,"stem,bark,wood","The bark is widely used as a medicine in west Africa and is also exported to Europe and other countries It is particularly employed in the treatment of skin disorders and poisoningbr
Six different catechins have been isolated from the bark including catechin and gallocatechin as well asβsitosterol and stigmasterolbr
The bark has antimicrobial and immunostimulating properties that are attributed to phenolic compoundsbr
br
A macerate of the bark is used in the treatment of tachycardiabr
The bark is used in phytotherapeutic medicine in the Western world Its main applications are for stomach upsets caused by poisoning and to boost the system in cases of tiredness depression and allergiesbr
Skin problems including those caused by syphilis and leprosy are treated by washing with or bathing in a macerate or infusion of the bark in water External application of bark preparations is also practised to counteract poisoning A bark macerate is taken as a vapour bath or as nose drops to cure oedema In a compress it is used to disperse haematomasbr
A wooden tool is traditionally used for the removal of the bark and under no circumstances is a metal implement usedbr
"
77,Olax imbricata,Olacaceae,,,,None known
78,Olax zeylanica,Olacaceae,,,,None known
79,Oldenlandia affinis,Rubiaceae,,,,"The plant is reported to be used medicinally in Peninsular Malaysia without specificationbr
br
The plant is given to hasten childbirth in Africa It contains the oxytocic phenolic amine serotonin and two oxytocic proteins Practical modern usage is hampered by the toxicity of serotonin and at least one of the proteins and both compounds are ineffective when administered orally to laboratory animalsbr
"
80,Oldenlandia brachypoda,Rubiaceae,,,whole plant,"The plant is used for poulticing apparently against lumbago In India a decoction of the whole plant is used to treat biliousness fever and gonorrhoeabr
Topical uses for this species are common and could be related to the presence of antiinflammatory iridoidsbr
"
81,Oldenlandia corymbosa,Rubiaceae,,,"root,leave","The leaves are pounded soaked in warm water and the liquid drunk to treat stomach disordersbr
They are used externally as a poultice to treat sores and sore eyesbr
br
The entire plant is used in decoction as an anthelmintic antirheumatic depurative diaphoretic digestive diuretic febrifuge pectoral and stomachic In India it is a common ingredient in mixtures used internally to treat remittent fevers gastric irritation nervous depression and as a tonic It is also used to treat jaundice and other liver conditions In Chinese medicine it is used to treat viral infections cancer acne boils appendicitis hepatitis eye problems and bleeding In Africa it is used to facilitate childbirthbr
br
The juice of the plant is applied to the hands and feet to cool them when the patient has a feverbr
br
The roots are reported to have vermifuge properties They are often used as a tincturebr
br
The plant contains 012 of the alkaloids biflorine and biflorone which are interconvertable The content of biflorone increases in stored plants at the expense of biflorinebr
"
82,Oldenlandia diffusa,Rubiaceae,,,,
83,Oldenlandia herbacea,Rubiaceae,,,leave,"The plant is bitter febrifuge and tonic A decoction is used in the treatment of mild cases of malarial fever of a low remittent type The powdered plant combined with honey is used to treat rheumatic fevers and swellings The plant is useful in the treatment of elephantiasis fever verminosis inflammations asthma bronchitis and ulcersbr
A decoction of the plant is used to bathe feverish patientsbr
The plant is boiled in oil and this oil is then used in the treatment of elephantiasis and pains in the bodybr
br
The leaves are used as an expectorant in the treatment of asthma and consumptionbr
br
The plant has been reported to be used medicinally in Peninsular Malaysia without specificationbr
"
84,Oldenlandia umbellata,Rubiaceae,,Chay Root,"root,leave,bark,tuber","A decoction of the leaves and bark is considered expectorant and is prescribed in cases of bronchial catarrh bronchitis tuberculosis and asthmabr
A decoction of the leaves is used as a wash for poisonous bitesbr
br
The root is used in the treatment of snake bitesbr
"
85,Oldenlandia verticillata,Rubiaceae,,,,"A decoction of the plant is drunk as a treatment for dysenterybr
The aerial parts of the plant are made into poultices and applied for headache and upon the abdomen of small children as a treatment for stomachachebr
br
In a study of the methanol extract of the plant it showed strong antioxidant activity comparable to or higher than atocopheraol BHT and quercetinbr
"
86,Oldfieldia africana,Picrodendraceae,,,"leave,bark","In Ivory Coast the tree is considered a powerful fetish tree with efficacious medicinal virtuesbr
br
The bark is antiseptic and haemostatic It is added to other herbs in order to increase their potency A decoction of the bark is added to baths and draughts in order to treat blennorrhoea and act as a pelvic decongestantbr
A dressing of the powdered bark is used to hasten healing and to treat soresbr
The bark is boiled up with palmoil to make an ointment which is used to treat lice infestationbr
br
The leaves are used on the head and loins to rid the body of lice and crabsbr
"
87,Oldfieldia dactylophylla,Picrodendraceae,,,root,"A decoction from the roots is used as a treatment of VD and hernia It is also used as an aphrodisiac The roots are washed boiled and the liquid is given to the patient three times a daybr
"
88,Olea capensis,Oleaceae,,Black Ironwood,root,"The roots are used to treat infertility in womenbr
h3"
89,Olea europaea cuspidata,Oleaceae,,African Olive,"root,leave,bark","A root or bark decoction is used as a remedy for malariabr
The bark is used to refresh the mouth and to cure mouth infectionsbr
br
A decoction of the leaves is used in the treatment of gonorrhoea and toothachesbr
The leaves are used to make a coffee that is also a blood purifierbr
h3"
90,Olea paniculata,Oleaceae,,,,None known
91,Oligoceras eberhardtii,Euphorbiaceae,,,,None known
92,Omphalea diandra,Euphorbiaceae,,,"stem,leave,bark,seed,sap","The sap from the stems is applied to the forehead in order to reduce headachesbr
br
The fresh inner bark is used to heal cuts and soresbr
br
The warmed leaves are used as a poultice to treat wasp stings and benign and infected ulcers The leaves are applied topically to treat old ulcersbr
br
The seed is laxative and purgativebr
"
93,Omphalea papuana,Euphorbiaceae,,,,None known
94,Omphalea queenslandiae,Euphorbiaceae,,,,None known
95,Omphalea triandra,Euphorbiaceae,,Jamaica Cob Nut,,None known
96,Omphalocarpum elatum,Sapotaceae,,,"leave,fruit,bark,seed,sap","A decoction of the bark is used in traditional medicine to treat constipation and restore milk flow in nursing mothersbr
A decoction of the bark combined with the fruits of peppers Capsicum annuum and Solanum anguivi is used to treat malariabr
br
A decoction of the young leaves is used for the treatment of coughbr
br
A mixture of the seeds and crushed bark diluted in palm wine is used as a purgative in case of poisoning and to treat scrotal elephantiasisbr
The seeds are used in the treatment of yawsbr
br
In tests the bark showed high invitro anthelmintic activity against Haemonchus contortus larvaebr
The seeds contain alkaloids and saponinsbr
"
97,Omphalogonus calophyllus,Apocynaceae,,,,
98,Oncinotis glabrata,Apocynaceae,,,"stem,latex,bark","The latex of the grated bark is sprinkled into yaws sores to cure thembr
br
No chemical data are recorded for Oncinotis glabrata In several other Oncinotis species polyamine alkaloids of the spermidine type have been found Spermidine derivatives show structural similarities to spider and wasp toxins which are potent inhibitors of glutamate receptors in the central nervous systembr
"
99,Oncinotis gracilis,Apocynaceae,,,,None known
100,Oncinotis hirta,Apocynaceae,,,bark,"A bark decoction is applied to wounds to promote healingbr
"
101,Oncinotis nitida,Apocynaceae,,,"stem,bark","The plant part not specified is used to prevent abortionbr
br
The spermidine derivative oncinotine has been isolated as the major alkaloid in the stem barkbr
The alkaloid isooncinotine has also been isolatedbr
"
102,Oncoba spinosa,Salicaceae,,Snuff Box Tree,"root,leave,fruit,bark,seed,sap,twig,wood","The plant is often used in traditional medicine It has a great reputation in the Congo as a panacea for all sicknesses and as protector against evil influences and spirits No part of the plant must be cut without making an offering and explaining to the plant the reason and expectations In Ivory Coast the plant has a good reputation as an aphrodisiacbr
Traces of flavones have been found in the leavesbr
Tannins steroids and terpenes have been found in the leaves bark and rootsbr
The plant has given negative results in antibiotic testsbr
br
A decoction made from small chips of the wood is drunk for a week as a treatment for stomachache and loss of appetitebr
br
The fruit combined with karite butter Vitellaria paradoxa is used in the treatment of stomachache and loss of appetitebr
br
An oil obtained from the seeds is taken internally for treating feverbr
Applied externally it has been used in the treatment of leprosy However the oil contains no chaulmoogric acid and is considered useless against the leprosy bacillus The oil has also been used in the treatment of other skincomplaintsbr
br
A decoction of leafy twigs is used as a wash on soresbr
br
A decoction of the leaves and root is used in the treatment of urethral dischargesbr
A decoction of the leafsap and roots combined with Schrebera trichoclada is used in the treatment of vertigobr
br
The root is antidysenteric and a strengthening tonic A decoction is used to treat dysentery headaches and bladder conditionsbr
h3"
103,Oncoba tettensis,Salicaceae,,,root,"The roots are chewed or boiled and the decoction is used as an aphrodisiac When chewed the juice is swallowed and the rest is discardedbr
"
104,Oncosperma fasciculatum,Arecaceae,,,,None known
105,Oncosperma horridum,Arecaceae,,,,None known
106,Oncosperma tigillarium,Arecaceae,,Nibung,root,"The root combined with the root of Areca catechu is said to improveincrease a mans vitaity The roots are boiled and the infusion drunk twice a day for about 3 daysbr
"
107,Ongokea gore,Olacaceae,,Boleko Nut,"root,stem,bark,sap","The bark is laxative The bark is used to treat enlargement of the spleenbr
The fresh bark is rubbed on the breasts of lactating mothers to purge their babies Similarly a decoction of the bark is used as a wash for babies or they are given a pinch of pounded bark mixed with a little saltbr
br
The sap is used as stypticbr
br
The root and stem bark contain cyclohexanoid protaflavanones named ongokeins they are related to sakuranetin and are characterized by a nonaromatic C6ring moiety that is otherwise only known from certain fernsbr
"
108,Operculina turpethum,Convolvulaceae,,Indian Jalap,"root,stem,leave,bark,rhizome","Indian jalap is often used medicinally its rhizome being officially recorded in many pharmacopoeias especially in South America and India There are two types of rhizome  the white rhizomes are mildly purgative whilst the black rhizomes give drastic often poisonous resultsbr
The rhizome bark in particular contains up to 10 of a brownish yellow glycosidic resin called turpethin which is analogous to jalapin the resin from the related jalap Ipomoea purga Turpethin has purgative and laxative effectsbr
The root also contains coumarin scopoletin glucose rhamnose and fucosebr
Extracts of the root have shown antiinflammatory activity  an aqueous extract being most effectivebr
br
The rhizome is used primarily as a powerful purgative and as a diuretic It is employed in the treatment of articular pains fevers gout jaundice bilious disturbances in general intestinal worms and rheumatismbr
br
The heated stem is applied to the abdomen after parturition to cure colic and to aid in the contraction of the tissues A decoction of the leaves is used as a tonic after childbirthbr
The leaves or young stems are used to prepare a tea which is drunk frequently as a remedy for bladder stones and against pains in the abdomen or stomachbr
"
109,Ophioglossum reticulatum,Ophioglossaceae,,,"leave,rhizome","A warm decoction of the rhizome is used topically on boilsbr
br
The leaf juice is drunk against spasms of the heartbr
The leaves boiled in oil are applied to woundsbr
br
The plant is used as an antiinflammatory medicinebr
"
110,Ophiopogon japonicus,Asparagaceae,,Snake's Beard,"root,tuber","The root is antitussive aphrodisiac expectorant pectoral sedative sialagogue stomachic and tonic It is also said to have anticancer activity The root is used internally in the treatment of a variety of  conditions including dry coughs fevers thirst sore throats tuberculosis dry constipation insomnia anxiety and palpitations It is also frequently used in polyherbal treatments of diabetes mellitusbr
br
The roots have been shown to have an antibacterial action inhibiting the growth of Staphylococcus E coli Bacillus subtilis B typhi etc br
br
The plant is antipyretic antiscrofulatic antitussive emollient expectorant and tonicbr
Lowers blood pressure Nodules on the fibrous roots are used as a nutritive tonic in the treatment of TBbr
br
The tuberous roots of 2yearold plants are collected at the end of the growing season washed thoroughly and then dried in the sun or in dryers after the two ends and the core have been removedbr
The roots are harvested in the spring and dried for later usebr
h3"
111,Ophiorrhiza communis,Rubiaceae,,,pulp,"The soft and easily pulped plant is used to make a poultice that is applied to enlarged spleens or to the chest for treating coughbr
br
The aerial parts yield strictosidinic acid and harman as well as isomalindine16carboxylatebr
"
112,Ophiorrhiza laxa,Rubiaceae,,,leave,"The leaves are chewed to stop blood in the urinebr
"
113,Ophiorrhiza leptantha,Rubiaceae,,,leave,"A decoction of the mashed leaves is taken as a treatment for stomachachebr
"
114,Ophiorrhiza mungos,Rubiaceae,,,"root,leave,bark","The bark of the root is said to be laxative and sedativebr
The roots are intensely bitter and are official in the French and Spanish Pharmacopoeias They are applied as a treatment of cancer and are also widely known in Malesia for treating snakebites although this is incorrect This misconception seems to be based on its resemblance to Rauvolfia serpentinabr
The species name is based on the story that mongoose eat this plant when bitten by a snake however its antisnakebite activity is unfoundedbr
br
A decoction of the leaves roots and bark make an agreeable bitter tonic and stomachicbr
The plant is used as a poultice for keeping the skin moist and softbr
br
In India a decoction of the leaves roots and bark is made into a bitter tonic and stomachicbr
br
The aerial parts of the plant contain several alkaloids including camptothecin and 10methoxycamptothecinbr
In limited trials camptothecin has shown a broad spectrum antitumour activity but its toxicity and poor solubility have caused several problemsbr
Camptothecin has also been shown to have potentially useful activity against pathogenic protozoa such as Leishmania donovani and Trypanosoma brucei which cause Leishmaniasis and sleeping sickness respectivelybr
The natural 10hydroxycamptothecin is more active than camptothecin and is used in China against cancers of the neck and headbr
More promising are the analogues 9aminocamptothecin and several semisynthetic derivatives These compounds have been tested in clinical trials and show good responses in a number of cancers including colon lung ovarial and cervical cancersbr
Both camphothecin and 10methoxycamphtothecin also possess antivirus activity against Herpes simplex virusbr
"
115,Ophiorrhiza peploides,Rubiaceae,,,,None known
