,Species_Name,Family_name,Local_name,Common_name,Parts_used,Medicinal_Use
18,Illicium verum,Schisandraceae,,Ba Jiao Hui Xian,"fruit,seed","The fruit contains an essential oil comprising about 85 anethole methylchavicol and safrole It is antibacterial carminative diuretic odontalgic stimulant and stomachic  The fruit has an antibacterial affect similar to penicillinbr
It is taken internally in the treatment of abdominal pain digestive disturbances and complaints such as lumbago It is often included in remedies for digestive disturbances and cough mixtures in part at least for its pleasant aniseed flavour An effective remedy for various digestive upsets including colic it can be safely given to children The fruit is also often chewed in small quantities after meals in order to promote digestion and to sweeten the breathbr
An alcoholic maceration of the seed is prescribed for massage in the treatment of rheumatism and ostealgiabr
The fruit is harvested unripe when used for chewing the ripe fruits being used to extract essential oil and are dried for use in decoctions and powdersbr
br
A homeopathic remedy is prepared from the seedbr
h3"
19,Impatiens balsamina,Balsaminaceae,,Rose Balsam,"root,leave,flower,seed,sap","The plant is cathartic diuretic and emetic It is used in the treatment of pains in the joints The leaf juice is used as a treatment against wartsbr
The crushed leaves are used as a poultice on wounds and skin inflammations They are combined with salt and castor oil to make a poultice that is packed around a finger affected by whitlow the whitlow disappears in a short time The mix is also used to heal torn finger and toe nailsbr
br
The flowers are cooling mucilaginous and tonic They are useful having a cooling effect when applied to burns and scalds The juice of the flowers is used to treat snakebites The flowers and their alcoholic extract possess marked antibiotic activity against some pathogenic fungi and bacteriabr
br
The seed is expectorant and has been used in the treatment of cancer The powdered seeds are given to women during labour in order to provide strengthbr
br
A decoction of the roots is drunk to treat irregular mensesbr
The roots are sometimes crushed and used to poultice wounds inflammations of the skin and torn nailsbr
"
20,Impatiens griffithii,Balsaminaceae,,,,None known
21,Impatiens hawkeri,Balsaminaceae,,,"leave,whole plant","The whole plant is cooked and eaten by children with stomachachebr
Combined with the leaves of Plectranthus scutellarioides the leaves are rubbed on the stomach of pregnant women to help relieve labour painsbr
"
22,Impatiens irvingii,Balsaminaceae,,,"stem,leave","The young leaves are used as a treatment for schistosomiasis and haematuriabr
br
The plant part not specified is used in the treatment of burnsbr
br
The flavonoids procyanidin and prodelphidin have been isolated from the stems sepals and petalsbr
"
23,Impatiens macroptera,Balsaminaceae,,,leave,"The leaves are eaten as a cure for heart troubles and illnesses caused by evil spiritsbr
The leaves are used to make poultices and dressings to treat wounds and sores and to alleviate all kinds of painful conditionsbr
br
The flavonoids procyanidin and prodelphidin have been isolated from the sepals and petalsbr
"
24,Impatiens niamniamensis,Balsaminaceae,,,leave,"The leaves are eaten as a vegetable in order to cure heart troubles and illnesses caused by evil spiritsbr
The leaves are used to make poultices and dressings to treat wounds and sores and to alleviate all kinds of painful conditions including whitlows violent migraines and painful jointsbr
br
The flavonoids procyanidin and prodelphidin have been isolated from the sepals and petalsbr
"
25,Impatiens platypetala,Balsaminaceae,,,leave,"The leaves are used as a diuretic for childrenbr
The leaves are used for poulticing skin problemsbr
"
26,Impatiens rothii,Balsaminaceae,,,,None known
27,Impatiens tinctoria,Balsaminaceae,,,"root,stem,tuber","A root decoction is drunk against abdominal pains and as a purgativebr
A paste made from the mashed tuber is applied to the skin as a beauty treatment and also because it helps to control fungal infections and it toughens the skinbr
br
The stem is chewed to treat mouth and throat diseasesbr
br
The compound lawsone found in the tuber shows antifungal activity and is active against fungi causing ringworm and athlete’s foot tinea pedisbr
"
28,Imperata brasiliensis,Poaceae,,Satintail,root,"The rootstock is diureticbr
"
29,Imperata conferta,Poaceae,,,rhizome,"A decoction of the rhizomes is drunk as a treatment against diarrhoea caused by indigestion and against gonorrhoeabr
"
30,Imperata cylindrica,Poaceae,,Alang-alang,"root,bark,flower,rhizome","The flowers and the roots are antibacterial diuretic febrifuge sialagogue styptic and tonicbr
The flowers are used in the treatment of haemorrhages wounds etc They are decocted and used to treat urinary tract infections fevers thirst etcbr
br
The root is astringent antifebrile antivinous diuretic emollient haemostatic restorative and tonic It is used in the treatment of nose bleeds haematuria haematemesis oedema and jaundice The root has antibacterial action against Staphylococcus aureus Bacillus dysenteriae etc A decoction of the root is used as an anthelmintic and also to treat digestive disorders such as indigestion diarrhoea and dysentery It is often combined with the corn silks of Zea mays in order to enhance the diuretic actionbr
The root bark is febrifuge restorative and tonicbr
The  root or rhizome can be harvested the whole year round It can be washed and then well dried in the sun or in an oven for later usebr
br
Extracts of the plant have shown viricidal and anticancer activitybr
h3"
31,Indigofera arrecta,Fabaceae,,Bengal Indigo,"root,leave,fruit,seed","The leaves are used in traditional medicines for treating diarrhoes dysentery epilepsy and nervous disorders An aqueous extract of the leaves from immature shoots is administered orally to patients with diabetes mellitus A medicine for the management of peptic ulcer and methods of its preparation and use have been patentedbr
The leaves are applied externally to heal sores and ulcersbr
br
An infusion or decoction of the leaves and roots is abortifacient antispasmodic diuretic febrifuge purgative sedative stomachic and vermifuge It is used to treat conditions such as gum infections snakebites gonorrhoea epilepsy and jaundicebr
The leaves and roots are used externally to treat itchingbr
br
The fruits and seeds are used to treat ophthalmiabr
br
In several regions in Africa it is believed that the indigo dye in clothes prevents skin complaintsbr
h3"
32,Indigofera articulata,Fabaceae,,,"root,leave,seed","The roots and leaves are bitter and tonic Used in the treatment of venereal diseases and asthmabr
br
The seeds are anthelminticbr
"
33,Indigofera aspalathoides,Fabaceae,,,"root,leave,flower,whole plant","The leaves flowers and tender young shoots are cooling demulcent emollient and vulnerary A decoction is used in the treatment of leprosy and cancerous affectionsbr
A decoction of the whole plant is used as an alterative in the treatment of secondary syphilis psoriasis etcbr
The plant is crushed and mixed with oil then applied as a poultice on oedematous tumoursbr
The whole plant is an ingredient of an oil preparation used in the treatment of wounds burns ulcers various skin diseases including leprosybr
br
The leaves are applied as a poultice on abscssesbr
br
The root is chewed as a treatment for toothache and mouth ulcersbr
br
An oil extracted from the root is used to annoint the head in the treatment of erysipelasbr
br
The plant has been shown to be an effective antibacterial and antioxidantbr
A preparation made from the ashes of the burnt plant is used to remove dandruff from the hairbr
"
34,Indigofera astragalina,Fabaceae,,,"stem,leave,whole plant,sap","Various parts of this medicinal plant are used in Indian System of Medicine to treat various illnesses such as rheumatism arthritis inflammation tumor and liver diseasesbr
br
The leaves are used in the treatment of diarrhoeabr
br
Various extracts of the whole plant have been shown to have significant antioxidant activity probably due to the presence of flavonoids and phenolic compoundsbr
Various extracts of the whole plant have been shown to have significant cytotoxic activity against a wide range of animal and human cancer cell lines This anticancer activity is probably connected to the rich amount of phytochemicals including alkaloids flavonoids glycosides polyphenolics and saponins that are found in the plantbr
"
35,Indigofera atropurpurea,Fabaceae,,,flower,"The flowers are boiled in water until reduced to half the volume and the liquid drunk as a treatment for diarhoea and dysenterybr
"
36,Indigofera capitata,Fabaceae,,,,"The plant is used to relieve pain treat liver problems etcbr
"
37,Indigofera cassioides,Fabaceae,,,root,"A decoction of the roots is used in the treatment of coughsbr
The root is dried ground into a powder and applied externally in the treatment of pains in the chestbr
"
38,Indigofera caudata,Fabaceae,,,seed,"An extract of the seeds is believed to have health benefitsbr
"
39,Indigofera coerulea,Fabaceae,,,"root,leave","The dried ground up leaves and roots are used as a wound dressingbr
A paste made from the leaves is used in the treatment of jaundicebr
br
An extract of the leaves is drunk as a remedy for constipation and is applied as a wash against infected eyesbr
"
40,Indigofera colutea,Fabaceae,,,"root,stem,leave,whole plant","The roots are used as a healing medicinebr
br
The whole plant is used in the treatment of stomach achesbr
br
The plant stem hairs leaves is used to treat cutaneous and subcutaneous parasitic infectionsbr
br
An aqueous acetone extract of the leaves and stems is rich in polyphenols and flavonoids and has been shown to be an effective antioxidantbr
"
41,Indigofera conjugata,Fabaceae,,,,None known
42,Indigofera cordifolia,Fabaceae,,,,None known
43,Indigofera daleoides,Fabaceae,,,,"The plant is used in the treatment of diarrhoeabr
"
44,Indigofera dendroides,Fabaceae,,,,"The plant part not specified is a generally healing medicine It is used in the treatment of yawsbr
"
45,Indigofera diphylla,Fabaceae,,,,"The plant is used medicinallybr
h3"
46,Indigofera dosua,Fabaceae,,,"root,leave","The leaves are irritant and purgative They are  pulverized then used to treat inflammation of the liverbr
The leaves are applied topically to treat boilsbr
br
The root is said to have vermifugal propertiebr
"
47,Indigofera emarginella,Fabaceae,,,"root,leave","The leaves are used in the treatment of eye complaintsbr
br
The root is vermifugebr
br
The plant part not specified is used as a medicine for the intestinesbr
"
48,Indigofera flavicans,Fabaceae,,,root,"A decoction of the root is valued as a potent treatment for severe stomach ailments diarrhoea and the like The root is sometimes chewed for the same effectbr
"
49,Indigofera fulvopilosa,Fabaceae,,,,"The plant is used medicinally in Tanzaniabr
"
50,Indigofera galegoides,Fabaceae,,,,None knownh3
51,Indigofera garckeana,Fabaceae,,,"root,leave","The crushed leaves are used for cleaning sores on the skinbr
br
The roots are used to ease pain quite probably chewing them to relieve toothachebr
br
The plant part not specified is used to treat pulmonary troublesbr
"
52,Indigofera glabra,Fabaceae,,,leave,"The leaves are a bitter tonic and febrifuge They are applied externally as an emollientbr
"
53,Indigofera glandulosa,Fabaceae,,,seed,"The seeds are used as a nutritive tonicbr
h3"
54,Indigofera hendecaphylla,Fabaceae,,,,None knownh3
55,Indigofera hirsuta,Fabaceae,,,"root,leave,whole plant,seed","The leaves are considered to be laxative generally healing and pain relieving They are used in the treatment of a range of conditions including liver problems pulmonary problems yaws paralysis epilepsy convulsions spasms and insanity A decoction made from the leaves is used as a treatment against stomach problems and yawsbr
br
The whole plantseed is ophthalmicbr
br
The root is diuretic It is used to treat kidney problems haemorrhoids venereal diseases and  food poisoningbr
h3"
56,Indigofera intricata,Fabaceae,,,,"The plant is used medicinallybr
h3"
57,Indigofera leptoclada,Fabaceae,,,,"The plant is cooked with millet flour to form a poultice for treating breast abscessesbr
"
58,Indigofera lespedezioides,Fabaceae,,,root,"The root is febrifuge and stimulant A decoction is sometimes used as a domestic remedy for diarrhoeabr
"
59,Indigofera leucoclada,Fabaceae,,,leave,"The leaves of this species are used medicinally for the treatment of small injuries The leaf infusion is used to treat children urinating in bedbr
"
60,Indigofera linifolia,Fabaceae,,,,"The plant part not specified is used in the treatment of febrile eruptionsbr
Combined with Euphorbia thymifolia the plant is used in the treatment of amenorrhoeabr
"
61,Indigofera linnaei,Fabaceae,,Birdsville indigo,,"The juice of the plant is used as an antiscorbutic and diuretic It is considered to be alterative in the treatment of old venereal affectionsbr
"
62,Indigofera longiracemosa,Fabaceae,,,"root,leave","A decoction of the leaves is used as a diureticbr
br
The root has been used as an antidote for snake poisonsbr
h3"
63,Indigofera macrocalyx,Fabaceae,,,"stem,leave","A decoction of the dried inflorescences to which lime juice and salt have been added is administered in draughts as a purgativebr
br
The stems and leaves are used as a stimulant and to treat conditions such as malaria constipation sexual impotencebr
br
An aqueous acetone extract of the leaves and stems is rich in polyphenols and flavonoids and has been shown to be an effective antioxidantbr
"
64,Indigofera macrophylla,Fabaceae,,,"stem,leave,bark,whole plant","The bark is used medicinallybr
br
The leaves and young stems are used in the treatment of a range of conditions including diarrhoea and dysentery whooping cough bronchitis piles ulcers enlargement of the spleen and liver skin diseasesbr
A decoction of the leaves combined with the leaves of Rauvolfia vomitoria the leaves of Cajanus cajan and the whole plant of Olyra latifolia is drunk in order to induce labour and ensure safe delivery of the baby for women When cooled the same decoction is used as a remedy against smallpoxbr
"
65,Indigofera microcarpa,Fabaceae,,,leave,"The leaves are used in the treatment of pulmonary troublesbr
"
66,Indigofera nigritana,Fabaceae,,,"stem,leave","The leaves and young stems are antifungal antiseptic stimulant They are used in the treatment of malaria gastrointestinal pain in children dysentery fatigue and skin diseasesbr
br
An aqueous acetone extract of the leaves and stems is rich in polyphenols and flavonoids and has been shown to be an effective antioxidantbr
"
67,Indigofera oblongifolia,Fabaceae,,,"root,stem,leave","The leaves are used as a substitute for Myrtus communis to treat skin rash and stomach painbr
br
The plant is viewed as an antidote for all kinds of poisonsbr
A decoction of the stem is used as a gargle in the treatment of mercurial salivationbr
br
The root is boiled in milk and used as a purgativebr
h3"
68,Indigofera paniculata,Fabaceae,,,"root,whole plant","The root is used in the treatment of nasopharyngeal affectionsbr
br
The whole plant is used in the treatment of smallpox chickenpox measles etcbr
"
69,Indigofera pulchra,Fabaceae,,,"leave,whole plant","The leaves are used medicinallybr
br
The whole plant is used to treat snake bitesbr
"
70,Indigofera rhynchocarpa,Fabaceae,,,root,"A decoction of the roots is used as a vermifuge in the treatment of threadworm infectionsbr
"
71,Indigofera scarciesii,Fabaceae,,,,"A decoction of the plant part not specified is used as a febrifugebr
"
72,Indigofera spicata,Fabaceae,,Creeping Indigo,"root,whole plant","The root is abortifacient ecbolic vermifuge It is also used in the treatment of nasopharyngeal affections tonsilitis pulmonary troubles stomach troublesbr
br
The whole plant is used to treat diarrhoea ascariasis and stomach achesbr
h3"
73,Indigofera stachyodes,Fabaceae,,,root,"The roots are used as a traditional Chinese herbal medicine for the treatment of rheumatism cirrhosis dysentery and woundsbr
br
A methanol extract of the dried root has been shown to have an effective action as an antioxidant and also in the prevention of diabetes as well as being a treatment for the development of the disease and its complicationsbr
"
74,Indigofera stenophylla,Fabaceae,,,leave,"The leaves are diuretic They are used in the treatment of conditions such as oedema dropsy swellings and goutbr
"
75,Indigofera suffruticosa,Fabaceae,,Anil Indigo,"root,leave,bark,seed","The plant finds some use in domestic medicine in Guatemala Indigo is often applied to the stings of bees and other insects to reduce pain and inflammation although its efficacy is somewhat doubtfulbr
br
A decoction of the roots is taken against stomachachebr
br
A tincture of the roots and seeds in rum is used as a vermifugebr
br
The dried and powdered seeds are used in the treatment of ulcersbr
br
The leaves are resolutive and sudorific An infusion of bruised leaves is used as a treatment for fever  Combined with the leaves of Indigofera tinctoria and the bark of Phellodendron chinense it is used as a medicine against scrofulabr
The fresh leaves are used in a warm bath to act as a calmativebr
br
The plant juice is used as a treatment for diarrhoeabr
h3"
76,Indigofera taborensis,Fabaceae,,,root,"The root is used in the treatment of chest problemsbr
"
77,Indigofera tetrasperma,Fabaceae,,,,"The plant is mashed up and put in rum to act as a purgativebr
"
78,Indigofera tinctoria,Fabaceae,,Indigo,"root,stem,leave,seed","A leaf infusion sometimes combined with honey or milk is used to treat a range of disorders including epilepsy and nervous disorders asthma and bronchitis fever complaints of the stomach liver kidney and spleen and as a rabies prophylacticbr
Applied externally the leaves are made into an ointment for treating skin diseases wounds sores ulcers and haemorrhoidsbr
br
A tincture of the seed is used in India to kill licebr
br
A root preparation is applied to relieve toothache syphilis gonorrhoea and kidney stonesbr
A watery root paste is applied topically in India to treat worminfested wounds A root infusion is used there as an antidote against snakebites and to treat insect and scorpion stingsbr
br
An aqueous acetone extract of the leaves and stems is rich in polyphenols and flavonoids and has been shown to be an effective antioxidantbr
h3"
79,Indigofera trifoliata,Fabaceae,,,seed,"The mucilaginous seeds are used as a nutritive tonic and restorative They are also considered to be alterative astringent aphrodisiac They are used in the treatment of rheumatism and leucorrhoeabr
"
80,Indigofera trita,Fabaceae,,,"whole plant,seed,sap","The seeds are used to make a nutrient rich tonic in Indiabr
br
The whole plant is used in the treatment of various ailments including liver disorders and tumoursbr
br
Antimicrobial properties which might be associated with the presence of phenolic compounds flavonoids tannins glycosides saponins phytosterols and alkaloids have been reportedbr
An ethanol extract of the whole plant has shown a strong hepatoprotective activity and this is believed to be at least in part due to the presence of phenolic compounds and flavonoids in the plantbr
h3"
81,Indigofera zollingeriana,Fabaceae,,,,None knownh3
82,Indosasa angustata,Poaceae,,,,None known
83,Indosasa hispida,Poaceae,,,,None known
84,Indosasa ingens,Poaceae,,,,None known
85,Indosasa singulispicula,Poaceae,,,,None known
86,Indosasa triangulata,Poaceae,,,,None known
87,Inga acrocephala,Fabaceae,,,,None knownh3
88,Inga acuminata,Fabaceae,,,,None known
89,Inga adenophylla,Fabaceae,,,,None knownh3
90,Inga alata,Fabaceae,,,"leave,bark,sap","The sap from the grated and pressed bark is used to soothe mouth sores including thrush and other buccal dermatoses of infantsbr
br
The leaves contain flavonols particularly heterosides of myricetolbr
"
91,Inga alba,Fabaceae,,,"leave,bark","The bark is chewed or used in a decoction as a treatment for dysentery and is also used as a treatment for female sterilitybr
The bark is used externally as a wash or poultice to treat a range of skin problems including ulcers ant bites leishmaniasis swelling sores wounds and cuts It is grated and then pressed as a remedy to soothe mouth sores of infantsbr
The inner bark is put on abscesses to draw out pusbr
br
A decoction of the leaves is used as a wash for feversbr
br
Chemical analysis of the bark has shown possible antimicrobial activitybr
"
92,Inga barbourii,Fabaceae,,,,None knownh3
93,Inga bourgonii,Fabaceae,,,"fruit,bark","The plant is used as an astringentbr
br
The bark is chewed or used in a decoction as a treatment for dysentery and is also used as a treatment for female sterilitybr
The bark is used externally as a wash or poultice to treat a range of skin problems including ulcers ant bites leishmaniasis swelling sores wounds and cuts It is grated and then pressed as a remedy to soothe mouth sores of infantsbr
The inner bark is put on abscesses to draw out pusbr
br
The fruit is astringent It is used in the treatment of catarrhal phlegm diarrhoea and dysenterybr
"
94,Inga calderonii,Fabaceae,,,,None knownh3
95,Inga capitata,Fabaceae,,,"leave,fruit","A decoction of the leaves is used to restore fertility to sterile women Fertile women abstain from eating the fruitbr
h3"
96,Inga chocoensis,Fabaceae,,,,None known
97,Inga cinnamomea,Fabaceae,,Inga Assu,,None knownh3
98,Inga cocleensis,Fabaceae,,,,None knownh3
99,Inga cylindrica,Fabaceae,,,,None knownh3
100,Inga davidsei,Fabaceae,,,,None knownh3
101,Inga densiflora,Fabaceae,,,,None knownh3
102,Inga disticha,Fabaceae,,,,None known
103,Inga edulis,Fabaceae,,Ice Cream Bean,leave,"A decoction of the crushed leaves is taken to relieve coughingbr
A decoction of the leaves is applied to sores of the lips perhaps herpesbr
h3"
104,Inga fastuosa,Fabaceae,,,,None knownh3
105,Inga feuilleei,Fabaceae,,Pacay,,None known
106,Inga goldmanii,Fabaceae,,,,None knownh3
107,Inga gracilifolia,Fabaceae,,,bark,"A decoction of the bark is used for treating colicbr
"
108,Inga heterophylla,Fabaceae,,,,None known
109,Inga ilta,Fabaceae,,,,None known
110,Inga ingoides,Fabaceae,,,,None known
111,Inga insignis,Fabaceae,,,,None known
112,Inga jaunechensis,Fabaceae,,,,None knownh3
113,Inga jinicuil,Fabaceae,,Ice Cream Bean,,None knownh3
114,Inga lateriflora,Fabaceae,,,bark,"An infusion of the bark mixed with salt is used to bathe sores and ulcers The bark is used to treat sores wounds and cutsbr
"
115,Inga laurina,Fabaceae,,Guama,,None knownh3
116,Inga leiocalycina,Fabaceae,,,,None known
117,Inga macrophylla,Fabaceae,,,,None knownh3
118,Inga marginata,Fabaceae,,Guabilla,"leave,bark","The leaves are astringent They are used to treat inflammations br
br
An infusion of the bark is used as an antisepticbr
h3"
119,Inga micheliana,Fabaceae,,Cushin,,None knownh3
120,Inga mucuna,Fabaceae,,,,None known
121,Inga oerstediana,Fabaceae,,,,None knownh3
122,Inga paterno,Fabaceae,,Paterno,,None knownh3
123,Inga pezizifera,Fabaceae,,,"bark,whole plant","The whole plant is a potent painkiller when rubbed onto ant bitesbr
br
The bark is chewed or used in a decoction as a treatment for dysentery and is also used as a treatment for female sterilitybr
The bark is used externally as a wash or poultice to treat a range of skin problems including ulcers ant bites leishmaniasis swelling sores wounds and cuts It is grated and then pressed as a remedy to soothe mouth sores of infantsbr
The inner bark is put on abscesses to draw out pusbr
br
The plant contains numerous tanninsbr
"
124,Inga pilosula,Fabaceae,,,bark,"A decoction of the bark is used to treat dysenterybr
The inner bark is scraped and mixed with salt in a poultice to treat abscessesbr
"
125,Inga punctata,Fabaceae,,,,None knownh3
126,Inga quaternata,Fabaceae,,,,None knownh3
127,Inga rubiginosa,Fabaceae,,,,None known
128,Inga ruiziana,Fabaceae,,,,"Various medicinal uses have been reported for the plantbr
h3"
129,Inga saltensis,Fabaceae,,,,None knownh3
130,Inga sapindoides,Fabaceae,,,,None knownh3
131,Inga sertulifera,Fabaceae,,,,None known
132,Inga sessilis,Fabaceae,,Inga Macaco,,None knownh3
133,Inga setosa,Fabaceae,,,,None knownh3
134,Inga spectabilis,Fabaceae,,Guavo Real,,None knownh3
135,Inga stipularis,Fabaceae,,,,None known
136,Inga striata,Fabaceae,,,,None knownh3
137,Inga thibaudiana,Fabaceae,,,bark,"A cold water infusion of the bark is drunk as a treatment for malaria treatmentbr
A cold water infusion is applied externally as a wash to treat ulcers The bark is mixed with salt and applied to abscesses to draw suppuration The fresh bark is used for relieving the pain of muniri ant stingsbr
h3"
138,Inga umbellifera,Fabaceae,,,,None known
139,Inga ursi,Fabaceae,,,,None knownh3
140,Inga velutina,Fabaceae,,,,None known
141,Inga venusta,Fabaceae,,,,None known
142,Inga vera,Fabaceae,,,"root,fruit,bark,pulp","The macerated bark is taken orally as a treatment for anaemiabr
br
A decoction of the root is used as a treatment for gallstonesbr
br
The pulp of the fruit is a treatment for constipation It is reported to be astringent and diureticbr
h3"
143,Inga vulpina,Fabaceae,,,,None known
144,Inhambanella henriquezii,Sapotaceae,,,bark,"The bark is soaked in cold water and the infusion is used to treat stomach achesbr
"
145,Inocarpus fagifer,Fabaceae,,Tahiti Chestnut,"root,stem,leave,bark","The tahiti chestnut is often used in traditional medicine where it has a range of applicationsbr
br
The bark is used to treat sickness relapses An infusion of the bark is used to treat burns diarrhoea and teething problems in infants A decoction of the bark is used in treating scabies Extracts from heated bark scrapings are used in a treatment for pneumoniabr
The dried inner bark mixed with coconut oil is applied to bone fracturesbr
br
The root is used to treat stomachachebr
br
Liquid from the stems is used to treat pain in the bonesbr
br
Weakness after childbirth and fish poisoning are treated with the fluid from the leaves The juice squeezed from fresh leaves is mixed with water and drunk daily in order to bring down a high malarial feverbr
br
The plant is also said to stop internal bleedingbr
h3"
146,Intsia bijuga,Fabaceae,,Moluccan Ironwood,bark,"The bark is used in treating persons suffering from a urinary condition characterised by very dark urine It is also used in the treatment of rheumatism dysentery and diarrhoea An infusion of the bark is given to women after deliverybr
h3"
147,Intsia palembanica,Fabaceae,,Borneo Teak,"leave,bark","Bark and leaves are used medicinallybr
"
148,Iodes cirrhosa,Icacinaceae,,,root,"The roots are used for curing rheumatalgiabr
"
149,Iodes scandens,Icacinaceae,,,,None known
150,Iodes seguinii,Icacinaceae,,,,"This plant is used in Guangxi for curing nephritis Reported under Iodes balansaebr
"
151,Ipomoea aculeata,Convolvulaceae,,,leave,"The leaves or young tops are eaten as a purgativebr
The leavs are applied externally as a poultice on sores boils and ulcersbr
"
152,Ipomoea alba,Convolvulaceae,,Moonflower,,"The whole herb is used in treating snakebitebr
"
153,Ipomoea aquatica,Convolvulaceae,,Swamp Morning Glory,"root,leave","The young shoots are mildly laxative and are used by diabetic patients A decoction of the leaves is used to treat coughs The fried leaves are eaten to cool down a feverbr
The crushed leaves are applied as a poultice on sores and boilsbr
br
A paste made from the buds is used to treat ringwormbr
br
The roots are laxative tonic and antidote They are used in the treatment of opium or arsenic poisoning and also to counter the effects of drinking unhealthy waterbr
A decoction of the roots is used as a wash against haemorrhoidsbr
br
The plant has shown oral hypoglycaemic activity in tests with diabetic humans it was shown that an aqueous leaf extract can be as effective as tolbutamide in reducing blood glucose levelsbr
"
154,Ipomoea asarifolia,Convolvulaceae,,,"stem,pulp,flower","The plant is abortifacient oxytocic It is used for various gynaecological purposes to treat urinary problems during pregnancy haemorrhages neuralgia headaches arthritic pain and stomach achesbr
The plant is used externally as a wounddressing and for treating ophthalmia Combined with bulrush millet it is used to make a steam bath for the face when treating feverish chills and rheumatic painsbr
br
The pulpedup leafy stems are mixed with citron and water and used as an oxytocic to stimulate contractions of the womb when giving birth A leafdecoction is used to regulate blood pressure it is taken internally and also used as a wash to treat feverish chills and rheumatic painsbr
A leaf poultice is applied to guineaworm soresbr
br
The flowers boiled with beans are eaten as a remedy for syphilisbr
h3"
155,Ipomoea batatas,Convolvulaceae,,Sweet Potato,leave,"The leaves are used to treat measlesbr
"
156,Ipomoea bracteata,Convolvulaceae,,,,
157,Ipomoea cairica,Convolvulaceae,,,"stem,leave,whole plant,seed","The entire plant is used for treating external infectionsbr
br
Fibres from the stems absorb moisture This absorbentcummedicinal effect is used for treating eyetroubles the whole plant is firmly tied in a bundle immersed in water boiled and then withdrawn and while still hot used as a sponge to wash the eyesbr
br
The crushed leaves are taken in a draught to treat for bodyrashes especially if accompanied by feverbr
br
The seeds are used as a strong purgativebr
br
Steroids and terpenes have been recorded in the whole plant without other active principlesbr
Considerable antibiotic action has been found in the plant but its presence is not consistentbr
The seeds contain a yellow glycosidic compound resembling muricatin A and perhaps other substances The glycosidic compound is probably responsible for the seeds purgative actionbr
h3"
158,Ipomoea carnea,Convolvulaceae,,,"leave,latex","The leaves are slightly purgativebr
br
A latex in the plant is used to treat skin problemsbr
h3"
159,Ipomoea eriocarpa,Convolvulaceae,,,root,"An oil extract of the plant is used in India for external application in the treatment of headache rheumatism leprosy epilepsy ulcers and feversbr
br
A root decoction is drunk by women to relieve menstrual painbr
h3"
160,Ipomoea indica,Convolvulaceae,,,"leave,sap","The sap from the crushed leaves is drunk to relieve dysenterybr
The sap from the crushed leaves is applied to on sores these are then wrapped with the leafbr
"
