,Species_Name,Family_name,Local_name,Common_name,Parts_used,Medicinal_Use
40,Lagerstroemia speciosa,Lythraceae,,Pride Of India,"leave,bark,seed","The seeds are narcoticbr
br
The leaves are purgative A preparation from dried leaves known as banaba is widely used in the Philippines to treat diabetes and urinary problembr
A leaf poultice is used to relief malarial fever and is also applied on cracked feetbr
br
A decoction of the bark is used as a treatment against diarrhoea and abdominal painsbr
h3"
41,Lagerstroemia tomentosa,Lythraceae,,,,None known
42,Lagetta lagetto,Thymelaeaceae,,Lacebark,,None known
43,Laggera decurrens,Asteraceae,,,whole plant,"The whole plant is dried then crushed and placed in a tin Hot coals are added and the smoke is inhaled as a treatment for a range of complaints including malaria headaches exhaustion and leg problemsbr
"
44,Laguncularia racemosa,Combretaceae,,White Buttonwood,bark,"A bark infusion is used as an astringent tonic and folk remedy for dysentery aphthae fever and scurvy It is also attributed some antitumor activitybr
"
45,Lamanonia ternata,Cunoniaceae,,,bark,"The bark is bitter styptic and tonicbr
"
46,Landolphia buchananii,Apocynaceae,,,,None known
47,Landolphia calabarica,Apocynaceae,,,,None known
48,Landolphia dulcis,Apocynaceae,,,"root,stem,leave,bark,sap,twig","The plant is held in Senegalese medicine to have healing properties and is used medicinally in various ways Research has shown that the leaves contain an alkaloid and saponins whilst there are also saponins in the bark The trunk bark has also shown cardiotonic action br
br
Serious wounds are treated with a decoction of leafy twigs and powdered bark br
br
Decoctions of the roots and stems are used for external massaging and in baths and ointments for treating arthritis and kidney painsbr
br
Decoctions of the trunkbark and root are used as a galactagogue by application to the breast Weaning is facilitated for the mother simply by stopping further applicationbr
br
The roots are renowned in some parts of Africa for their supposed effectiveness as an aphrodisiac br
A rootpreparation is applied to soresbr
"
49,Landolphia elliptica,Apocynaceae,,,,None known
50,Landolphia flavidiflora,Apocynaceae,,,,None known
51,Landolphia gummifera,Apocynaceae,,,,None known
52,Landolphia heudelotii,Apocynaceae,,,"root,stem,fruit,pulp,seed,twig","A decoction of the stems or of the roots is given for treating intestinal pains It is not purgativebr
br
Vapour from a boiling concoction of leafy twigs is inhaled orally for tooth troublesbr
br
The plant part not stated is used in draughts and added to squatbaths in treating haemorrhoidsbr
br
A decoction of the roots and of the fruit pulp with some limejuice is added to baths as a remedy for fatiguebr
br
The seeds have unspecified medicinal use in Sierra Leonebr
"
53,Landolphia hirsuta,Apocynaceae,,,"root,bark,sap","The fresh barksap after removal of the rubber is used as a coughmixture and decoction of the rootbark is taken by draught for blennorrhoea and by enema for haemorrhoidsbr
"
54,Landolphia hispidula,Apocynaceae,,,,None known
55,Landolphia kirkii,Apocynaceae,,,,None known
56,Landolphia landolphioides,Apocynaceae,,,,None known
57,Landolphia letestui,Apocynaceae,,,,None known
58,Landolphia mandrianambo,Apocynaceae,,,,None known
59,Landolphia mannii,Apocynaceae,,,,None known
60,Landolphia membranacea,Apocynaceae,,,,None known
61,Landolphia myrtifolia,Apocynaceae,,,,None known
62,Landolphia nitens,Apocynaceae,,,fruit,"The fruit is astringent It is used in the treatment of chronic diarrhoeabr
"
63,Landolphia obliquinervia,Apocynaceae,,,,None known
64,Landolphia owariensis,Apocynaceae,,Eta,"root,stem,leave,fruit,latex,sap","The latex from the stems is used medicinally It is taken internally as a treatment against intestinal worms or it may be used as an enema for the same purposebr
The latex is also used in lotionsbr
br
The leaves are boiled for application to sprainsbr
br
Sap expressed from the leaves is dripped into the eyes and used to wash the patient’s face in a treatment for giddiness and epilepsy The sap is rubbed with massage into scarifications over areas of oedema and rheumatismbr
br
A decoction of the roots or green fruits is drunk as a purgative and for urethral discharge The liquid of this preparation is used in steambaths for feverish achesbr
br
A trace of flavones is reported in the leaves and tannin steroids and terpenes in the rootsbr
"
65,Landolphia parvifolia,Apocynaceae,,,,None known
66,Landolphia sphaerocarpa,Apocynaceae,,,,None known
67,Landolphia thollonii,Apocynaceae,,,,None known
68,Landolphia togolana,Apocynaceae,,,,None known
69,Landolphia trichostigma,Apocynaceae,,,,None known
70,Landolphia uniflora,Apocynaceae,,,,None known
71,Langsdorffia hypogaea,Balanophoraceae,,,,None known
72,Lannea acida,Anacardiaceae,,,"root,leave,bark,sap","Lannea acida is a very popular traditional medicine in Senegal The bark has such a wide medicinal appeal that it is commonly sold in markets in Dakar as a women’s medicine especially to ensure an easy childbirth and is sold with other plants to counter sterilitybr
br
The bark is used internally in the treatment of stomach troubles beriberi schistosomiasis and haemorrhoids Combined with other plants it is used to treat dysentery and sterilitybr
Applied externally it is used to treat eyetroublesbr
Vapour from a barkdecoction is inhaled into the mouth to treat dental caries and buccal infectionsbr
The root bark is considered good for treating skininfections It is used in baths and lotions for blotches herpes etc and a similar preparation is taken internally after 4  5 hours fermentation for gonorrhoeabr
br
The powdered root mixed with salt is made into a tampon for application to the scrotum in treating orchitis  br
br
Sap obtained from pounding the bark is given to epileptics and to persons subject to giddiness and faintingbr
br
The leaves are astringent and are used in Senegal for toothachebr
br
The kernel is purgativebr
"
73,Lannea alata,Anacardiaceae,,,,None known
74,Lannea antiscorbutica,Lauraceae,,,bark,"A decoction of the bark is used to treat scorbutic ulcers of the mouth and scurvybr
"
75,Lannea barteri,Anacardiaceae,,,"root,leave,bark","The bark is stomachic A decoction is drunk as a treatment for gastric pains diarrhoea oedema paralysis epilepsy and madness When combined with the bark of ukuku Yoruba species it is used as a vermifugebr
The bark is used externally to treat ulcers sores and leprosy br
br
A root decoction is taken to cure herniabr
The root is ground wrapped in the leaves of an unknown species and applied as a poultice on woundsbr
br
A leaf decoction is taken to cure haemorrhoidsbr
h3"
76,Lannea coromandelica,Anacardiaceae,,Jhingangummi,"leave,bark","The bark and the leaves are used as medicinebr
h3"
77,Lannea discolor,Anacardiaceae,,,,None knownh3
78,Lannea edulis,Anacardiaceae,,,fruit,"The fruit is supposed to be a cure for black water feverbr
"
79,Lannea fruticosa,Anacardiaceae,,,,None known
80,Lannea fulva,Anacardiaceae,,,,
81,Lannea gossweileri,Anacardiaceae,,,,None known
82,Lannea humilis,Anacardiaceae,,,root,"The roots are powdered mixed with warm water and taken to treat nausea cough and generalized body pains With milk added it is used as a general tonic in weaknessbr
h3"
83,Lannea microcarpa,Anacardiaceae,,,"root,leave,bark,sap,wood","The dried pulverized aerial parts of the plant are rubbed into scarifications to treat pain between the ribs and are taken internally against colicbr
br
A leaf decoction is drunk to treat swellings it is also added to a bathbr
The leaves are used as a dressing for woundsbr
br
The wood ash is applied to maturate abscessesbr
br
The leaves have medicinal use as those of L Acida but are considered to be less active These uses are as followsbr
br
The bark is used internally in the treatment of stomach troubles beriberi schistosomiasis and haemorrhoids Combined with other plants it is used to treat dysentery and sterilitybr
Applied externally it is used to treat eyetroublesbr
Vapour from a barkdecoction is inhaled into the mouth to treat dental caries and buccal infectionsbr
The root bark is considered good for treating skininfections It is used in baths and lotions for blotches herpes etc and a similar preparation is taken internally after 4  5 hours fermentation for gonorrhoeabr
br
The powdered root mixed with salt is made into a tampon for application to the scrotum in treating orchitis  br
br
Sap obtained from pounding the bark is given to epileptics and to persons subject to giddiness and faintingbr
br
The leaves are astringent and are used in Senegal for toothachebr
br
The kernel is purgativebr
"
84,Lannea nigritana,Anacardiaceae,,,"root,leave,bark,pulp,seed,sap,twig","A decoction of the bark is used in the treatment of intestinal pains and dysentery Sap from the pounded bark is given to epileptics and persons subject to giddiness and faintingbr
Applied externally the pulped bark is put on areas of skin trouble and into sore The powdered bark is considered to be a sovereign remedy for stubborn sores and the inner bark layer is used in massage to restore muscular tonebr
br
A decoction of the roots and bark in butter and in a draught is used in the treatment of chesttroubles and stiffnessbr
br
The powdered root combined with the leaves of Strychnos sp is used as a treatment for abscesses and inflammationsbr
br
A decoction of leaves and twigbark is administered as an enema for treating abdominal complaintsbr
br
The seed is purgativebr
"
85,Lannea rivae,Anacardiaceae,,,bark,"The bark is chewed to treat coughs colds and stomachachebr
h3"
86,Lannea schimperi,Anacardiaceae,,,"root,stem,leave,fruit,bark,pulp,sap,tuber","A decoction of the stem bark is drunk and the dried stem bark is smoked as a treatment against backache and general weakness A decoction of the bark is used in the treatment of diarrhoea stomach pain and chest problems whilst the bark is also used as enema against dysentery An infusion of the bark combined with the bark of mkuyu Ficus sp and mlembela Dalbergiella nyasae is drunk as a treatment for dysentery Juice from the stem bark is given as an enema to babies during feeding to avoid vomiting and diarrhoea The bark is used to treat opportunistic infections in AIDS patients such as herpes tuberculosis and diarrhoea A decoction of the bark is drunk as a remedy for stomach pain A decoction of the stem bark combined with the stem barks of Ozoroa insignis Gymnosporia senegalensis and Entada abyssinica plus the aerial parts of Rhynchosia resinosa is used in the treatment of peptic ulcers This decoction has been shown to have a dosedependant protective activity and also to have moderate antibacterial activitybr
The bark is applied topically to treat snakebites br
br
The root has astringent properties A decoction is used as a treatment for chest troubles colds and syphilisbr
A decoction of the root is used as a mouthwash for toothachebr
br
The fruit is used in treatment of hookworm infections in the small intestine the effective part being perhaps the bittertasting kernelbr
br
The leaves or leaf sap are used in the treatment of bloody diarrhoeabr
The leaf pulp is applied topically against vaginal prolapsebr
br
The stem bark has shown antibacterial activity against Staphylococcus aureus and Neisseria gonorrhoeae it is rich in anthocyanins and contains coumarinsbr
Unspecified parts have shown antifungal activity and a lowering effect on blood pressurebr
h3"
87,Lannea schweinfurthii,Anacardiaceae,,,bark,"The bark is used for making a tea that is used as a blood tonic for treating anaemia A decoction of the bark is used for treating diarrhoea stomachache and headachebr
h3"
88,Lannea velutina,Anacardiaceae,,,"root,leave,bark","The bark and roots have medicinal use In macerate they are used in a bath for children with rickets and also to ease general pains in adultsbr
br
A decoction of powdered root is considered a good remedy for diarrhoeabr
br
The bark is used in the treatment of diarrhoea gastric pain oedema paralysis epilepsy and insanitybr
Applied externally the bark is used on wounds ulcers and leprous spotsbr
br
A decoction of the bark and leaves is used as a tonic both as a drink and a bath because it is thought to control arterial tensionbr
br
The bark contains tanninsbr
"
89,Lannea welwitschii,Anacardiaceae,,,"root,stem,leave,bark,pulp,seed,sap","The bark is commonly used in traditional medicine A decoction is taken by women in the treatment of menstrual troubles pain after childbirth and sterility The decoction is also taken to treat a range of other conditions including dysentery diarrhoea urethral discharge and haemorrhoids Diluted with palmwine the pulped up bark is taken as a treatment for epilepsy br
The pulpedup bark is applied as a wet dressing on oedema of the legs The stembark is used to treat skininfections ulcers etc A powder made from the dry bark is used for the treatment of snake bites and for woundsbr
Although often used to treat skin problems in Africa examination of plant material for antipathogenic activity has shown neither bacteriostatic nor fungistatic action Barkextracts have been found to contain no alkaloid but have some saponins and tanninsbr
br
A rootdecoction is expectorant or emetic and is taken in the treatment of cough and pulmonary congestion as an antidote in cases of poisoning and as a mouthwash for gingivitis and mouthinfectionsbr
br
The seeds are used as a purgativebr
br
The pounded leaves are applied as a dressing to treat oedema and are taken in palm wine in the treatment of epilepsybr
h3"
90,Lannea zastrowiana,Anacardiaceae,,,,"The plant part not specified is rubbed onto affected areas of the body in the treatment of skin rashes herpes zoster and herpes simplexbr
"
91,Lannea zenkeri,Anacardiaceae,,,bark,"A decoction or maceration of bark chips which has been placed in the sun for some time is drunk as a treatment against chest complaintsbr
h3"
92,Lanonia centralis,Arecaceae,,,,None known
93,Lanonia hainanensis,Arecaceae,,,,None known
94,Lansium domesticum,Meliaceae,,Langsat,"leave,bark,seed","The resin is nontoxic and administered to halt diarrhoea and intestinal spasmsbr
The dried pericarp is used in the treatment of diarrhoea and intestinal spasms malaria and other fevers The active principle in the pericarp appears to be a resinbr
br
The pulverized seed is employed as a febrifuge and vermifugebr
br
The bark is poulticed on scorpion stings An astringent bark decoction is taken as a treatment for dysentery and malaria Leaves may be combined with the bark in preparing the decoctionbr
br
The leaf juice is used as eyedrops to dispel inflammationbr
h3"
95,Lansium membranaceum,Meliaceae,,,,None known
96,Lantana camara,Verbenaceae,,Wild Sage,"root,stem,leave,bark,flower,tuber","The plant is often used in domestic medicine and research carried out mainly in India has shown it to contain a number of compounds with medicinal activitybr
The leaves contain 02 of an essential oil Extracts have shown antimicrobial fungicidal insecticidal and nematicidal activity br
The dried flowers contain 007 essential oil comprised mainly of caryophyllenelike bicyclic terpene 80 and  laphellandrene 1012br
The bark contains lantanine 008br
Verbascoside which possesses antimicrobial immunosuppressive and antitumor activities has been isolated from the plantbr
Lantanoside linaroside and camarinic acid have been isolated and are being investigated as potential nematocidesbr
br
Lantana essential oil is sometimes used for the treatment of skin itches as an antiseptic for wounds and externally for leprosy and scabies It is applied as a poultice on rheumatic jointsbr
br
The root is sweet and bitter tasting refrigerant antifebrile A decoction is used to treat influenza cough mumps incessant high fever malaria cervical lymph node tuberculosis asthma toothache headache inflammation gonorrhoea and leucorrhoeabr
br
The flowers are sweet tasting mildly cooling and haemostatic A decoction of the dried flowers is used in the treatment of haemoptysis and pulmonary tuberculosisbr
br
The leaves are aromatic with a minty taste they have a cooling nature are antiphlogistic antidermatosic diaphoretic febrifuge pectoral stimulant tonic and vulnerary An infusion of the leaves and flowering tops is used in the treatment of fevers constipation tuberculosis catarrh and bronchitis Combined with the leaves of Cymbopogon citratus they are used as an infusion to treat colds high blood pressure and malarial feverbr
Externally the leaves and stems are used as a wash to treat dermatitis eczema pruritus measles and chickenpox rashes etc They are applied as a poultice to treat sprains wounds and contusions As a douche they are used to treat inflammations of the uterusbr
br
A decoction of the bark is used as a treatment for feversbr
h3"
97,Lantana rugosa,Verbenaceae,,,,None known
98,Lantana trifolia,Verbenaceae,,,"root,leave","The leaves are crushed and mixed in hot water and the liquid drunk to treat rheumatism generalized body pains and indigestion The leaves are also used in the treatment of colds and ringwormbr
br
The roots are used to treat eczemabr
h3"
99,Lantana ukambensis,Verbenaceae,,,"root,leave","The leaves are chewed or pounded and soaked in warm water and the liquid is drunk to treat coughs fever and sores in the throat and on the tonguebr
br
The roots are boiled in water and drunk in the treatment of rheumatism and generalized body painsbr
h3"
100,Lapeirousia bainesii,Iridaceae,,,,None known
101,Lapeirousia coerulea,Iridaceae,,,,None known
102,Lapeirousia erythrantha,Iridaceae,,,,None known
103,Lapeirousia gracilis,Iridaceae,,,,None known
104,Lapeirousia littoralis,Iridaceae,,,,None known
105,Lapeirousia odoratissima,Iridaceae,,,,None known
106,Lapeirousia schimperi,Iridaceae,,,,None known
107,Laportea aestuans,Urticaceae,,West Indian Nettle,"root,leave,pulp,whole plant,seed,sap","The plant is widely used in African traditional medicine though little research has been carried out into its medicinal propertiesbr
A methanol extract before and after filtering through charcoal and various fractions were assayed against 12 species of pathogenic bacteria and fungi Extracts were active against 7 of them especially Staphylococcus aureus In subsequent phytochemical screenings reactions were positive for steroids but negative for alkaloids flavonoids and anthraquinonesbr
br
The pulped whole plant is eaten or the plant sap is drunk as an anthelmintic and for the treatment of herniasbr
Applied externally the pulp is rubbed on the body in the treatment of fevers in children oedema and ulcers Dried and powdered the plant is rubbed into scarifications as a treatment for headaches and syphilitic yawsbr
br
The leaves are diuretic and laxative They are often eaten as a vegetable or in a soup to treat digestive disorders including stomach aches indigestion and constipation An infusion of the leaf is taken for the treatment of urine retention bed wetting haemorrhages filariasis rheumatism and menopausal disorders The leaf is roasted then ground in water and the liquid drunk as a treatment for gonorrhoea  leucorrhoea is treated in the same way but without roasting the leaf firstbr
The boiled leaves pounded with clay and water are applied in enemas as a treatment against dysenterybr
The leaves are used externally to treat a range of conditions As a sap often mixed with palm oil or kaolin they are applied to abscesses and wounds on the head of children to close the fontanel on the abdomen to ease childbirth and on the gums to relieve toothache A maceration of the fresh leaf is used to massage the body for the treatment of intercostal pain and stitches in the side Slightly scorched or smoked the leaves are applied to burns and used against migraine A leaf decoction is applied on swellings instilled in the eye to treat minor eye infections and used as an embrocation to strengthen rachitic children and to relieve feverbr
br
A decoction of the leaf and root is drunk as an antidote to any case of poisoningbr
br
The inflorescence combined with the seed of Aframomum melegueta is eaten as a treatment for sore throat and hoarsenessbr
h3"
108,Laportea amberana,Urticaceae,,,,None known
109,Laportea decumana,Urticaceae,,,leave,"Fresh young leaves are eaten with sweet potato or taro as a remedy for intestinal pains It can be assumed that in common with other members of this plant family the irritant hairs are neutralized by heatbr
The leaves are rubbed or gently stroked on various parts of the body in order to counteract fever body pains fatigue stomachache and headaches A leaf with its lower surface held towards the body is used  a stinging sensation is felt as the treatment commences but numbness and anaesthesia develop as the treatment progressesbr
"
110,Laportea grossa,Urticaceae,,,,None knownh3
111,Laportea humblotii,Urticaceae,,,sap,"The sap is haemostaticbr
"
112,Laportea interrupta,Urticaceae,,,"root,leave,flower,whole plant","The whole plant is anthelmintic and expectorant It is boiled together with Phyllanthus amarus Phyllanthus debilis or Phyllanthus urinaria and the solution is drunk to relieve whooping coughbr
br
The leaves are applied to carbuncles they are rubbed on the head to relieve headaches and on the stomach to ease stomachachesbr
br
A decoction of the root is taken as a diuretic and also prescribed as a remedy for coughs and asthmabr
br
The flowers are applied externally to sores on the sole of feetbr
"
113,Laportea mooreana,Urticaceae,,,,None known
114,Laportea oligoloba,Urticaceae,,,leave,"The leaves are used in the treatment of pneumonia and stomach troublesbr
"
