,Species_Name,Family_name,Local_name,Common_name,Parts_used,Medicinal_Use
30,Quercus acutifolia,Fagaceae,,,"leave,bark,seed","The bark can be used medicinally for the treatment of burnsbr
br
Quercus oak species are used in the traditional medicine of many cultures being valued especially for their tannins Various parts of the plant can be used most frequently it is the leaves bark seeds seed cups or the galls that are produced as a result of insect damage A decoction or infusion is astringent antibacterial antifungal antiseptic styptic and haemostatic It is taken internally to treat conditions such as acute diarrhea dysentery and haemorrhages Externally it is used as a mouthwash to treat toothache or gum problems and is applied topically as a wash on cuts burns various skin problems haemorrhoids and oral genital and anal mucosa inflammation Extracts of the plant can be added to ointments and used for the healing of cutsbr
"
31,Quercus argentata,Fagaceae,,,"leave,bark,seed","Quercus oak species are used in the traditional medicine of many cultures being valued especially for their tannins Various parts of the plant can be used most frequently it is the leaves bark seeds seed cups or the galls that are produced as a result of insect damage A decoction or infusion is astringent antibacterial antifungal antiseptic styptic and haemostatic It is taken internally to treat conditions such as acute diarrhea dysentery and haemorrhages Externally it is used as a mouthwash to treat toothache or gum problems and is applied topically as a wash on cuts burns various skin problems haemorrhoids and oral genital and anal mucosa inflammation Extracts of the plant can be added to ointments and used for the healing of cutsbr
"
32,Quercus castanea,Fagaceae,,,"leave,bark,seed","The bark is known to have medicinal properties This is almost certainly due to the tannins in the bark and their astringent propertybr
br
Quercus oak species are used in the traditional medicine of many cultures being valued especially for their tannins Various parts of the plant can be used most frequently it is the leaves bark seeds seed cups or the galls that are produced as a result of insect damage A decoction or infusion is astringent antibacterial antifungal antiseptic styptic and haemostatic It is taken internally to treat conditions such as acute diarrhea dysentery and haemorrhages Externally it is used as a mouthwash to treat toothache or gum problems and is applied topically as a wash on cuts burns various skin problems haemorrhoids and oral genital and anal mucosa inflammation Extracts of the plant can be added to ointments and used for the healing of cutsbr
"
33,Quercus gemelliflora,Fagaceae,,,"leave,bark,seed","Quercus oak species are used in the traditional medicine of many cultures being valued especially for their tannins Various parts of the plant can be used most frequently it is the leaves bark seeds seed cups or the galls that are produced as a result of insect damage A decoction or infusion is astringent antibacterial antifungal antiseptic styptic and haemostatic It is taken internally to treat conditions such as acute diarrhea dysentery and haemorrhages Externally it is used as a mouthwash to treat toothache or gum problems and is applied topically as a wash on cuts burns various skin problems haemorrhoids and oral genital and anal mucosa inflammation Extracts of the plant can be added to ointments and used for the healing of cutsbr
"
34,Quercus humboldtii,Fagaceae,,,"leave,bark,seed","Quercus oak species are used in the traditional medicine of many cultures being valued especially for their tannins Various parts of the plant can be used most frequently it is the leaves bark seeds seed cups or the galls that are produced as a result of insect damage A decoction or infusion is astringent antibacterial antifungal antiseptic styptic and haemostatic It is taken internally to treat conditions such as acute diarrhea dysentery and haemorrhages Externally it is used as a mouthwash to treat toothache or gum problems and is applied topically as a wash on cuts burns various skin problems haemorrhoids and oral genital and anal mucosa inflammation Extracts of the plant can be added to ointments and used for the healing of cutsbr
"
35,Quercus kerrii,Fagaceae,,,"leave,bark,seed","Quercus oak species are used in the traditional medicine of many cultures being valued especially for their tannins Various parts of the plant can be used most frequently it is the leaves bark seeds seed cups or the galls that are produced as a result of insect damage A decoction or infusion is astringent antibacterial antifungal antiseptic styptic and haemostatic It is taken internally to treat conditions such as acute diarrhea dysentery and haemorrhages Externally it is used as a mouthwash to treat toothache or gum problems and is applied topically as a wash on cuts burns various skin problems haemorrhoids and oral genital and anal mucosa inflammation Extracts of the plant can be added to ointments and used for the healing of cutsbr
"
36,Quercus laurina,Fagaceae,,,"leave,bark,seed","Quercus oak species are used in the traditional medicine of many cultures being valued especially for their tannins Various parts of the plant can be used most frequently it is the leaves bark seeds seed cups or the galls that are produced as a result of insect damage A decoction or infusion is astringent antibacterial antifungal antiseptic styptic and haemostatic It is taken internally to treat conditions such as acute diarrhea dysentery and haemorrhages Externally it is used as a mouthwash to treat toothache or gum problems and is applied topically as a wash on cuts burns various skin problems haemorrhoids and oral genital and anal mucosa inflammation Extracts of the plant can be added to ointments and used for the healing of cutsbr
"
37,Quercus lineata,Fagaceae,,,"leave,bark,seed","Quercus oak species are used in the traditional medicine of many cultures being valued especially for their tannins Various parts of the plant can be used most frequently it is the leaves bark seeds seed cups or the galls that are produced as a result of insect damage A decoction or infusion is astringent antibacterial antifungal antiseptic styptic and haemostatic It is taken internally to treat conditions such as acute diarrhea dysentery and haemorrhages Externally it is used as a mouthwash to treat toothache or gum problems and is applied topically as a wash on cuts burns various skin problems haemorrhoids and oral genital and anal mucosa inflammation Extracts of the plant can be added to ointments and used for the healing of cutsbr
h3"
38,Quercus lowii,Fagaceae,,,"leave,bark,seed","Quercus oak species are used in the traditional medicine of many cultures being valued especially for their tannins Various parts of the plant can be used most frequently it is the leaves bark seeds seed cups or the galls that are produced as a result of insect damage A decoction or infusion is astringent antibacterial antifungal antiseptic styptic and haemostatic It is taken internally to treat conditions such as acute diarrhea dysentery and haemorrhages Externally it is used as a mouthwash to treat toothache or gum problems and is applied topically as a wash on cuts burns various skin problems haemorrhoids and oral genital and anal mucosa inflammation Extracts of the plant can be added to ointments and used for the healing of cutsbr
"
39,Quercus semiserrata,Fagaceae,,,"leave,bark,seed","Quercus oak species are used in the traditional medicine of many cultures being valued especially for their tannins Various parts of the plant can be used most frequently it is the leaves bark seeds seed cups or the galls that are produced as a result of insect damage A decoction or infusion is astringent antibacterial antifungal antiseptic styptic and haemostatic It is taken internally to treat conditions such as acute diarrhea dysentery and haemorrhages Externally it is used as a mouthwash to treat toothache or gum problems and is applied topically as a wash on cuts burns various skin problems haemorrhoids and oral genital and anal mucosa inflammation Extracts of the plant can be added to ointments and used for the healing of cutsbr
h3"
40,Quillaja brasiliensis,Rosaceae,,,,None known
41,Quivisianthe papinae,Meliaceae,,,"bark,seed,wood","A coumarin derivative has been isolated from the woodbr
The bark contains several oxygenheterocyclic compounds that have not yet been identifiedbr
The seeds are rich in mexicanolide type limonoids and contain 2 triterpenoidsbr
"
