,Species_Name,Family_name,Local_name,Common_name,Parts_used,Medicinal_Use
114,Panicum turgidum,Poaceae,,Desert Grass,"root,seed","Old culms dried and powdered are used as a wounddressing The root is carried by female marabouts religious teachers in Mauritania for corporal punishment of wayward pupilsbr
br
The seed is said to be antidiabeticbr
h3"
115,Panicum virgatum,Poaceae,,Switch Grass,,None knownh3
116,Panopsis rubescens,Proteaceae,,,,None known
117,Papaver somniferum,Papaveraceae,,Opium Poppy,"latex,seed","The opium poppy contains a wide range of alkaloids and has been a very valuable medicine especially useful in bringing relief from pain Its use especially of the extracted alkaloids opium and morphine which it contains can become addictive however and so it should be treated with extreme caution and only be used under the supervision of a qualified practitionerbr
br
The dried juice latex from the unripe green seed vessels is a rich source of the active alkaloids including morphine It is extracted by making shallow incisions in the capsules as soon as the petals have fallen Care must be taken that the incisions do not penetrate to the interior of the seed capsules The latex exudes from the capsules and dries in contact with the air  it is then scraped off This latex is anodyne antitussive astringent diaphoretic emmenagogue hypnotic narcotic and sedative As well as its painrelieving properties the latex has also been used as an antispasmodic and expectorant in treating certain kinds of coughs whilst its astringent properties make it useful in the treatment of dysentery etcbr
br
A homeopathic remedy is made from the dried latex This is used in the treatment of a variety of complaints including constipation fevers and insomniabr
"
118,Pappea capensis,Sapindaceae,,Doppruim,"leave,bark,seed","The tree has a long history of use in traditional medicine and is still commonly used todaybr
br
The oil obtained from the seed is used as a purgative a cure for ringworm to restore hairbr
br
The leaves bark and the oil extracted from the seed are used medicinally against baldness ringworm nosebleeds chest complaints eye infections and venereal diseasebr
br
The bark is cooked with soup to treat indigestion stomachache and diarrhoea Infusions of the bark are used by Kenyan Masai warriors to gain courage as well as an aphrodisiac and a bloodstrengthening tonicbr
"
119,Paraderris elliptica,Fabaceae,,Derris,"root,stem","The plant is traditionally used for antisepsis and is applied to abscesses and against leprosy and itch and sometimes as an abortifacientbr
br
The roots are used as emmenagoguebr
br
The stems are a blood tonicbr
br
Rotenone the active insecticidal ingredient found mainly in the root has been evaluated as a potential antitumor agent It is broadly cytotoxic the growthinhibiting effect has been demonstrated both with cultured cells and experimental tumoursbr
The roots also contain tubaic acid 001 of airdried root This compound has shown antimicrobial activity inhibiting the growth of Bacillus subtilis Staphylococcus aureus and Escherichia coli at high concentrationsbr
h3"
120,Paraderris montana,Fabaceae,,,,None knownh3
121,Parahancornia fasciculata,Apocynaceae,,,latex,"The bittertasting latex contains caoutchouc and is reputedly a specific treatment for yaws It is used externally for treating ulcerous sores and skin conditionsbr
The latex is used in commercial preparations for treating internal ulcersbr
"
122,Parahancornia peruviana,Apocynaceae,,,,None known
123,Parahancornia surrogata,Apocynaceae,,,,None known
124,Parajubaea cocoides,Arecaceae,,Quito Palm,,None known
125,Parajubaea sunkha,Arecaceae,,,,None known
126,Parajubaea torallyi,Arecaceae,,,,None known
127,Paramacrolobium coeruleum,Fabaceae,,,"root,bark","Several longchain fatty acids have been isolated from root bark extracts these acetylenic acids showed inhibitory activity of 3hydroxy3methylglutaryl coenzyme A reductase the enzyme responsible for the formation of mevalonate in the ratedetermining step of cholesterol biosynthesisbr
h3"
128,Parameria laevigata,Apocynaceae,,,"leave,latex,bark,twig,tuber","All parts of plant are used to treat rheumatism nephritis and injurybr
br
The leaves are emmenagogue An infusion is taken internally to facilitate the flow of mensesbr
The leaves and twigs are pounded then applied as a poultice on cuts and lacerationsbr
br
The bark is an efficient vulnerary It is used internally in the treatment of dysentery tuberculosis and is drunk after childbirth to help shrink the uterusbr
Macerated in oil and applied externally it is used as a treatment for woundsbr
br
The latex is febrifuge stomachic and a general tonic It is used externally to heal woundsbr
br
In Indonesia it is an ingredient of a folk medicine called Jamu or Kayu rapet traditionally used as an antiulcer or antidiarrheal medicine and for treating woundsbr
"
129,Paranephelium joannis,Sapindaceae,,,,None known
130,Paranephelium macrophyllum,Sapindaceae,,,seed,"The oil from the seed is used for the skinbr
"
131,Paranephelium spirei,Sapindaceae,,,,None known
132,Paranephelium xestophyllum,Sapindaceae,,,,None known
133,Parapiptadenia excelsa,Fabaceae,,,,None known
134,Parapiptadenia pterosperma,Fabaceae,,,,None known
135,Parapiptadenia rigida,Fabaceae,,Angico,bark,"The bark is bitter It is used in the treatment of haemorrhages and to cure wounds and ulcersbr
h3"
136,Parartocarpus bracteata,Moraceae,,,,None known
137,Parartocarpus venenosa,Moraceae,,Pangi,,None known
138,Paraserianthes lophantha,Fabaceae,,,,None knownh3
139,Paraserianthes pullenii,Fabaceae,,,,None known
140,Paraserianthes toona,Fabaceae,,,,None known
141,Parashorea chinensis,Dipterocarpaceae,,,,None known
142,Parashorea densiflora,Dipterocarpaceae,,,,None known
143,Parashorea lucida,Dipterocarpaceae,,,,None known
144,Parashorea macrophylla,Dipterocarpaceae,,,,None known
145,Parashorea malaanonan,Dipterocarpaceae,,,,None known
146,Parashorea parvifolia,Dipterocarpaceae,,,,None known
147,Parashorea smythiesii,Dipterocarpaceae,,,,None known
148,Parashorea stellata,Dipterocarpaceae,,,,None known
149,Parashorea tomentella,Dipterocarpaceae,,,,None known
150,Paratecoma peroba,Bignoniaceae,,,,None known
151,Pariana campestris,Poaceae,,,,"The plant is reported to be employed medicinally for the treatment of women during pregnancybr
"
152,Parinari alvimii,Chrysobalanaceae,,,,None known
153,Parinari anamensis,Chrysobalanaceae,,,,None known
154,Parinari campestris,Chrysobalanaceae,,,stem,"Thee thick brown indumentum coat of hairs on the stem is mixed with sweet oil and then applied as a poultice to hasten expulsion of filaria worms from an infected legbr
"
155,Parinari canarioides,Chrysobalanaceae,,,,None known
156,Parinari capensis,Chrysobalanaceae,,,,None known
157,Parinari congensis,Chrysobalanaceae,,,bark,"The bark is purgative It is used in the treatment of conditions such as dysentery and leprosybr
"
158,Parinari curatellifolia,Chrysobalanaceae,,Mbola,"root,leave,bark,pulp","The root is highly valued for its medicinal propertiesbr
An infusion of the roots is used to treat toothachebr
br
A hot fomentation of the bark is used in the treatment of pneumoniabr
br
A leaf decoction is either drunk or used in a bath as a remedy for feversbr
The crushed or pulped leaves are used in a dressing for fractures or dislocations and for wounds sores and cutsbr
h3"
159,Parinari elmeri,Chrysobalanaceae,,,,None known
160,Parinari excelsa,Chrysobalanaceae,,,"root,stem,fruit,bark,twig","A decoction of the bark is used in the treatment of anaemia and is used as a tonic by pregnant women Either alone or combined with other medicinal plants it is taken in decoction as a treatment against diarrhoea stomach ache and other stomachdisorders Combined with earth from the fungusnursery in a termite nest it is taken as a treatment for hookworm and is also used in a treatment of insanitybr
Used externally it is pounded macerated and chewed then applied as a cicatrizant to fresh wounds especially in circumcision br
Analysis of material from the Congo showed a trace of flavones in the stembark and an abundance in the roots plus plenty of tannin in both but no other active principalbr
br
A rootmacerate is taken internally as a treatment for migraine and stomachpains and for female sterilitybr
Externally it is used as a haemostatic and cicatrizant Rootdecoctions are prepared for washes baths massages and fumigations in tiredness fevers and chestpains and rheumatismbr
br
Steam from a boiling decoction of leafy twigs is considered to soothe gingivitis stomatitis and toothachebr
br
An infusion of the fruit is taken as a drink in the treatment of diarrhoea and dysenterybr
h3"
161,Parinari nonda,Chrysobalanaceae,,Nonda Plum,,None knownh3
162,Parinari oblongifolia,Chrysobalanaceae,,,,None known
163,Parinari obtusifolia,Chrysobalanaceae,,Fruta De Ema,,None known
164,Parkia bicolor,Fabaceae,,African Locust Bean,"root,leave,bark,pulp","Several parts of the tree are used in traditional medicinebr
Preliminary phytochemical screening of the leaves have shown the presence of cardiac glycosides tannins alkaloids and steroidsbr
The roots contain gallic acid lichexanthone and lupeol A root extract has shown antibacterial activitybr
br
A bark maceration is applied to treat eye complaints A decoction of the bark is used to treat toothache The dried and powdered bark is applied externally to enhance the healing of wounds and sores A vapour bath of the bark is used to treat rheumatismbr
br
The leaf pulp is rubbed on smallpox and chicken poxbr
br
The roots are used to treat measles infertility in women and sexually transmitted diseasesbr
h3"
165,Parkia biglandulosa,Fabaceae,,,,None known
166,Parkia biglobosa,Fabaceae,,African Locust Bean,"root,leave,bark,pulp,seed,sap,pod","The bark is used as a mouthwash vapour inhalant for toothache or for ear complaints It is macerated in baths for leprosy and used for bronchitis pneumonia skin infections sores ulcers bilharzia washes for fever malaria diarrhoea violent colic and vomiting sterility venereal diseases guinea worm oedema and rickets and as a poison antidotebr
br
Leaves are used in lotions for sore eyes burns haemorrhoids and toothachebr
br
Seed is taken for tension and pulp for fevers as a diuretic and as a mild purgativebr
br
Roots are used in a lotion for sore eyesbr
br
An alcoholic extract of crude seeds showed antihypertensive activity and contractile effect on smooth muscles of the intestine and increased the tonus and mobility of the uterusbr
Ichthyotoxic and molluscicidal activities have been recorded for the seeds due to the presence of saponinsbr
The bark leaves and pod husks are rich in tannins which in general have antidiarrhoeal activitiesbr
Analgesic and antiinflammatory activities have been demonstrated for the bark extractsbr
The aglycone flavonoids in the leaves have spasmolytic activity on smooth muscles and also vasodilatory and antiseptic effectsbr
Coumarin derivatives in leaf extracts have anticoagulant activitybr
h3"
167,Parkia discolor,Fabaceae,,,,None knownh3
168,Parkia filicoidea,Fabaceae,,West African Locust Bean,bark,"The bark is used in traditional medicine A bark decoction is taken as a galactagogue and for treatment of malaria rheumatism and toothachebr
h3"
169,Parkia multijuga,Fabaceae,,,,None knownh3
170,Parkia nitida,Fabaceae,,,bark,"The inner bark is rasped into boiling water and the decoction used as a wash for feverbr
"
171,Parkia pendula,Fabaceae,,,"root,stem,bark","A decoction of the bark is used in the treatment of dysentery and headachesbr
A decoction of the bark in a bath is used to treat inflammations itch vaginal flow and swellings The powdered bark is placed on wounds to cicatrize thembr
The bark combined with the stembark and rootbark of Erythrina fusca is used in a cataplasm to treat headachesbr
The inner bark is rasped in a cold water infusion and used as a wash for feversbr
"
172,Parkia platycephala,Fabaceae,,,,None knownh3
173,Parkia singularis,Fabaceae,,,,None known
174,Parkia speciosa,Fabaceae,,Nitta Tree,"bark,seed,wood","The seeds are known to be hypoglycaemic and are used traditionally for treating kidney pain cancer diabetes hepatalgia oedema nephritis colic cholera and as an anthelmintic The seeds are also valued as a carminativebr
The seeds are applied externally to wounds and ulcersbr
br
The inner red bark is applied as a dressing on burns followed several hours later by an infusion of the pounded white wood which is used to wash the skinbr
h3"
175,Parkia sumatrana,Fabaceae,,,bark,"The powdered bark is reported as having medicinal uses including against leeches The macerated bark is used in medicinal bathsbr
"
176,Parkia timoriana,Fabaceae,,,"leave,bark,seed","The seeds are considered beneficial in the treatment of hepatalgia oedema nephritis diabetes and colic probably as a result of their diuretic and relaxing activity They are also used as an anthelminticbr
The ripe seeds roasted and powdered can be ingested as a medicine for colic flatulence and stomach ache or can be used in remedies for cholera or menstrual crampsbr
Powdered seeds are applied externally to wounds ulcers and the abdomen to relieve painbr
br
The leaves can be ground up as an ingredient in a remedy for colicbr
The leaves andor the bark are applied topically in order to clean wounds and ulcers and as a cure for scabiesbr
br
The bark is used externally as a treatment against scabies boils and abscessesbr
h3"
177,Parkia ulei,Fabaceae,,,,None known
178,Parkinsonia aculeata,Fabaceae,,Jerusalem Thorn,"stem,fruit,flower","Leaf fruit and stem decoctions are taken orally and applied externally to treat fever atony and malaria The decoction is also said to be abortifacientbr
br
Flower and leaf extractions in alcohol are applied as a poultice to treat rheumatismbr
h3"
179,Parkinsonia praecox,Fabaceae,,Palo Brea,,None known
180,Parmentiera aculeata,Bignoniaceae,,Cow Okra,"root,leave,fruit,bark,flower","All parts of the plant are used medicinally  the roots branches leaves bark flowers and fruitsbr
"
181,Parmentiera cereifera,Bignoniaceae,,Palo de Velas,"root,bark","Both the bark and the roots have medicinal propertiesbr
"
182,Paropsia brazzaeana,Passifloraceae,,,"root,fruit,bark,pulp,sap","A bark decoction is used as a vapour bath and the leaf sap is drunk as a treatment for rheumatism whilst the leaf pulp is rubbed on the painful areabr
A rootbark decoction is taken orally to treat amoebic dysenterybr
br
A root extract is taken orally to treat gonorrhoea and it is also used as a mouthwash to treat toothachebr
br
The fruit juice is taken to treat headache and is used as nose drops to cure infections in the nosebr
br
An aqueous rootbark extract has shown significant antibacterial antiamoebic and antispasmodic activitiesbr
The plant contains flavones tannins saponins and hydrocyanic acidbr
"
183,Paropsia grewioides,Passifloraceae,,,"leave,bark,pulp,sap","A bark decoction is used as a vapour bath and the leaf sap is drunk as a treatment for rheumatism whilst the leaf pulp is rubbed on the painful areabr
br
The pulverized leaves combined with those of Utricularia inflexa are rubbed into scarifications on the chest or a decoction is used as a rectal wash to treat respiratory diseases in childrenbr
br
The plant contains flavones tannins saponins and hydrocyanic acidbr
"
184,Paropsia guineensis,Passifloraceae,,,"bark,pulp,sap","A bark decoction is used as a vapour bath and the leaf sap is drunk as a treatment for rheumatism whilst the leaf pulp is rubbed on the painful areabr
"
