,Species_Name,Family_name,Local_name,Common_name,Parts_used,Medicinal_Use
10,Caladium bicolor,Araceae,,Angel Wings,"stem,leave,tuber","The powdered tuber is used to treat facial skin blemishesbr
br
All parts of the leaf are macerated in fresh water for an external bath to remedy numerous maladies of childrenbr
Crushed leaves are used in veterinary medicine to destroy vermin on sores of cattlebr
br
The juice of the stems is used in the form of an enema to expel roundwormsbr
When applied to the skin the juice destroys maggotsbr
"
11,Calamus acanthospathus,Arecaceae,,,,
12,Calamus aidae,Arecaceae,,,,None known
13,Calamus albus,Arecaceae,,,,
14,Calamus andamanicus,Arecaceae,,,,
15,Calamus aruensis,Arecaceae,,,,
16,Calamus arugda,Arecaceae,,,,None known
17,Calamus asperrimus,Arecaceae,,,,
18,Calamus australis,Arecaceae,,,,
19,Calamus austroguangxiensis,Arecaceae,,,,None known
20,Calamus axillaris,Arecaceae,,,,
21,Calamus bacularis,Arecaceae,,,,
22,Calamus balerensis,Arecaceae,,,,None known
23,Calamus batanensis,Arecaceae,,,,None known
24,Calamus bicolor,Arecaceae,,,,None known
25,Calamus blumei,Arecaceae,,,,
26,Calamus boniensis,Arecaceae,,,,None known
27,Calamus bousigonii,Arecaceae,,,,
28,Calamus bulubabi,Arecaceae,,,,None known
29,Calamus burckianus,Arecaceae,,,,
30,Calamus caesius,Arecaceae,,Rotan Sega,,
31,Calamus calospathus,Arecaceae,,,,None known
32,Calamus caryotoides,Arecaceae,,,,
33,Calamus castaneus,Arecaceae,,,,
34,Calamus cawa,Arecaceae,,,,None known
35,Calamus ciliaris,Arecaceae,,,,
36,Calamus conirostris,Arecaceae,,,,
37,Calamus corrugatus,Arecaceae,,,,
38,Calamus cumingianus,Arecaceae,,,,
39,Calamus deerratus,Arecaceae,,Slender Palm,,
40,Calamus densiflorus,Arecaceae,,,,
41,Calamus didymocarpus,Arecaceae,,,,
42,Calamus diepenhorstii,Arecaceae,,,,
43,Calamus dimorphacanthus,Arecaceae,,,,
44,Calamus discolor,Arecaceae,,,,
45,Calamus dongnaiensis,Arecaceae,,,,
46,Calamus egregius,Arecaceae,,,,None known
47,Calamus elmerianus,Arecaceae,,,,None known
48,Calamus erectus,Arecaceae,,,,
49,Calamus erinaceus,Arecaceae,,Rattan,,None known
50,Calamus erioacanthus,Arecaceae,,,,
51,Calamus exilis,Arecaceae,,,,
52,Calamus filispadix,Arecaceae,,,,None known
53,Calamus flabellatus,Arecaceae,,,,
54,Calamus flagellum,Arecaceae,,,,
55,Calamus foxworthyi,Arecaceae,,,,None known
56,Calamus gamblei,Arecaceae,,,,
57,Calamus gibbsianus,Arecaceae,,,,None known
58,Calamus godefroyi,Arecaceae,,,,
59,Calamus grandifolius,Arecaceae,,,,None known
60,Calamus guruba,Arecaceae,,,,
61,Calamus henryanus,Arecaceae,,,,
62,Calamus heteracanthus,Arecaceae,,,,
63,Calamus heteroideus,Arecaceae,,,,
64,Calamus hispidulus,Arecaceae,,,,
65,Calamus hookerianus,Arecaceae,,,,
66,Calamus inops,Arecaceae,,,,None known
67,Calamus insignis,Arecaceae,,,,
68,Calamus javensis,Arecaceae,,Rotan Opot,,
69,Calamus jenningsianus,Arecaceae,,,,None known
70,Calamus koordersianus,Arecaceae,,,,None known
71,Calamus laevigatus,Arecaceae,,,,None known
72,Calamus lateralis,Arecaceae,,,,None known
73,Calamus latifolius,Arecaceae,,,,
74,Calamus leiocaulis,Arecaceae,,,,None known
75,Calamus leptospadix,Arecaceae,,,,
76,Calamus leptostachys,Arecaceae,,,,None known
77,Calamus longisetus,Arecaceae,,,,
78,Calamus longispathus,Arecaceae,,,fruit,"The fruits are used medicinallybr
"
79,Calamus luridus,Arecaceae,,Rotan Kerai,,
80,Calamus malawaliensis,Arecaceae,,,,None known
81,Calamus manan,Arecaceae,,Rotan Manau,,
82,Calamus manillensis,Arecaceae,,,,
83,Calamus marginatus,Arecaceae,,,,
84,Calamus mattanensis,Arecaceae,,,,
85,Calamus megaphyllus,Arecaceae,,,,None known
86,Calamus melanoloma,Arecaceae,,,,
87,Calamus melanorhynchus,Arecaceae,,,,None known
88,Calamus merrillii,Arecaceae,,,,
89,Calamus metzianus,Arecaceae,,,,
90,Calamus microcarpus,Arecaceae,,,,
91,Calamus microsphaerion,Arecaceae,,,,
92,Calamus minahassae,Arecaceae,,Rotan Patani,,
93,Calamus mindorensis,Arecaceae,,,,None known
94,Calamus mitis,Arecaceae,,,,None known
95,Calamus modestus,Arecaceae,,,,None known
96,Calamus moseleyanus,Arecaceae,,,,
97,Calamus moti,Arecaceae,,,,
98,Calamus multinervis,Arecaceae,,,,None known
99,Calamus multispicatus,Arecaceae,,,,None known
100,Calamus muricatus,Arecaceae,,,,
101,Calamus myriacanthus,Arecaceae,,,,
102,Calamus nagbettai,Arecaceae,,,,None known
103,Calamus nambariensis,Arecaceae,,,,
104,Calamus nicobaricus,Arecaceae,,,,
105,Calamus optimus,Arecaceae,,Rotan Sego,,
106,Calamus oresbius,Arecaceae,,,,None known
107,Calamus ornatus,Arecaceae,,Rotan Kesup,,
108,Calamus ovoideus,Arecaceae,,,,
109,Calamus oxleyanus,Arecaceae,,,,
110,Calamus pachystemonus,Arecaceae,,,,
111,Calamus palustris,Arecaceae,,,,
112,Calamus paspalanthus,Arecaceae,,,,
113,Calamus pedicellatus,Arecaceae,,,,None known
114,Calamus perakensis,Arecaceae,,,,
115,Calamus peregrinus,Arecaceae,,,,None known
116,Calamus pilosellus,Arecaceae,,,,
117,Calamus pisicarpus,Arecaceae,,,,None known
118,Calamus pogonacanthus,Arecaceae,,,,None known
119,Calamus polystachys,Arecaceae,,,,
120,Calamus pseudotenuis,Arecaceae,,,,
121,Calamus quangngaiensis,Arecaceae,,,,None known
122,Calamus radiatus,Arecaceae,,,,
123,Calamus ramulosus,Arecaceae,,,,
124,Calamus reinwardtii,Arecaceae,,,,
125,Calamus retroflexus,Arecaceae,,,,None known
126,Calamus reyesianus,Arecaceae,,,,None known
127,Calamus rhabdocladus,Arecaceae,,,,None known
128,Calamus rheedei,Arecaceae,,,fruit,"The dried and powdered fruit is used to heal ulcerated kneesbr
"
129,Calamus rhomboideus,Arecaceae,,,,
130,Calamus rhytidomus,Arecaceae,,,,None known
131,Calamus rotang,Arecaceae,,Rattan Cane,,
132,Calamus rudentum,Arecaceae,,,,
133,Calamus ruvidus,Arecaceae,,,,
134,Calamus salicifolius,Arecaceae,,,,
135,Calamus samian,Arecaceae,,,,None known
136,Calamus scabridulus,Arecaceae,,,,
137,Calamus scipionum,Arecaceae,,Rotan Semambu,,
138,Calamus sedens,Arecaceae,,,,None known
139,Calamus semoi,Arecaceae,,,,None known
140,Calamus siamensis,Arecaceae,,,,
141,Calamus simplex,Arecaceae,,,,
142,Calamus simplicifolius,Arecaceae,,,,None known
143,Calamus siphonospathus,Arecaceae,,,,
144,Calamus spinifolius,Arecaceae,,,,
145,Calamus subinermis,Arecaceae,,,,
146,Calamus symphysipus,Arecaceae,,,,
147,Calamus tenuis,Arecaceae,,,,
148,Calamus tetradactylus,Arecaceae,,White Rattan,,
149,Calamus thwaitesii,Arecaceae,,,,
150,Calamus thysanolepis,Arecaceae,,,,
151,Calamus tomentosus,Arecaceae,,,,
152,Calamus trachycoleus,Arecaceae,,,,None known
153,Calamus trispermus,Arecaceae,,,,
154,Calamus tumidus,Arecaceae,,,,None known
155,Calamus ulur,Arecaceae,,,,None known
156,Calamus unifarius,Arecaceae,,,,
157,Calamus usitatus,Arecaceae,,,,None known
158,Calamus vidalianus,Arecaceae,,,,
159,Calamus viminalis,Arecaceae,,,,
160,Calamus vinosus,Arecaceae,,,,None known
161,Calamus viridissimus,Arecaceae,,,,None known
162,Calamus wailong,Arecaceae,,,,None known
163,Calamus walkeri,Arecaceae,,,,None known
164,Calamus warburgii,Arecaceae,,,,
165,Calamus wightii,Arecaceae,,,,
166,Calamus zeylanicus,Arecaceae,,,,
167,Calamus zollingeri,Arecaceae,,,,None known
168,Calamus zonatus,Arecaceae,,,,
169,Calandrinia breweri,Portulacaceae,,,,None known
170,Calandrinia ciliata,Portulacaceae,,Redmaids,,None knownh3
171,Calanthe calanthoides,Orchidaceae,,,,"The powdered petals and sepals are used as a styptic to stop nose bleedsbr
"
172,Calanthe plantaginea,Orchidaceae,,,rhizome,"The dried and powdered rhizome is mixed with milk and taken as a tonic and an aphrodisiacbr
"
173,Calanthe puberula,Orchidaceae,,,rhizome,"The rhizomes are used as an antipyretcbr
"
174,Calathea allouia,Marantaceae,,Sweetcorn Root,,None known
175,Calathea lutea,Marantaceae,,Cachibou,,None known
176,Callerya atropurpurea,Fabaceae,,,,None known
177,Callerya dasyphylla,Fabaceae,,,,None known
178,Callerya dielsiana,Fabaceae,,,"root,stem,bark","The stem bark is used in the treatment of anaemia and rheumatoid muscular achesbr
br
The root and stem are decocted in water and used in the treatment of anaemia dysmenorrhoea infantile paralysis myalgia numbness of the limbs rheumatism and wet dreamsbr
"
179,Callerya eriantha,Fabaceae,,,,None known
180,Callerya nitida,Fabaceae,,,"root,stem","The stem and roots are used medicinally for improving blood circulation The plant is used to treat anaemia the var hirsutissima is specifically mentionedbr
"
181,Callerya reticulata,Fabaceae,,Ji  Xue Teng,root,"Ji Xue Teng is classified in Chinese herbalism as a plant that invigorates the blood It is used mainly to treat menstrual problems relieving pain and normalizing an irregular or absent cyclebr
The roots and the vines are emmenagogue and stomachic A decoction is used in the treatment of stomach aches breathlessness anaemia in women menstrual irregularities vaginal discharge bloody discharge and leucorrhoea numbness and paralysis backache and pain in the knees seminal emission gonorrhoea and stomach achebr
br
The plant is used as a tonic to induce the growth of red blood cells br
The plant contains the antitumor compound rotenonebr
"
182,Callerya scandens,Fabaceae,,,,None known
183,Callerya speciosa,Fabaceae,,,"root,tuber","The tuberous roots are antitussive diuretic febrifuge pectoral reconstituent refrigerant thirst quenching and tonic A decoction is used in the treatment of general debility anorexia phlegmy cough and headache dry cough thirsty evening fever dysuriabr
br
The tuberous roots collected when oneyearold are washed then dried in the sun or in dryers then cut into slicesbr
soaked in an aqueous extract of ginger or in molasses and then lightly roasted before usebr
"
184,Calliandra anomala,Fabaceae,,,"root,flower","The plant is said to contain a glucoside calliandrine In domestic medicine it is used for treating fevers especially malaria although experiments have indicated that its reputation for this purpose is not justifiedbr
br
The flowers crushed mixed with water and used as drops are a wonderful remedy for diseases of the eye for they correct inflammation and remove morbid growths and heal ulcersbr
br
If the decoction or infusion of the juice is drunk it stops diarrhoea and dysentery stimulates the appetite and relieves indigestion There are those who say also that it soothes the chest relieves the belly removes the bile by vomiting and is also a remedy for coughsbr
br
An astringent viscid extract from the roots is used in the treatment of eye diseases diarrhoea and indigestionbr
h3"
185,Calliandra calothyrsus,Fabaceae,,Red Calliandra,,None knownh3
186,Calliandra formosa,Fabaceae,,,,None knownh3
187,Calliandra houstoniana,Fabaceae,,,bark,"The bark known as Pambotana bark has been sold in Europe as a substitute for quinine and an antiperiodicbr
The bark is chewed to harden the gumsbr
h3"
188,Calliandra purpurea,Fabaceae,,,,None knownh3
189,Calliandra surinamensis,Fabaceae,,,,None knownh3
190,Callianthe bedfordiana,Malvaceae,,,,None known
191,Callianthe pauciflora,Malvaceae,,,,None known
192,Callianthe picta,Malvaceae,,Abutilon,flower,"An infusion of the open flower is drunk as a remedy for headachesbr
"
193,Callicarpa arborea,Lamiaceae,,,"root,leave,bark","The bark is carminative digestive and tonic It is used to stimulate the digestion and also in the treatment of skin complaints The juice of the bark combined with the bark juice of Cordia dichotoma and Psidium guajava is used to treat indigestion The powdered bark combined with a pinch of tumeric Curcuma longa is used to relieve feversbr
A decoction of the leaves is used as a wash to treat cutaneous diseasesbr
br
A decoction of the leaves is taken to relieve a stomachachebr
The leaves are used as a poultice to heal soresbr
br
The root is astringent and haemostatic It is used as a decoction to treat internal bleedingbr
Applied externally the dried powdered roots are used to treat cuts wounds bleeding piles etc The root is chewed to treat boils on the tonguebr
br
The plant is used to treat inﬂuenzabr
br
To date the pharmacological property of this plant is unexplored Note that diterpenes are reported from the genus  some of them should be antiinﬂammatorybr
h3"
194,Callicarpa bodinieri,Lamiaceae,,,"root,leave","The plant is emmenagogue It is used in the treatment of blennorhoea childrens flubr
br
A decoction of the leaf is used to treat haematemesisbr
A poultice of the fresh mashed leaves is applied to bruises and traumatic bleedingbr
br
A decoction of the leaf and root is used to treat haematuriabr
"
195,Callicarpa candicans,Lamiaceae,,Arusha,"root,leave","The leaves are depurative emmenagogue A decoction of the young leaves is drunk to relieve abdominal troubles and amenorrhoeabr
Externally they are used for poulticing wounds and boils to prevent and reduce swelling They are smoked to relieve asthma The leaves are externally applied as a plaster for gastralgiabr
br
A decoction of the roots and leaves is prescribed to women after parturition to restore the appetitebr
Applied externally a decoction of the leaves and root is employed as a wash for various skin conditions including eczema scabies psoriasis ulcers and boilsbr
br
A decoction of the root is used in the treatment of fevers and to remove hepatic obstructionbr
The decoction is also used as a wash to treat aphthae in the mouthbr
"
196,Callicarpa caudata,Lamiaceae,,,leave,"A decoction of fresh or dried leaves is used as a cure for stomach troublesbr
The leaves are externally applied to relieve earachebr
"
197,Callicarpa dolichophylla,Lamiaceae,,,,"The leaf is used in the treatment of conditions such as colic diarrhoea fever sprue syphilis and tumours The fresh leaf juice combined with rice wine and ginger is used to treat puerperal rheumatism The leaf juice combined with honey is used to treat gastrorrhagia  A syrup made from a decoction of the fresh leaf and sugar is used to treat coughbr
Applied externally the leaf is used to treat wounds and bruisesbr
"
198,Callicarpa erioclona,Lamiaceae,,,leave,"The leaves are used as a wash to treat skin conditions such as pruritis Mixed with coconut oil the leaves are used to treat woundsbr
"
199,Callicarpa kochiana,Lamiaceae,,,"root,leave","A decoction of the root is used to treat rheumatalgiabr
br
A decoction of the leaf is used to treat cold headachebr
br
A decoction of the fresh root and leaves is used to treat oedemabr
"
200,Callicarpa loboapiculata,Lamiaceae,,,,"A decoction of the leaf is used as a wash to treat skin conditions such as pruritis ulcers scabies desquamation etcbr
"
201,Callicarpa longifolia,Lamiaceae,,,"root,leave","A decoction of the leaves is drunk in the treatment of colic fever malaria and diarrhoea It is also given to mothers after parturition br
The leaves are widely used for poulticing swellings bruises and wounds  for rubbing over the body in fever and are also applied to an ulcerated mouth Pounded leaves are an ingredient for a poultice to mature boils and ulcersbr
br
An infusion of the roots is mentioned as a remedy for syphilis A decoction of the roots is mentioned as a cure for diarrhoea and colicbr
br
Various parts prepared in different ways are prescribed as a remedy for spruebr
"
202,Callicarpa macrophylla,Lamiaceae,,,"root,leave,fruit,bark","A decoction of the leaves is used in the treatment of diarrhoea dysentery and gastrointestinal bleeding A juice made from the leaves mixed with equal portions of Drymaria diandra and Oxalis corniculata is used in the treatment of gastric troublesbr
The leaves are heated and applied as a poultice to ease the pain of rheumatic jointsbr
br
The root is chewed to relieve rashes on the tongue A paste made from the roots is used to treat fevers The juice of the root is used to treat indigestionbr
An oil obtained from the roots is aromatic and stomachic It is assumed that this is an essential oilbr
br
The inner bark is pounded and used as a poultice on cuts and woundsbr
br
The fruits are chewed to treat boils on the tongue The juice of ripe fruits is used in the treatment of indigestion and feversbr
"
203,Callicarpa nudiflora,Lamiaceae,,,tuber,"The leaf is used in the treatment of gastrointestinal bleeding tuberculosis haemoptysis upper respiratory tract infections tonsilitis pneumonia and bronchitisbr
The leaf is used externally to treat woundsbr
"
204,Callicarpa pedunculata,Lamiaceae,,,"root,leave,flower,whole plant","The whole plant is analgesic antiphlogistic decoaggulant and haemostatic A decoction is used in the treatment of haemoptysis haematemesis nose bleed haematuria traumatic bleeding traumatic injuries and rheumatoid arthritis The plant is used in the treatment of hepatitisbr
The whole plant can be crushed for external applications to wounds swellings rheumatic joints etcbr
br
An infusion of the leaves together with leaves of basil Ocimum basilicum is drunk after parturition and as an emmenagoguebr
The leaves are used to relieve difficulty in breathing They are rolled into cigarettes which are considered to have a sedative effect on asthmabr
br
The crushed flower and leaf buds are applied as a styptic on woundsbr
br
The roots are used as an antidote for poisonous fish crabs and toadstools as a remedy for gonorrhoea and as an emmenagoguebr
A decoction of the roots is an ingredient of a poultice used to mature boils and ulcersbr
"
205,Callicarpa rubella,Lamiaceae,,,root,"A decoction of the leaf combined with Thuja orientalis is used to treat haematemesisbr
The freshly mashed leaf is applied as a poultice on swellings boils fractures etcbr
br
A decoction of the root is used to treat irregular menstruation Combined with Artemisis anamala it is used to treat rheumatic fever paralysisbr
"
206,Callicarpa tomentosa,Lamiaceae,,,bark,"An extract of the bark is used in the treatment of fevers liver complaints and skin diseasesbr
"
207,Callicarpa yunnanensis,Lamiaceae,,,root,"The root is astringent and haemostatic It is used as a decoction to treat internal bleedingbr
Applied externally the dried powdered roots are used to treat cuts wounds bleeding piles etcbr
"
208,Callichilia barteri,Apocynaceae,,,"root,leave,fruit","An infusion of the leaves is used as a laxative for children and to treat dizzinessbr
The leaves are applied against tumoursbr
br
An extract of the fruit is taken as a vermifuge and as a treatment against gonorrhoeabr
The fruit is given to teething children to bite inbr
br
The roots contain a number of alkaloids including vobtusine Vobtusine causes hypotension as a result of peripheral vasodilatation and a direct depressant action on the heart In moderate doses initial agitation is followed by a sedative effect high doses may bring about convulsions and death Vobtusine is not of clinical interestbr
The methanol extract of the powdered leaves showed some antioxidant activitybr
"
209,Callistemon citrinus,Myrtaceae,,Crimson Bottlebrush,,None knownh3
210,Callisthene fasciculata,Vochysiaceae,,,,None known
211,Callisthene major,Vochysiaceae,,,bark,"The bark is used in baths for treating chronic lymphangitisbr
"
212,Callisthene minor,Vochysiaceae,,,,None known
213,Callitris columellaris,Cupressaceae,,Northern Cypress Pine,"leave,bark,twig,wood","A decoction of the inner bark is used as a wash to relieve stomach cramps and to treat sores and cuts The decoction is also occasionally taken internally to relieve stomach crampsbr
The leaves and twigs have been used in steam broths to treat colds and soresbr
br
The wood ashes are mixed with water and smeared over the affected part of the body to relieve minor aches and painsbr
h3"
214,Callitris endlicheri,Cupressaceae,,Red Cypress Pine,,"Anthelmintic The resin has been used as a worming agent for horsesbr
h3"
215,Callitris neocaledonica,Cupressaceae,,,,None known
216,Callitris sulcata,Cupressaceae,,,,"Recent studies have shown that this species has an interesting potential as a source of natural bioactive substancesbr
"
217,Calocedrus rupestris,Cupressaceae,,,,None known
218,Calodendrum capense,Rutaceae,,Cape Chestnut,seed,"The oil from the seed is emollientbr
h3"
219,Calophyllum amblyphyllum,Calophyllaceae,,,,None known
220,Calophyllum apetalum,Calophyllaceae,,,,None known
221,Calophyllum ardens,Calophyllaceae,,,,None known
222,Calophyllum austroindicum,Calophyllaceae,,,,None known
223,Calophyllum biflorum,Calophyllaceae,,,,None known
224,Calophyllum blancoi,Calophyllaceae,,,latex,"A latex obtained from the plant is used to treat wounds boils tumours and other swellings and also to alleviate asthmabr
"
225,Calophyllum bracteatum,Calophyllaceae,,,,None known
226,Calophyllum brasiliense,Calophyllaceae,,Brazil Beauty-Leaf,"root,bark","The resin obtained from the crushed or cut bark called balsámo de maría has been used medicinallybr
br
A decoction of the trunk bark combined with the rootbark of Coutarea hexandra is used as an antidiabetic and vermifugebr
br
The plant part not specified is used to dress sores and as a headache remedybr
br
The plant contains xanthones including guanandine isoguanandine and jacareubinebr
h3"
227,Calophyllum calaba,Calophyllaceae,,,,None known
228,Calophyllum calaba bracteatum,Calophyllaceae,,,latex,"A latex obtained from the plant is used to treat ulcersbr
"
229,Calophyllum canum,Calophyllaceae,,,,None known
230,Calophyllum celebicum,Calophyllaceae,,,,None known
231,Calophyllum cerasiferum,Calophyllaceae,,,,None known
232,Calophyllum chapelieri,Calophyllaceae,,,,None known
233,Calophyllum collinum,Calophyllaceae,,,,None known
234,Calophyllum dioscurii,Calophyllaceae,,,root,"A decoction of the root is given to women after childbirthbr
"
235,Calophyllum drouhardii,Calophyllaceae,,,,None known
236,Calophyllum dryobalanoides,Calophyllaceae,,Katung,,None known
237,Calophyllum ferrugineum,Calophyllaceae,,,,"The plant part not specified is boiled and the decoction drunk during the first three days after childbirthbr
"
238,Calophyllum fibrosum,Calophyllaceae,,,,None known
239,Calophyllum havilandii,Calophyllaceae,,,,None known
240,Calophyllum inophyllum,Calophyllaceae,,Alexandrian Laurel,"root,stem,leave,latex,bark,flower,seed","Alexandrian laurel is commonly used in traditional medicine in the various areas where it occurs Many of these uses have been supported by modern research into the plantbr
Coumarins isolated from the leaves and seeds have been shown to be inhibitors of HIV type 1 They might also be valuable as cancer chemopreventive agentsbr
Seed extracts showed significant molluscicidal activity the hydroxyacid calophyllic acid was isolated as the active compound The ether extract of the leaves showed piscicidal activitybr
The oil has cicatrizing properties explaining its traditional and modern use in a wide range of skin problems The oil has also shown antiinflammatory antifungal antibacterial and insecticidal activity It stimulates phagocytosis of cells of the reticuloendothelial system and has protective activity on the vascular system Clinical tests showed that the oil may reduce old scars The refined oil which is pale yellow has strongly diminished medicinal propertiesbr
The bark is astringent and contains 11  19 tannins and is reportedly antiseptic and disinfectant The oleoresin from the bark which contains benzoic acid shows cicatrizing propertiesbr
br
A root decoction is traditionally used to treat ulcers boils and ophthalmiabr
br
The bark is used to treat orchitisbr
br
The latex is rubbed on the skin in the treatment of rheumatism and psoriasis The latex and pounded bark are applied externally on wounds ulcers and to treat phthisis orchitis and lung affections and are also used internally as a purgative after childbirth and to treat gonorrhoeabr
br
The resin is used to treat wounds and insect bitesbr
br
A leaf infusion is used to treat sore eyes haemorrhoids and dysentery Heated leaves are applied as a poultice to cuts sores ulcers boils and skin rash The leaves are used in inhalations to treat migraine and vertigobr
br
The seed oil is applied externally as an analgesic against rheumatism and sciatica and as a medication against swellings ulcers scabies ringworm boils and itchbr
br
The flowers are used as a heart tonicbr
h3"
241,Calophyllum lanigerum,Calophyllaceae,,,,None known
242,Calophyllum laticostatum,Calophyllaceae,,,,None known
243,Calophyllum leleanii,Calophyllaceae,,,,None known
244,Calophyllum leptocladum,Calophyllaceae,,,,None known
245,Calophyllum longifolium,Calophyllaceae,,Santa María,bark,"A thick yellow resin from below the bark of the tree is used medicinallybr
"
246,Calophyllum lowii,Calophyllaceae,,,latex,"A latex obtained from the plant is boiled with coconut milk and used as a remedy for itching and skin infectionsbr
"
247,Calophyllum macrocarpum,Calophyllaceae,,,,None known
