,Species_Name,Family_name,Local_name,Common_name,Parts_used,Medicinal_Use
15,Nauclea orientalis,Rubiaceae,,Yellow Cheesewood,"leave,bark","The leaves and bark are used medicinally against abdominal pain animal bites and woundsbr
br
The leaves are applied externally to boils and tumoursbr
br
A bark decoction is used for the treatment of diarrhoea and toothachesbr
br
Studies have shown that the bark has moderate in vitro activity against the malariacausing Plasmodium falcifarumbr
Four new alkaloids nauclealines A and B and naucleosides A and B together with six known compounds were isolated from the bark of Nauclea orientalisbr
h3"
16,Nauclea xanthoxylon,Rubiaceae,,,,"The plant contains alkaloidsbr
"
17,Naucleopsis ulei,Moraceae,,Balsamo,latex,"The bitter latex is used locally as a febrifugebr
"
18,Neanotis hirsuta,Rubiaceae,,,,None known
19,Neanotis indica,Rubiaceae,,,,None known
20,Nectandra angusta,Lauraceae,,,,None known
21,Nectandra cissiflora,Lauraceae,,,,None known
22,Nectandra coriacea,Lauraceae,,,,None known
23,Nectandra cuspidata,Lauraceae,,,,None known
24,Nectandra globosa,Lauraceae,,,bark,"The bark is aromatic carminative excitant and tonicbr
"
25,Nectandra grandiflora,Lauraceae,,,,None known
26,Nectandra lanceolata,Lauraceae,,,,None known
27,Nectandra megapotamica,Lauraceae,,,,None known
28,Nectandra membranacea,Lauraceae,,,,None knownh3
29,Nectandra nitidula,Lauraceae,,,,None known
30,Nectandra reticulata,Lauraceae,,,,None known
31,Neea parviflora,Nyctaginaceae,,,,None known
32,Neea theifera,Nyctaginaceae,,,,"The plant part not specified is astringent It is used in the treatment of dysentery and enterorrhagiabr
"
33,Nelumbo nucifera,Nelumbonaceae,,Sacred Water Lotus,"root,fruit,flower,seed","The Sacred water lotus has been used in the Orient as a medicinal herb for well over 1500 years All parts of the plant are used they are astringent cardiotonic febrifuge hypotensive resolvent stomachic styptic tonic and vasodilatorbr
br
The leaf juice is used in the treatment of diarrhoea and is decocted with liquorice Glycyrrhiza spp for the treatment of sunstrokebr
br
A decoction of the flowers is used in the treatment of premature ejaculation The flowers are recommended as a cardiac tonic A decoction of the floral receptacle is used in the treatment of abdominal cramps bloody discharges etcbr
The flower stalk is haemostatic It is used in treating bleeding gastric ulcers excessive menstruation postpartum haemorrhagebr
The stamens are used in treating urinary frequency premature ejaculation haemolysis epistasis and uterine bleedingbr
br
A decoction of the fruit is used in the treatment of agitation fever heart complaints etcbr
br
The seed contains several medically active constituents including alkaloids and flavonoids It is hypotensive sedative and vasodilator The seed has been shown to lower cholesterol levels and to relax the smooth muscle of the uterus It is used in the treatment of poor digestion enteritis chronic diarrhoea spermatorrhoea leucorrhoea insomnia palpitations etcbr
The plumule and radicle are used to treat thirst in high febrile disease hypertension insomnia and restlessnessbr
br
The root is tonic The root starch is used in the treatment of diarrhoea dysentery etc a paste is applied to ringworm and other skin ailments It is also taken internally in the treatment of haemorrhages excessive menstruation and nosebleeds The roots are harvested in autumn or winter and dried for later usebr
The root nodes are used in the treatment of nasal bleeding haemoptysis haematuria and functional bleeding of the uterusbr
br
The plant has a folk history in the treatment of cancer modern research has isolated certain compounds from the plant that show anticancer activitybr
"
34,Nenga banaensis,Arecaceae,,,,None known
35,Neobalanocarpus heimii,Dipterocarpaceae,,Chengal,,None known
36,Neocallitropsis pancheri,Cupressaceae,,,,None known
37,Neocalyptrocalyx grandipetala,Capparaceae,,,,None known
38,Neocarya macrophylla,Chrysobalanaceae,,Gingerbread Plum,"root,leave,fruit,bark,pulp","A decoction of the bark leaves or dried fruit pulp is commonly used as a mouthwash and to treat toothache The leaves are also chewed or applied topically for the same reasonbr
A lotion made from the macerated bark is used as an eyewash to soothe inflamed eyesbr
br
A decoction of the bark or leaves is taken internally for treating respiratory troublesbr
The powdered bark is applied externally to bring relief over areas of deepseated painbr
br
The root is haemostatic The powdered root is combined with Securidaca longepedunculata and used as an antidote to poisonbr
The root is powdered then decocted in water to be used as a gargle against toothache It is applied externally as a cicitrisant on wounds being used especially when the penis is circumcisedbr
br
A fruitdecoction is taken against diarrhoeabr
br
The endocarp bears within it a layer of hairs which are held to be anthelmintic in children Because they tend to stick in the gullet the hairs are administered with a ripe banana taken first thing in the morning on an empty stomach The endocarp is sometimes sold in local markets as a vermifuge for taking with milk or better still with a banana Hospital tests have shown evidence of effectiveness against helminths In this treatment the endocarpic hairs were placed in capsules for ease of swallowing The hairs have been shown to contain ceryl palmitatebr
"
39,Neofabricia myrtifolia,Myrtaceae,,,,None knownh3
40,Neoglaziovia variegata,Bromeliaceae,,Caroa,,None known
41,Neoharmsia baronii,Fabaceae,,,,None known
42,Neohouzeaua helferi,Poaceae,,,,None known
43,Neolamarckia cadamba,Rubiaceae,,Amboina,"leave,bark","The dried bark is used to relieve fever and as a tonicbr
br
An extract of the leaves serves as a mouth garglebr
br
The plant is considered to be astringent digestive expectorant and febrifuge It is used in the treatment of conditions such as ulcers digestive problems fevers and vomitingbr
h3"
44,Neolamarckia macrophylla,Rubiaceae,,,"leave,bark","The bark has been used in traditional medicinebr
br
This plant is closely related to Neolamarckia cadamba and is sometimes seen as no more than a synonym of that species This species therefore is likely to have the same uses as detailed belowbr
br
The dried bark is used to relieve fever and as a tonicbr
br
An extract of the leaves serves as a mouth garglebr
h3"
45,Neolemonniera clitandrifolia,Sapotaceae,,,,None known
46,Neolitsea cambodiana,Lauraceae,,,leave,"The leaves are used medicinally No further detailsbr
"
47,Neolitsea chui,Lauraceae,,,,None known
48,Neolitsea ellipsoidea,Lauraceae,,,,None known
49,Neolitsea konishii,Lauraceae,,,,None known
50,Neolitsea oblongifolia,Lauraceae,,,,None known
51,Neolitsea obtusifolia,Lauraceae,,,,None known
52,Neolitsea polycarpa,Lauraceae,,,,None known
53,Neolitsea umbrosa,Lauraceae,,,fruit,"The fruit is used medicinallybr
The oil from the fruit has been used externally to treat itchiness and other skin complaintsbr
"
54,Neololeba atra,Poaceae,,,,None known
55,Neomicrocalamus prainii,Poaceae,,,,None known
56,Neomitranthes gemballae,Myrtaceae,,,,None known
57,Neomitranthes obscura,Myrtaceae,,,,None known
58,Neonotonia wightii,Fabaceae,,Perennial Soybean,,None knownh3
59,Neoraimondia herzogiana,Cactaceae,,,,None known
60,Neoraputia alba,Rutaceae,,Arapoca,bark,"The bitter bark is excitant and febrifugebr
"
61,Neoraputia magnifica,Rutaceae,,,bark,"The bark is anthelmintic antidyspeptic bitter tonic and febrifuge It is used to rid the body of intestinal worms It contains chrysophanic acidbr
"
62,Neorautanenia ficifolia,Fabaceae,,,,None known
63,Neorautanenia mitis,Fabaceae,,,"root,tuber","An alcohol decoction of the tuberous root is used in the treatment of scabies and has been found to be 100 effective against mites in humans Other ethnomedicinal uses of the root include the treatment of dysmenorrhea employed as a coldwater decoction neuropsychiatric disorders and as an anticonvulsant br
br
Studies have also shown that the methanol root extract of this plant possesses antinociceptive activity that may be both peripherally and centrally mediatedbr
A methanol extract of the powdered root possesses central effects that are sedative in nature The study has therefore provided scientific evidence to show central depressant effects of this plant thereby scientifically explaining and corroborating the traditional use of this plant as well as confirming the presence of potentially useful pharmacologically active principlesbr
"
64,Nepenthes distillatoria,Nepenthaceae,,,,"This plant produces enzymes called nepenthesin I amp II in its pitcher fluid and the enzymes are active at a low pH of 23 These digestive enzymes are valuable for medical research as they are similar to pepsin The ultimate goal of the future research is to use these enzymes in research to help people infected by HIV from getting any symptoms of AIDSbr
"
65,Nepenthes reinwardtiana,Nepenthaceae,,,,None known
66,Nephelium aculeatum,Sapindaceae,,,,None known
67,Nephelium chryseum,Sapindaceae,,,,None known
68,Nephelium cuspidatum,Sapindaceae,,Lotong,,None known
69,Nephelium daedaleum,Sapindaceae,,,,None known
70,Nephelium juglandifolium,Sapindaceae,,,,None known
71,Nephelium lappaceum,Sapindaceae,,Rambutan,"root,leave,fruit,bark,sap","The green fruit is said to be astringent stomachic and anthelmintic It is used in the treatment of various diseases especially fevers and diarrhoeabr
br
The leaves are used in poultices for headachesbr
br
The shell of the fruit contains tannins and is used as an astringent In Java the toxic saponin found in the fruit wall is dried and used as medicinebr
br
In Malaysia the roots are used in a decoction for treating feverbr
br
The bark is used as an astringent for tongue diseasesbr
h3"
72,Nephelium maingayi,Sapindaceae,,,,None known
73,Nephelium meduseum,Sapindaceae,,,,None known
74,Nephelium melanomiscum,Sapindaceae,,,,None known
75,Nephelium melliferum,Sapindaceae,,,,None known
76,Nephelium ramboutan-ake,Sapindaceae,,Pulasan,root,"The roots are used to treat feverbr
"
77,Nephelium reticulatum,Sapindaceae,,,,None known
78,Nephelium topengii,Sapindaceae,,,,None known
79,Nephelium uncinatum,Sapindaceae,,,,None known
80,Neptunia oleracea,Fabaceae,,Water Mimosa,"root,stem","The root is used as an external remedy for necrosis of the bones of the nose and hard palate The root is used in the advanced stage of syphilisbr
br
The juice of the stem is squeezed into the ear to cure earachebr
"
81,Nerium oleander,Apocynaceae,,Oleander,"root,leave,bark,flower,whole plant","Oleander is a very poisonous plant containing a powerful cardiac toxin and should only be used with extreme cautionbr
br
The leaves and the flowers are cardiotonic diaphoretic diuretic emetic expectorant and sternutatory A decoction of the leaves has been applied externally in the treatment of scabies and parasitic skin worms and to reduce swellingsbr
br
The root is powerfully resolvent Because of its poisonous nature it is only used externally It is beaten into a paste with water and applied to chancres and ulcers on the penisbr
br
An oil prepared from the root bark is used in the treatment of leprosy and skin diseases of a scaly naturebr
br
Oleandrin neriolin a cardiotonic glucosides extracled from the leaves has a salutary effect when used in the treatment of heart failure It is more quickly absorbed by mouth and is less cumulative than digitoxin obtained from Digitalis speciesbr
br
The whole plant is said to have anticancer propertiesbr
h3"
82,Nervilia concolor,Orchidaceae,,,"leave,whole plant,bulb","The whole plant is bitter and acrid It is considered to be antiinflammatory antipyretic antiseptic cooling diuretic galactagogue opthalmic and tonic It stops bleeding It is used to promote milk production and in the treatment of swellings discharges menorrhagia mental instability epilepsy haemoptysis colic diarrhoea vomiting asthma coughs urinary complaints and weak kidneysbr
br
The pseudobulbs are used in the treatment of disturbances of cardiac function in Thailandbr
br
A decoction of the leaves known as ubat meroyan was once considered an obligatory protective medicine after childbirth in parts of Malayabr
"
83,Nervilia fordii,Orchidaceae,,,,
84,Nesaea rigidula,Lythraceae,,,root,"Considered to be a very strong medicine the root is chewed or taken as an infusion to treat a range of stomach ailments including severe diarrhoea A decoction of the root is said to be an effective treatment for chest ailmentsbr
"
85,Nesogordonia holtzii,Malvaceae,,,,None known
86,Nesogordonia kabingaensis,Malvaceae,,Danta,,"A leaf decoction is used to relieve dental cariesbr
"
87,Nesogordonia papaverifera,Malvaceae,,,leave,"The leaves are used to treat oral problemsbr
"
88,Nesphostylis bracteata,Fabaceae,,,,None known
89,Neurolaena lobata,Asteraceae,,,leave,"The leaves are used as a remedy for carate white spots on skin  they are crushed and rubbed on the legs or other afflicted parts br
A decoction of the leaves is used in the treatment of fevers hypertension malaria worms and intestinal parasites skin rashes and soresbr
"
90,Neuropeltis acuminata,Convolvulaceae,,,,None known
91,Neuropeltis occidentalis,Convolvulaceae,,,,None known
92,Neuropeltis prevosteoides,Convolvulaceae,,,,None known
93,Newbouldia laevis,Bignoniaceae,,,"root,leave,fruit,bark,pulp,twig","The tree and especially the bark is widely used in traditional medicine in Africabr
br
The bark is analgesic stomachic A decoction is used in the treatment of coughs diarrhoea and dysentery whilst it is also given to children for treating epilepsy and convulsionsbr
A decoction of the bark combined with chillies is used in the treatment of chest painsbr
The dried bark and young twigs pounded up with spices such as Xylopia sp are given in decoction or infusion to treat such complaints as uterine colic dysmenorrhoea etcbr
The bark is given in the form of an enema as a treatment for constipation and pilesbr
One or two sniffs of a snuff made of the sundried bark ground up and combined with palm salt K2CO3 and the fruits of Piper guineense are taken in the treatment of headache sinusitis headcolds etc It is said to dispel the most obstinate migrainebr
Applied externally the bark is said to cure a range of skin conditions including septic wounds abscesses and ulcers and is also used to treat snakebite Heated in a little boiling water it is patted on the head as a treatment for headache Pulped up to a paste it is applied to rheumatic joints especially painful arthritis in the knee In some cases a plaster is applied after massagebr
The soft inner soft bark is put into the ear as a treatment for earachebr
br
A decoction of the leaves is used to treat ophthalmia conjunctivitis etc The leaves are cooked in palmoil soup and taken by pregnant women in order to effect easy delivery and after parturition to promote a rich milk supply The leafash mixed with salt is taken as a remedy for pain over the heartbr
A decoction of the leaves combined with those of Psidium guajava is taken in the treatment of diarrhoea and dysenterybr
The chewedup leaves are applied to the wound of a snake bite which is then sucked to draw out the venombr
br
A decoction of the pounded roots is used in the treatment of intestinal problems and syphilis A macerate or decoction of the roots is taken by mouth as a vermifuge to rid the body of roundworm and is also used to treat hernia and syphilis The treatment is purgative and is regarded as more or less toxicbr
Applied externally it is used as a poultice to treat aching limbs Root scrapings combined with chilli are put into a carious toothbr
Combined with Lophira sp the roots are used for massaging onto areas of oedema arising through dietary deficiencybr
In refractory cases of arthritis where walking has become impossible various parts of Trichilia prieuriana are added to an aqueous infusion of the roots for internal and external usebr
br
br
The roots and leaves are often used together They are a familiar remedy for scrotal elephantiasis or for any form of orchitis a decoction being drunk or the materials pounded up together and applied hot They are also credited with aphrodisiac properties They are boiled together for administration as a febrifugebr
Rabbit and guineapig is reported 26br
h3"
94,Newtonia aubrevillei,Fabaceae,,,bark,"The bark is used as an aphrodisiacbr
"
95,Newtonia buchananii,Fabaceae,,,bark,"The bark is used as an aphrodisiacbr
In DR Congo an airdried bark decoction is applied as powder to treat abscessesbr
h3"
96,Newtonia duparquetiana,Fabaceae,,,,None known
97,Newtonia elliotii,Fabaceae,,,leave,"The leaves are laxativebr
"
98,Newtonia erlangeri,Fabaceae,,,bark,"A bark decoction is taken for treatment of tympanitesbr
"
99,Newtonia glandulifera,Fabaceae,,,,None known
100,Newtonia griffoniana,Fabaceae,,,,None known
101,Newtonia hildebrandtii,Fabaceae,,,"root,bark","A root decoction is used as an anthelminticbr
Bark extracts have shown antimicrobial activity against a range of pathogenic bacteria and fungibr
"
102,Newtonia leucocarpa,Fabaceae,,,,None known
103,Newtonia paucijuga,Fabaceae,,,,None known
104,Nicandra physalodes,Solanaceae,,Shoo Fly,seed,"The plant is diuretic There is no evidence to suggest that the plant is purgative though an alkaloid with mydriatic action is presentbr
The seeds are used in Tibetan medicine they are said to have an acrid taste and a cooling very poisonous potency Analgesic anthelmintic antibacterial antiinflammatory and febrifuge regular use increases bodily vigour They are used in the treatment of contagious disorders toothache intestinal pain from worms and impotence A decoction of the seeds is used in the treatment of feversbr
"
105,Nicotiana alata,Solanaceae,,Sweet Tobacco,,None known
106,Nicotiana glauca,Solanaceae,,Tree Tobacco,leave,"A poultice of the leaves can be applied to cuts bruises swellings and other wounds The plant has been used as a poultice for removing the pus from scrofulous sores or boils A poultice of the leaves has been applied to inflamed throat glands Warmed leaves are applied to the head to relieve headache on the throat to relieve pain and put in shoes for painful feetbr
An infusion of the leaves has been used as a steam bath in the treatment of rheumatismbr
"
107,Nicotiana rustica,Solanaceae,,Wild Tobacco,leave,"All parts of the plant contain nicotine which is a strong narcoticbr
The leaves are antispasmodic cathartic emetic narcotic and sedative They are used externally as a poultice and a wash in the treatment of rheumatic swelling skin diseases and scorpion stingsbr
"
108,Nicotiana tabacum,Solanaceae,,Tobacco,"stem,leave,wood","Tobacco has a long history of use by medical herbalists as a relaxant though since it is a highly additive drug it is seldom employed internally or externally at present The plant should be used with great caution when taken internally it is an addictive narcotic The active ingredients can also be absorbed through the skinbr
br
The leaves are antispasmodic discutient diuretic emetic expectorant irritant narcotic sedative and sialagogue Traditionally the leaf has been taken internally as a cholagogue to calm the liverbr
They are used externally in the treatment of rheumatic swelling skin diseases and scorpion stings Wet tobacco leaves can be applied to stings in order to relieve the pain They are also a certain cure for painful piles A poultice of the leaves has been used to treat headaches The juice of green tobacco has been used as an eyewash The leaves are mixed with the stem and leaves of Rhabdadenia biflora to remedy the wound of stingraysbr
Nicotine tar is used to expel parasitic worms in the skin such as Dermatobia hominis and to repel Pulexbr
br
When used by tribal shamans tobacco intoxication can cause a nicotineinduced cataleptic rigidity in which the practitioners body becomes as stiff and straight as a wooden board As such tobacco is used as an hallucinogenic and psychoactive material to create a connection between the shaman and the spirits being consulted for healing instructions in addition to the strictly medicinal reasons outlined abovebr
br
A homeopathic remedy is made from the dried leaves It is used in the treatment of nausea and travel sicknessbr
"
109,Nidorella microcephala,Asteraceae,,,,None known
110,Nigella damascena,Ranunculaceae,,Love-In-A-Mist,,"The plant is expectorantbr
"
111,Nigella sativa,Ranunculaceae,,Black Cumin,"stem,leave,seed","Black cumin seeds are used in the treatment of a wide range of conditions including headache rheumatic pains asthma and coughs Like many aromatic culinary herbs they are especially beneficial for the digestive system soothing stomach pains and spasms and easing wind bloating and colicbr
The ripe seed is anthelmintic carminative diaphoretic digestive diuretic emmenagogue galactagogue laxative and stimulant An infusion is used in the treatment of digestive and menstrual disorders insufficient lactation and bronchial complaints The seeds are much used in India to increase the flow of milk in nursing mothers and they can also be used to treat intestinal worms especially in childrenbr
A powdered mixture of the seeds combined with those of Fenugreek Trigonella foenumgraecum Cress Lepidium sativum Myrrh Commiphora spp and the dried leaves of Cleome droserifolia Ambrosia maritima and Centaurium pulchellum administered as tea is used in Egypt to treat diabetesbr
Externally the seed is ground into a powder mixed with sesame oil and used to treat abscesses haemorrhoids and orchitis The powdered seed has been used to remove lice from the hairbr
br
The effectiveness of the seeds in the treatment of several diseases has been confirmed experimentallybr
The lipid part of the etherextracted seeds exhibits galactagogue actionbr
Aqueous extracts have a bronchodilatory effect explaining the seeds effectiveness against cough This effect is attributed to the compound thymoquinone but other compounds also play a rolebr
The powdered seeds are as effective as the commercial drug niclosamide against the tapeworms Taenia saginata and Hymenolepis nana in children Powdered seeds have also been found to be effective against the tapeworm Moniezia expansa in sheepbr
Extracts of the seeds are currently being tested for their effect against rheumatism and related inflammatory diseases in reducing the sideeffects of chemotherapy in the treatment of cancer and in invigorating the immune function in humansbr
"
112,Nolina longifolia,Asparagaceae,,,,None known
113,Noronhia emarginata,Oleaceae,,Madagascar Olive,,None knownh3
114,Norrisia maior,Loganiaceae,,,,None known
115,Norrisia malaccensis,Loganiaceae,,,,None known
116,Nothoscordum gracile,Amaryllidaceae,,False Garlic,,None known
117,Nothospondias staudtii,Simaroubaceae,,,,"Leaf extracts have shown invivo analgesic and antiinflammatory activitiesbr
"
118,Nuphar advena,Nymphaeaceae,,Common Spatterdock,"root,rhizome","The fresh root is anodyne astringent and demulcent The pulverized dried rhizomes have been used to arrest bleeding A tea made from the roots is used in the treatment of dysentery diarrhoea etcbr
A poultice made from the roots is used in the treatment of swellings boils tumours inflamed skin etcbr
"
119,Nuxia capitata,Stilbaceae,,,,None known
120,Nuxia congesta,Stilbaceae,,,"leave,bark","The leaves and bark may be chewed or boiled and the decoction drunk as a remedy for indigestionbr
h3"
121,Nuxia floribunda,Stilbaceae,,,"root,leave","The roots are used for treating influenzabr
br
The leaves are used to treat coughs colds influenza fevers indigestion infantile convulsionsbr
The leaves are dried and burnt then the smoke is inhaled by a child who suffers from convulsionsbr
"
122,Nuxia oppositifolia,Stilbaceae,,,,None knownh3
123,Nuxia sphaerocephala,Stilbaceae,,,,None known
124,Nyctanthes arbor-tristis,Oleaceae,,Coral Jasmine,"leave,flower,seed","The flowers contain an abundance of mannitol and are emmenagogue They are used medicinally to provoke menstruationbr
br
The bitter leaves are useful as a cholagogue laxative diaphoretic and diuretic An extract is given to children for the expulsion of roundworms and threadwormsbr
An antiinflammatory activity of the leaves has been recorded recentlybr
Substances found in the leaves include mannitol ßamyrin ßsitosterol benzoic acid and derivates of kaempferolbr
br
Powdered seeds ameliorate scalp scurfbr
h3"
125,Nymphaea gigantea,Nymphaeaceae,,White Pond Lily,,None known
126,Nymphaea lotus,Nymphaeaceae,,White Lotus,"root,fruit,flower,seed","The white lotus is a soothing astringent herb that has diuretic and tranquillizing effects and is reputedly detoxicant and aphrodisiac It is most commonly used in Ayurvedic medicinebr
br
The root is taken internally in the treatment of dyspepsia enteritis diarrhoea haemorrhoids urinary problems fevers and insomnia The roots are harvested when the plant is dormant and can be used fresh or driedbr
br
The flowers are taken internally in the treatment of palpitations The flowers are harvested when open and used fresh in infusionsbr
br
The juice of the fruits is taken internally in the treatment of blood in the urine from snake bites  it is usually combined with Setaria italica and saltbr
br
The seeds crushed in water are an old remedy for diabetesbr
"
127,Nymphaea nouchali,Nymphaeaceae,,Blue Waterlilly,"stem,leave,flower,seed,rhizome","Blue waterlilly has a long history of traditional medicinal use and modern research has shown the presence of several medically active compounds in the plantbr
The alkaloid nymphaeine is found in all parts of the plant other than the seed whilst coclaurine has been found in the leaves and stem The plant contains several flavonoids such as kaempferols quercetins and myricetins  these are found especially in the flowers The plant also contains a glycoside nymphalin which has a digitalislike action upon the heartbr
Alcoholic extracts of the rhizome containing the alkaloid nymphaeine have a mild sedative and spasmolytic action They do not significantly depress the heart in large doses though they have a paralysing effect on the medullabr
br
The rhizomes are considered to be astringent demulcent diuretic emollient and tonic A decoction is given in the treatment of diarrhoea dysentery stomach ache colic and dyspepsia An infusion of the fresh rhizomes is used for treating blennorrhagia and infections of the urinary tract The powdered rhizome is used as a demulcent for treating pilesbr
br
The slightly bitter juice of the leaves and petioles is used in the treatment of gonorrhoeabr
The juice possesses mildly narcotic properties and is rubbed on the forehead and temples to produce sleepbr
The juice from the leaves or the macerated leaves are an ingredient of a lotion applied to the skin for feverbr
br
The flowers are taken as a cardiotonic because of their astringent propertiesbr
"
128,Nymphoides crenata,Menyanthaceae,,Wavy Marshwort,,None known
129,Nymphoides cristata,Menyanthaceae,,,,None known
130,Nymphoides indica,Menyanthaceae,,Water Snowflake,"stem,leave,flower","An emollient plaster is made from the stems leaves and flowers when extracting small shot from wounds of a hunting accidentbr
"
131,Nypa fruticans,Arecaceae,,Nypa Palm,,"Various parts of nipa palm are a source of traditional medicines eg juice from young shoots is used against herpes ash of burned nipa material against toothache and headachebr
The plant part not specified is used as a remedy for the bites of centipedes and as a cure for ulcersbr
h3"
132,Nyssa javanica,Cornaceae,,,,None knownh3
