,Species_Name,Family_name,Local_name,Common_name,Parts_used,Medicinal_Use
10,Raphanus sativus oleiformis,Brassicaceae,,Fodder Radish,"root,leave,flower,seed","Radishes have long been grown as a food crop but they also have various medicinal actions The roots stimulate the appetite and digestion having a tonic and laxative effect upon the intestines and indirectly stimulating the flow of bile Consuming radish generally results in improved digestion but some people are sensitive to its acridity and robust actionbr
br
The plant is used in the treatment of intestinal parasites though the part of the plant used is not specifiedbr
br
The leaves seeds and old roots are used in the treatment of asthma and other chest complaintsbr
br
The juice of the fresh leaves is diuretic and laxativebr
br
The seed is carminative diuretic expectorant laxative and stomachic It is taken internally in the treatment of indigestion abdominal bloating wind acid regurgitation diarrhoea and bronchitisbr
br
The root is antiscorbutic antispasmodic astringent cholagogue digestive and diuretic It is crushed and used as a poultice for burns bruises and smelly feet Radishes are also an excellent food remedy for stone gravel and scorbutic conditions The root is best harvested before the plant flowers Its use is not recommended if the stomach or intestines are inflamedbr
br
The plant contains raphanin which is antibacterial and antifungal It inhibits the growth of Staphylococcus aureus E coli streptococci Pneumococci etc The plant also shows antitumour activitybr
h3"
11,Raphia africana,Arecaceae,,,,None known
12,Raphia australis,Arecaceae,,,,None known
13,Raphia farinifera,Arecaceae,,Raffia Palm,,None known
14,Raphia hookeri,Arecaceae,,Ivory Coast Raffia Palm,fruit,"The oily mesocarp of the fruit is used in traditional medicine for its laxative and stomachic properties and as a liniment for painsbr
h3"
15,Raphia palma-pinus,Arecaceae,,,,"The frond and petiole are used as a medicine to treat blood disordersbr
"
16,Raphia regalis,Arecaceae,,,,None known
17,Raphia sudanica,Arecaceae,,,,"The frond and midrib are used medicinally This is likely to be in the treatment of blood disorders similar to the use of Raphia palmapinusbr
"
18,Raphia taedigera,Arecaceae,,,"fruit,pulp","The oil obtained from the fruit pulp is used in rubs as a treatment for gout rheumatism and paralysisbr
"
19,Raphia vinifera,Arecaceae,,Wine Palm,,None known
20,Raphionacme brownii,Apocynaceae,,,,None known
21,Raphionacme hirsuta,Apocynaceae,,,,None known
22,Raphionacme splendens,Apocynaceae,,,,None known
23,Raphionacme utilis,Apocynaceae,,,,None known
24,Raphionacme velutina,Apocynaceae,,,,None known
25,Raputia aromatica,Rutaceae,,,bark,"The bark is excitant stomachic when used in small quantities febrifuge when used in large quantitiesbr
"
26,Rauvolfia amsoniifolia,Apocynaceae,,,"leave,bark","A decoction of the bark is used as a stomachic A decoction of the bark is used to treat yawsbr
br
The young leaves are used to treat stomach disorders in babies A decoction of the leaves is used as a laxative and febrifuge and to stimulate deliverybr
"
27,Rauvolfia caffra,Apocynaceae,,,"root,stem,leave,fruit,bark,seed,sap","The bark is commonly used in local medicine especially in east Africa Much research has been carried out into the compounds contained in the plant many of them supporting the traditional usesbr
The plant contains a large number of indole alkaloids The total alkaloid content of young root bark is 3 with the major components ajmaline 125 and serpentine 109 followed by ajmalicine 016 reserpine 008 reserpinine 002 and reserpiline 001br
The principal alkaloids from the stem bark are ajmaline norajmaline ajmalicinine ajmalicine and geissoschizolbr
The principal alkaloids isolated from the leaves are from the less common indolenine type raucaffrinoline perakine and vomilenine and from the peraksine type peraksine and dihydroperaksinebr
The seeds yielded 0012 alkaloids comprising mainly yohimbine and related compounds and normacusine Bbr
Five of the Rauvolfia alkaloids are used in Western medicine reserpine reserpinine deserpidine ajmalicine and ajmalinebr
Reserpine now no longer widely used is a wellknown antihypertensive antipsychotic and sedative although an important side effect is depressionbr
Reserpinine and deserpidine are reserpine analogues Both alkaloids have the same effects as reserpine and can be used to treat the same conditions but their side effects are reported to be less pronouncedbr
Ajmalicine is an alphaadrenergic blocking spasmolytic which at high doses reverses the effects of adrenaline and moderates the activity of the vasomotor centres especially in the brain stem It causes an increase of the blood flow to the brain Ajmalicine is mainly used in products that treat the psychological and behavioural problems associated with senility as well as stroke and head injuriesbr
Ajmaline is an antiarrhythmic which substantially decreases the rate of depolarization of atrial and ventricular cells Its toxicity has limited its uses and it is mainly prescribed against rapid irregular cardiac beat and some other cardiac dysfunctions Because of its toxicity it is no longer marketed in several countriesbr
The root extract showed antibacterial activity against Enterobacter cloacae in vitro but was not active against a range of other human pathogensbr
The stem bark extract showed antibacterial activity against Staphylococcus aureusin vitrobr
The root extract showed low to moderate activity against Plasmodium falciparum in vitrobr
The stem bark or roots of Rauvolfia caffra can be used fresh or dried and powdered and stored in a closed container for later use The leaves are usually used freshbr
br
A bark decoction is used in traditional medicine as an astringent purgative or emetic to treat fever swellings rheumatism hepatitis pneumonia abdominal pain and as a tranquilizer A piece of bark is chewed to cure cough and toothache The vapour of a bark decoction is inhaled to treat epilepsy and eye diseases The stem bark is used to treat venereal diseases A decoction of the bark is taken as a tranquilizer for hysteria and to treat insomniabr
The crushed bark is applied against measles or itching rashbr
br
The dried powdered leaves are sniffed as a cure for headachebr
br
A root decoction is taken to treat fever swollen legs insomnia and palpitation of the heart The root is used for treating insomnia and insecurity A root decoction is taken to treat abdominal pain constipation and irregular periods or hypertensionbr
br
A root or bark decoction cooked in porridge is applied to hardened abscesses  A stem or root bark decoction is taken to treat internal parasites such as roundworm and tapewormbr
br
The powdered unopened inflorescences are applied to soresbr
br
The root sap mixed with honey is applied to fracturesbr
br
The sap of pounded fruits is used as ear drops to cure earachebr
h3"
28,Rauvolfia cambodiana,Apocynaceae,,,"root,bark","The rootbark is hypotensive and sedative It is widely used in Vietnam for the treatment of hypertension and  psychoses It is prescribed in the form of a 15 tincture or tablets containing 2mg total alkaloid and is taken for a period of 2 to 4 weeks A new course of treatment is then instituted after a pause of 2 to 4 weeksbr
The root bark serves also as raw material for the extraction of reserpine and ajmalinebr
br
The rootbark can be harvested all year round but especially in the autumn and winter The roots are well washed the bark stripped off and dried in the sun or in ovens Care is taken to keep the periderm of the bark intact when the roots are being dug upbr
br
The rootbark contains 264 alkaloids mostly reserpine and ajmalinebr
"
29,Rauvolfia javanica,Apocynaceae,,,leave,"The pounded leaves are used externally to treat woundsbr
"
30,Rauvolfia mannii,Apocynaceae,,,"root,leave,fruit,bark,pulp,seed,sap","The dried or fresh pulverized roots are infused in palm wine or water and taken as a treatment for gastrointestinal disorders poisoning jaundice gonorrhoea or female sterility A root decoction is taken to treat fever and diabetesbr
A decoction of the root is used as a gargle to treat dental caries The decoction mixed with fat is rubbed on the body of a person suffering from itch and pimples The powdered root is applied to wounds to improve healingbr
br
The powdered root the pulp of the fruit or the pulped seeds are rubbed onto the head to kill lice and onto other parts of the body to kill skin parasitesbr
br
The bark is infused in gin and taken as a general tonicbr
The sap of the bark is applied to the eyes as a treatment for epilepsybr
br
The roots contain several indole alkaloids mainly reserpine and ajmaline with lesser amounts of ajmalicine reserpiline serpentine and alstoninebr
Vincamajine has been isolated as major component of the leavesbr
Reserpine is hypotensive reducing heart beat it is sedative and tranquilizingbr
Reserpiline is hypotensivebr
Ajmalicine is a coronary and peripheral vasodilatorbr
An extract from the root caused skeletal muscle relaxation in rats following intraperitoneal administration In another experiment a root extract showed invitro antibacterial and antiamoebic activities against a range of human pathogens and also antispasmodic activitybr
"
31,Rauvolfia media,Apocynaceae,,,"root,stem,leave,bark,twig","The bark of young twigs and the leaves are crushed and applied to the eyes to cure viral conjunctivitisbr
br
The bark and roots contain several monomeric indole alkaloids of which reserpiline is pharmacologically active It has sympatholytic and hypotensive properties with no noticeable depressant effects on the central nervous system In comparison with reserpine which is present in other Rauvolfia spp reserpiline does not induce the formation of gastric ulcers has no laxative effects and lacks other side effects The compound is used in quantity in the the pharmaceutical industrybr
"
32,Rauvolfia mombasiana,Apocynaceae,,,"root,leave,bark,tuber","A decoction from the root or sometimes from the bark is taken to treat malaria venereal diseases asthma tuberculosis stomach complaints and skin problems The root powder is mixed with porridge and taken as a treatment for constipation and abdominal painbr
The dried and grated root bark mixed with coconut oil is applied externally to treat scabies br
br
The leaves are ground up and applied as a poultice to breast abscessesbr
br
The plant contains similar alkaloids to those of Rauvolfia vomitoriabr
"
33,Rauvolfia nitida,Apocynaceae,,,"leave,bark","A decoction of the bark and leaves has been used as a gargle and internally administered in intestinal disorders and in syphilitic infectionsbr
br
The bark is used as an unguent on skin eruptionsbr
h3"
34,Rauvolfia pentaphylla,Apocynaceae,,,,None known
35,Rauvolfia sellowii,Apocynaceae,,,,None knownh3
36,Rauvolfia serpentina,Apocynaceae,,,"root,leave,bark","The roots are hypnotic hypotensive and sedative They are used particularly in the treatment of hypertension where they are said to cause a lowering of the blood pressure without dangerous side effects and are considered a specific in the treatment of insanity They are also used in decoction to treat painful affections of the bowels and to increase uterine contractions when giving birthbr
br
The juice of the leaves is used to remove opacities of the cornea of the eyes and also to treat wounds and itchesbr
br
The bark leaves and roots are used against snake and scorpion poisoningbr
br
The roots yield up to 13 medically active alkaloids as well as oleoresin and the sterol serposterolbr
The alkaloid rauwolfine has been shown to decrease the heart ratebr
Several alkaloids including serpentine neoajmaline and isoajmaline produce a fall in blood pressure Serpentine also causes an increase in the tone of the small intestine and decrease in the peristaltic contractions of the intestinebr
The alkaloidfree oleoresin extract from the roots produces sedative and hypnotic effectsbr
Reserpine a highly active alkaloid shows a very marked hypnotic effect and lowers blood pressure It is used in allopathic medicinebr
"
37,Rauvolfia sumatrana,Apocynaceae,,,bark,"The bark is used to treat dysentery In the Philippines the dried bark is reported as an antimalarialbr
The bark is reported to serve as a laxativebr
"
38,Rauvolfia tetraphylla,Apocynaceae,,,"root,leave,fruit,latex,bark","The latex  roots leaves bark and fruits are all used in traditional medicine in S America The roots are frequently used in India as a substitute of Rauvolfia serpentina for medicinal purposesbr
br
The latex in the plant is said to be cathartic diuretic emetic and expectorant It is used for treating dropsy and various other diseases It is applied to granulated eyelidsbr
br
The plant is commonly used in the treatment of malaria in Guatemala where it is also one of the reputed remedies for snake bitesbr
br
The plant contains two alkaloids to which the names Chalcupine A and B have been givenbr
The plant is a good source of the alkaloid reserpine which is used in making allopathic medicines It is harvested commercially for this purposebr
The roots yield the alkaloid deserpidine which is an antihypertensive and tranquilizerbr
"
39,Rauvolfia verticillata,Apocynaceae,,,"root,leave","The plant is used in the treatment of malaria and typhusbr
br
The fresh leaves are applied externally to treat snake bites wounds and inflamed eyesbr
br
The roots are sedative They are used to treat hypertensionbr
The roots have been used as an adulterant for R Serpentinabr
"
40,Rauvolfia volkensii,Apocynaceae,,,"root,bark","An infusion of the root and bark is taken as an infusion to treat snakebites and gonorrhoea and also to increase lactation in nursing mothersbr
br
The principal alkaloids in the roots are reserpiline 015 and ajmaline 008 the reserpine content in the roots is very lowbr
"
41,Rauvolfia vomitoria,Apocynaceae,,,"root,stem,leave,fruit,latex,bark,pulp,sap,twig","Rauvolfia vomitoria is widely used in traditional medicine in Africa and has also become a major source of a number of compounds used in the pharmaceutical industry particularly reserpine reserpinine deserpidine ajmalicine and ajmaline It contains in total between 40  80 different indole alkaloids most of which occur in very small amounts and several are disputed Most alkaloids occur in an unstable complex and seasonal variation is present as well The leaves contain 003  08 total alkaloids the stem bark about 06 the roots 015  02 and the root bark from 15  2 br
The alkaloids can be grouped into 5 main groups plus some minor ones These are br
     1 Yohimbine and derivatives including reserpine and deserpidinebr
     2 The heteroyohimbine type including ajmalicine raubasine reserpinine rescinnamine and reserpilinebr
     3 Sarpagane derivatives including sarpagine raupinebr
     4 The dihydroindole type including ajmalinebr
     5 The anhydronium bases including alstonine serpentine and serpenticinebr
     6 Other groups include the oxindoles and pseudoindoxyls Serpentinine is the only dimeric yohimbinrelated alkaloid isolated so far br
Reserpiline is the major component in the root bark followed by reserpine reserpinine and ajmalinebr
Reserpiline is also the major component of the stem bark with small amounts of isoreserpiline and yohimbinebr
The leaves contain a different range of alkaloids mainly geissoschizol but no reserpine reserpinine or ajmaline The alkaloids in the leaves comprise about 41 heteroyohimbines and 52 oxindolesbr
The unripe fruit contains several alkaloids but they are absent in the ripe fruits br
Reserpine is a wellknown antihypertensive antipsychotic and sedative It is a sympatholytic agent acting indirectly on the peripheral and central nerve terminals It impairs the storage of biogenic amines resulting in depletion of br
norepinephrine dopamine and serotonin Depletion of norepinephrine induces a lasting drop in blood pressure Contraindications for using reserpine are depression peptic ulcer and hypersensitivity to the alkaloid Side effects of the medication include drowsiness nasal congestion salivary and gastric hypersecretion paradoxical anxiety depression and retention of water and sodium Overdose may cause respiratory depression slowed heartbeat hypotension confusion tremors convulsions and gastrointestinal distress Reserpine has been shown to enhance the hypoglycaemic effect of insulin and the hyperglycaemic effect of adrenalin and has inhibited the physiological br
hyperglycaemic response in diabetic patients Because of the necessary high doses and the resulting dangerous side effects reserpine lost its importance as a medicine It is only used in low doses for mild to moderately severe high blood pressure often together with ajmalicinebr
Reserpinine and deserpidine are reserpine analogues Both alkaloids have the same effects as reserpine and can be used to treat the same conditions while their side effects are reported to be less pronouncedbr
Reserpiline is marked sympatholytic and hypotensive with no noticeable depressant effects on the central nervous system andno sedative properties It also lacks most ofthe side effects of reserpine and its analoguesbr
Ajmalicine is an alphaadrenergic blocking spasmolytic which at high doses  moderates the activity of the vasomotor centres especially in the brain stem causing an increase of the bloodflow to the brain It is mainly used in products that treat the psychological and behavioural problems associated with senility stroke and head injuriesbr
Ajmaline is an antiarrhythmic which substantially decreases the rate of depolarization of atrial and ventricular cells Its toxicity has limited its uses and it is mainly prescribed against rapid irregular cardiac beat Because of its toxicity it is no longer marketed in several countriesbr
Several other Rauvolfia alkaloids have hypotensive or sedative activities but most are less effective br
An ethanolic leaf extract has shown a reduction in blood sugar levels of normal and alloxaninduced diabetic rabbits comparable to that of tolbutamidebr
A root bark extract showed antibacterial activity in vitro against several human pathogensbr
br
A root decoction root macerate or powdered root in water is used throughout the range of the plant as a treatment for diarrhoea rheumatism jaundice venereal diseases and snakebites Root products are also widely taken to treat hypertension and as a sedative to calm people with epilepsy and those who are psychotic or mentally ill The root infused in palm wine is considered to be aphrodisiac and is also used to treat female sterility br
The roots are often used externally As a wash they are used to treat children with colic or fever The macerated or powdered root or sometimes the pulped fruit is applied to a range of skin problems such as rash pimples chicken pox wounds scabies psoriasis leprosy haemorrhoids head lice and parasitic skin diseases The decoction is used in massages and baths to treat rheumatism tiredness and rachitis and is used as a mouth wash against gingivitis or thrush The stem bark or leaves are also used for these purposes but to a lesser extent In Guinea the root maceration is applied to tumoursbr
br
The stem bark leaf decoction and latex of young twigs are widely used as purgative or emetic br
A bark infusion is taken to cure feverbr
br
A mixture of the pulverized root or leaf sap combined with plant oil or lemon juice is applied to the hair to stop hair lossbr
A decoction of the root and leaves is taken to treat indigestion as a tonic and as an abortifacientbr
br
The latex is used for cicatrization of woundsbr
h3"
42,Ravenala madagascariensis,Strelitziaceae,,Traveler's Tree,seed,"The seed oil is reported to be antisepticbr
"
43,Ravenea albicans,Arecaceae,,,,None known
44,Ravenea dransfieldii,Arecaceae,,,,None known
45,Ravenea julietiae,Arecaceae,,,,None known
46,Ravenea lakatra,Arecaceae,,,,None known
47,Ravenea madagascariensis,Arecaceae,,,,None known
48,Ravenea musicalis,Arecaceae,,,,None known
49,Ravenea robustior,Arecaceae,,,,None known
50,Ravenea sambiranensis,Arecaceae,,,,None known
51,Ravensara aromatica,Lauraceae,,Madagascar Clove,"fruit,bark,pulp","The bark is used to treat a range of addictions in a manner similar to sassafras Sassafras albidumbr
br
The pulp of the fruit is stimulantbr
"
52,Recordoxylon speciosum,Fabaceae,,,,None known
53,Renealmia alpinia,Zingiberaceae,,,"root,leave,seed,rhizome","The rhizome is carminative stomachic and tonic It is used in a tea to treat heart problems manifested by shortness of breath A decoction is drunk to induce vomiting and relieve stomach pains It is used in a syrup with sugar as a remedy for chest coldsbr
A root decoction is used on swellings sprains sores wounds and for stomach pains and malnutrition Decoctions or external baths of the rhizome are used by traditional healers for treating snakebites The juice of the rhizome is used to treat eye diseases and for treating strained backs An infusion is used as a wash for cleaning ulcersbr
br
The shoots are used for treating snakebite and stomachachesbr
br
The purplered juice from the berries is used to treat eye diseasesbr
br
The seeds are anthelmintic and aromaticbr
br
An infusion of the leaves is used as a treatment for dysentery The leaves are used in the treatment of hypertensionbr
A leaf poultice or bath is used on swellings sprains sores wounds and for stomach pains and malnutrition A decoction of the leaves is used as a feverbath for treating pulmonary conditions and typhoid and to wash the hair in order to remove dandruff An infusion is used in a herbal bath for strengthening the nervesbr
br
The leaves contain diterpenes and proanthocyaninsbr
An ethanolic extract of the rhizomes demonstrated moderate to full neutralising capacity of Bothrops atrox venom within 48 hours when it was injected into mice The neutralisation was attributed to antiphospholipase A2 activitybr
"
54,Renealmia aromatica,Zingiberaceae,,,"leave,seed,rhizome","The rhizome is carminative tonic and stomachic It is used in the treatment of syphilisbr
An infusion of the rhizome is used as a wash for cleaning ulcersbr
br
The seeds are abortifacient aromatic and emmenagogue They are used in the treatment of flatulence accompanied by colicbr
br
The juice of the plant has been used in the treatment of haemorrhoidsbr
br
The leaves are covered with fat and then applied to fractures sprains and surface inflammations in order to reducebr
thembr
"
55,Renealmia asplundii,Zingiberaceae,,,"stem,pulp","The stem is pounded to a pulp and then mixed with water to make an antidote to snake poisoning The infusion is drunk once a day to reduce the swelling until the patient is cured It is employed specifically as a antidote to the bite of the jergón or ferdelance Bothrops atroxbr
"
56,Renealmia floribunda,Zingiberaceae,,,"root,leave,fruit,whole plant","The whole plant is boiled and the liquid used as a wash to treat feversbr
br
A decoction of the leaves is used to treat coughs The liquid squeezed out of boiled leaves is inhaled to treat coldsbr
br
A decoction of the root is used as an emetic to bring up phlegm from the throat and to alleviate consumption The root is boiled with water and drunk as a cure for malarial infectionbr
br
The fruits are antifungal and antipruritic They are crushed and applied externally to cure ringworm and lata they are rubbed on the skin to get rid of white spots They are crushed then mixed with water and used to treat dermatosis The juice of the crushed fruits is used to treat genital herpes or to treat soresbr
br
The major constituent of the essential oil in the plant is betapinenebr
"
57,Renealmia guianensis,Zingiberaceae,,,"root,stem,leave","A decoction of the root is used in the treatment of malariabr
br
The leaves combined with the leaves of Citrus aurantiifolia and Ocimum micranthum to make a concentrated decoction is occasionally used as an oral abortifacientbr
A decoction of the stems and leaves is used in a bath or wash to alleviate fatigue as a febrifuge and as a disinfectant for itches sores and the ulcers of leishmaniasisbr
br
The inflorescence combined with the inflorescence of Lantana camara is used in a tealike decoction to counteract flatulencebr
"
58,Renealmia monosperma,Zingiberaceae,,,"root,stem,leave","A decoction of the root is used in the treatment of malariabr
br
The leaves combined with the leaves of Citrus aurantiifolia and Ocimum micranthum to make a concentrated decoction is occasionally used as an oral abortifacientbr
A decoction of the stems and leaves is used in a bath or wash to alleviate fatigue as a febrifuge and as a disinfectant for itches sores and the ulcers of leishmaniasisbr
br
The inflorescence combined with the inflorescence of Lantana camara is used in a tealike decoction to counteract flatulencebr
"
59,Renealmia nicolaioides,Zingiberaceae,,,,None known
60,Renealmia orinocensis,Zingiberaceae,,,,"The young shoots are used in the treatment of stomachachebr
"
61,Renealmia pyramidalis,Zingiberaceae,,,rhizome,"The aromatic rhizome is macerated and mixed with rum or vermouth and the resulting beverage is drunk to alleviate rheumatic painbr
The above use is dubious It is listed from the Guyanas but this plant is not native there being found only in the Caribbeanbr
"
62,Renealmia thyrsoidea,Zingiberaceae,,,"stem,leave,seed","It is believed that pains may be alleviated by applying a heated leaf to the place where pain is feltbr
The dried leaves are often placed over cuts or scratches to act as a sort of bandage or coverbr
br
The seeds when toasted and mashed are made into a coffee type of beverage which when taken with coffee are said to aid in childbirth and serve as a remedy for chills and coldsbr
br
The plant is valued in treating snakebite by crushing the stem and drinking an infusion once a day to prevent swellingbr
"
63,Rennellia speciosa,Rubiaceae,,,root,"A decoction of the roots is used in the treatment of rheumatismbr
"
64,Retrophyllum rospigliosii,Podocarpaceae,,Diablo Fuerte,,None known
65,Retrophyllum vitiense,Podocarpaceae,,,,None known
66,Reutealis trisperma,Euphorbiaceae,,,"bark,sap","The plant has medicinal uses It is probably the oil that is used This is similar to tung oil obtained from Aleurites spp which is used externally to treat parasitic skin diseases burns scalds and woundsbr
br
The sap of the bark is used to cure scurf of the headbr
h3"
67,Reynosia septentrionalis,Rhamnaceae,,Darling Plum,,None known
68,Reynoutria multiflora,Polygonaceae,,He Shou Wu,"root,stem,leave,rhizome","He Shou Wu is considered to be one of the most important of the Chinese herbal tonics and is widely used in that country It is said to restore vitality and virility working especially on the liver and the reproductive urinary and circulatory systems Some care should be exercised however since excessive doses can cause skin rash and numbness of the extremitiesbr
br
The roots and stems are antibacterial anticholesterolemic antispasmodic astringent cardiotonic demulcent depurative hypoglycaemic laxative sedative tonic The roots are taken internally in the treatment of menstrual and menopausal complaints constipation in the elderly swollen lymph glands and high cholesterol levels They are very effective in reducing high cholesterol levels in the blood and increase blood sugar levels It is said that if the rhizomes are taken for a long time the hair and beard turn blackbr
Applied externally the roots are used to treat ringworm bleeding wounds and soresbr
The roots are harvested in the autumn preferably from plants 3  4 years old and are dried for later usebr
br
The leaves and roots tonify the liver and kidneys fortify the blood strengthen the muscles and prevent premature greying of the hairbr
br
The stem is deobstruent and sedative It is taken internally in the treatment of insomnia and neurasthenia whilst it is applied externally to ringworm The stems are harvested in late summer or early autumn and are dried for later usebr
br
Extracts of the plant have shown antipyretic antitumour hypoglycaemic and sedative activitybr
"
69,Rhagodia parabolica,Amaranthaceae,,Mealy Saltbush,,None known
70,Rhagodia spinescens,Amaranthaceae,,Spiny Saltbush,,None known
71,Rhamnidium elaeocarpum,Rhamnaceae,,Saguaraji,,None known
72,Rhamnus hainanensis,Rhamnaceae,,,,None knownh3
73,Rhamnus napalensis,Rhamnaceae,,,"leave,fruit","The fruits when pounded and macerated in vinegar have been used in the treatment of herpesbr
br
The fruit and leaves are used medicinallybr
h3"
74,Rhamnus prinoides,Rhamnaceae,,,"root,leave,bark","A decoction of the root is taken as a blood purifier to treat pneumonia gonorrhoea rheumatism and stomachache and as a garglebr
br
A leaf decoction may be mixed with the bark of Erythrina abyssinica to alleviate colicbr
The leaves are applied as a liniment to simple sprainsbr
h3"
75,Rhamnus wightii,Rhamnaceae,,,"fruit,bark","The bark and the fruit are astringent deobstruent and tonicbr
h3"
76,Rhapis excelsa,Arecaceae,,Bamboo Palm,,None known
77,Rhigiocarya racemifera,Menispermaceae,,,"root,leave,pulp,seed,sap,twig","Rhigiocarya racemifera is well known and commonly used in west Africa for its antineuralgic and aphrodisiac properties Research into the plants constituents has supported these traditional usesbr
The roots contain several alkaloids br
Omethylflavinantine exhibits a morphinelike antinociceptive activitybr
Liriodenine showed cytotoxicity against human nasopharyngeal carcinoma cells in vitro and against several plant virusesbr
Aqueous leaf extracts contain saponins tannins and glycosides They showed significant antiulcer activities and also reduced gastrointestinal motility br
The aqueous leaf extracts have also shown marked antispasmodic effectsbr
The aqueous leaf extract did not show significant antimicrobial activity against several human pathogens br
An ethanolic leaf extract did not show cytotoxicity against mammalian cells in vitrobr
Rhigiocarya racemifera is listed in patent applications relating to materials and methods for modulating expression of nucleic acid sequences such as those encoding polypeptides involved in the biosynthesis of alkaloidsbr
br
A leaf infusion is drunk against mild stomachache and to treat diarrhoea acute gastrointestinal pain bloody diarrhoea and spasmodic dysmenorrhoeabr
The leaf sap is applied as eye drops or nose drops or powdered leaves are instilled into the nose against neuralgia and headachebr
Pulped leaves are topically applied to wounds as a haemostatic In Côte d’Ivoire vapours of a leaf decoction are inhaled to treat dizzinessbr
br
A decoction of finely ground seeds leafy twigs or roots is drunk or used as a wash or enema as an aphrodisiac For sexual vigour men eat a few seeds or ingest the powder directly or mixed with palm winebr
br
The plant is also used against sleeplessnessbr
"
78,Rhigozum trichotomum,Bignoniaceae,,,root,"Young roots are chewed as a remedy for diarrhoeabr
h3"
