,Species_Name,Family_name,Local_name,Common_name,Parts_used,Medicinal_Use
16,Jasminum elongatum,Oleaceae,,,"root,leave","The root is febrifuge A decoction is administered after childbirth whilst an infusion is used in the treatment of yawsbr
A decoction of the root is used externally for treating scurvy and as a gargle for soothing inflamed gumsbr
br
The leaves are used in a mixture to reduce fevers A decoction of the leaves can be used to cure intestinal complaints and kidney stones An infusion of the leaves can be used to treat catarrh of the bladderbr
A poultice of leaves is applied to relieve headache and vertigo and ague in childrenbr
"
17,Jasminum grandiflorum,Oleaceae,,Jasmin,"stem,leave,flower","Jasmine oil or essence is used medicinally It is said to stimulate the reproductive system as an aphrodisiac and as a muscle relaxant by warming and softening nerves and tendonsbr
br
An infusion of the flowers is used to relieve coughs The flowers are also used to treat headaches external application weak eyes and scorpion stingsbr
Applied externally an infusion of the flowers is used to treat skin diseasesbr
br
The leaves are chewed as a remedy for ulcers or eruptions in the mouthbr
br
The fresh juice of the plant is applied to corns Mixed with oil it is poured into the ears as a treatment for otorrhoeabr
h3"
18,Jasminum lanceolaria,Oleaceae,,,,None known
19,Jasminum multiflorum,Oleaceae,,,"root,leave,flower","The root is reportedly used as an emmenagogue and as an antidote to snake bitesbr
br
The flowers are applied as a lactifugebr
br
A poultice of the dried leaves soaked in water is used to treat indolent ulcersbr
"
20,Jasminum nervosum,Oleaceae,,,"root,leave","The young branches and the leaves possess antibacterial and antiinflammatory properties A decoction is used in the treatment of a wide range of conditions including postpartum hyperthermic infection lymphadenitis metritis galactophoritis leucorrhoea rheumatism ostealgia impetigo prurigo dysmenorrhoea and haematometra They are also effective as a bitter tonic for nursing mothersbr
An infusion of the leaves is administered to women after childbirthbr
A decoction of the fresh leaves is used to wash wounds and against skin problems such as impetigo A poultice of the crushed leaves is used to treat ulcers abscesses and mastitisbr
br
An extract of the pounded root is used to treat quotidian feverbr
br
The plant has shown antibiotic activity against Staphylococcus aureus and Streptococcus hemolyticusbr
"
21,Jasminum niloticum,Oleaceae,,,,None known
22,Jasminum odoratissimum,Oleaceae,,,,None known
23,Jasminum sambac,Oleaceae,,Arabian Jasmine,"root,stem,leave,flower","Roots and leaves are an important Ayurvedic medicinebr
br
Both the leaves and flowers are used medicinally although the leaves have a stronger action than the flowers They are antiamoebic astringent febrifuge and galactofugebr
A decoction is used internally as a treatment for fever An infusion is employed in the treatment of pulmonary catarrh bronchitis and also asthmabr
A poultice of the leaves is applied externally to treat skin complaints and wounds The bruised leaves or flowers are applied as a poultice to the breasts of lactating women to discourage the production of breast milk An infusion of the flowers is applied to the eyelids as a decongestantbr
br
The stems are employed as an antipyretic and in the treatment of abscessesbr
br
A tincture made from the root is said to have very strong sedative anaesthetic and vulnerary propertiesbr
The root is given fresh to treat fevers and venereal diseases A decoction is employed in the treatment of pulmonary catarrh bronchitis and also asthmabr
The roots are used externally as poultices for sprains and fracturesbr
"
24,Jateorhiza macrantha,Menispermaceae,,,"root,stem,bark,sap","The leaf sap mixed with other medicines is applied to stop bleeding during pregnancy The leaf sap is dropped into the ears nose or eyes as a treatment against headachebr
br
The bark combined with that of Kigelia africana is used as a treatment against snakebitesbr
br
Hairs from the stem are applied as a dressing on ulcersbr
br
The roots contain the diterpenes columbin chasmanthin and palmarin and the alkaloids columbamine jatrorrhizine and palmatinebr
"
25,Jateorhiza palmata,Menispermaceae,,Calumba,"root,sap,rhizome","The root is the source of the formerly popular medicine radix calumbae that was imported into Europe from Mozambique and Tanzania It was used against dyspepsia and diarrhoea being considered especially suitable for people with a weak stomach The plant is still used in laxative herbal mixtures in Europe and in herbal bitters in Italy and the United Statesbr
The succulent roots contain a number of medically active substances including the diterpenoid furanolactones columbin palmarin and chasmanthin and several related glycosides including palmatosides AG and the protoberberine alkaloids palmatine jatrorrhizine bisjatrorrhizine and columbamine They also contain traces of the sapogenins diosgenin and kryptogeninbr
They also contain about 1 of a greenish essential oil consisting mainly of thymol with a fragrance reminiscent of hay   older roots contain very little of the oilbr
The roots are rich in starchbr
Columbin has been shown to suppress the induction of adenocarcinomas in the colon by administration of the carcinogen azoxymethane Columbin shortened the sleeping time induced by a urethane and αchloralose mixture but prolonged the sleeping time induced by hexobarbital This may be explained by an effect of columbin on drug metabolizing enzymes in the liverbr
A methanol extract obtained from the rhizome inhibited the growth in vitro of a range of fungi testedbr
br
The root is considered to be anthelmintic antipyretic bitter tonic It is widely used as a treatment against diarrhoea and dysentery gastric irritability vomiting during pregnancy Traditionally it has been eaten as a treatment against snakebites hernia and rupturesbr
The root scrapings are applied onto scarifications made in abscesses to mature thembr
"
26,Jatropha aceroides,Euphorbiaceae,,,"root,stem,seed","The methanol and chloroform extract of the root stem and seeds showed significant antibacterial activity against Bacillus subtilis and Staphylococcus aureus and the stem and root extract also against Pseudomonas aeruginosabr
"
27,Jatropha aethiopica,Euphorbiaceae,,,"root,stem","The root and stem extract is taken to treat epilepsy and rabiesbr
"
28,Jatropha chevalieri,Euphorbiaceae,,,"root,leave,latex,seed","The leaves and latex are considered haemostatic and vulnerary they are applied directly on wounds to stop bleeding The latex is also locally applied to mumpsbr
br
The root extract is taken for treating complications of syphilis and leprosybr
br
Oil from the grilled seeds is applied to boils and abscesses Powdered seed mixed with lizard fat is massaged onto the skin to treat spleen painbr
br
The latex of Jatropha chevalieri contains the cyclic oligopeptides chevalierin A B and C Chevalierin A showed weak activity against Plasmodium falciparumbr
"
29,Jatropha curcas,Euphorbiaceae,,Physic Nut,"root,leave,latex,bark,flower,seed,nuts,twig","Although widely used in traditional medicine and to an extent in modern medicine it should be noted that all parts of the plant are very poisonous and so extreme caution should be employed if utilising this plant for any internal usebr
Modern research has supported the traditional uses For example the latex has antibiotic properties against Candida albicans Escherichia coli Klebsiella pneumoniae Staphylococcus aureus and Streptococcus pyogens It also has coagulating effects on blood plasmabr
A methanol extract of the leaves afforded moderate protection for cultured human lymphoblastoid cells against the cytopathic effects of the human immunodeficiency virusbr
br
The juice of the bark is used in the treatment of malarial fevers and is also useful in reducing swellings caused by inflammation This juice is also applied externally to treat burns scabies eczema and ringwormbr
The fresh bark is cut into small pieces and chewed or kept in the mouth for 1  2 hours in order to treat pyorrhoeabr
A paste of the bark is applied to the gums to treat wounds and swellings of the gumsbr
The thin twigs are popularly used in Nepal as toothbrushes to treat toothache They are considered especially good for treating bleeding and swollen gumsbr
br
A leaf infusion is used as a diuretic for bathing to treat coughs and as an enema in treating convulsions and fits The leaves are also used to treat jaundice fevers rheumatic pains guinea worm sores and poor development of the foetus in pregnant women In Ghana the ashes from the burnt leaves are applied by rectal injection for treating haemorrhoidsbr
The juice of the leaves or the latex is applied directly to wounds and cuts as a styptic and astringent to clean teeth gums and to treat sores on the tongue and in the mouth It is also considered useful for treating decayed teethbr
br
The seeds resemble groundnuts in flavour and 15  20 seeds will cause griping purging and vomiting for 30 minutes It is reported from Gabon that 1  2 roasted seeds are sufficient to act as a purgative larger doses may be dangerous The seeds have been substituted for castor oil and are sometimes called larger castor oil The seeds are also used in the treatment of syphilisbr
The oil from the seeds known as curcas’ is a powerful purgative and emetic The oil is widely used for treating skin diseases such as herpes itches eczema and boils and also to soothe pain such as that caused by rheumatism it is an ingredient in the oily extract known in Hausa as kufi which is a rubefacient for rheumatism and for parasitic skin conditions The oil is used to stimulate hair growth  It is used in the treatment of  It is warmed and used to dress burnsbr
br
The cotyledons are used to treat constipation and as an appetizerbr
br
The root bark is used to relieve the spasms of infantile tetanus and is used for sores dysentery and jaundice The juice of the roots is applied to boils and pimplesbr
br
The juice of the flowers has numerous medicinal qualitiesbr
h3"
30,Jatropha dichtar,Euphorbiaceae,,,"root,sap","The sap of the aerial parts is used as eye drops to treat eye infectionsbr
br
A root decoction is taken to treat abdominal pain The peeled root is crushed and soaked in cold water and the bitter infusion is taken as an emetic and laxative The root can also be chewed and swallowed for these purposesbr
"
31,Jatropha ellenbeckii,Euphorbiaceae,,,latex,"The latex is applied to wounds to improve healingbr
"
32,Jatropha erythropoda,Euphorbiaceae,,,rhizome,"A decoction of the rhizome is drunk to treat blood in the urine and stomachachebr
br
The plant is rubbed on the skin to treat wounds and venereal diseasesbr
"
33,Jatropha glauca,Euphorbiaceae,,,"root,whole plant,sap","The whole plant including the root is mashed in water and the liquid is taken to treat constipation and is used as ear drops to treat earachebr
br
The sap is taken as an astringentbr
"
34,Jatropha gossypiifolia,Euphorbiaceae,,,"root,stem,leave,fruit,bark,whole plant,seed,sap","The leaves are blood purifier febrifuge purgative and stomachic A decoction is taken to cleanse the blood and for treating venereal disease heart problems diarrhoea stomach ache and indigestionbr
The leafsap is applied to the tongues of babies for treating thrush A poultice of the leaves is used for treating sores bruising swellings inflammations headaches and piles An infusion of the leaves is mixed with soft grease for applying to cutsbr
The sap has a widespread reputation for healing wounds as a haemostatic and for curing skin problems it is applied externally to treat infected wounds ulcers cuts abrasions ringworm eczema dermatomycosis scabies and venereal diseases It is also used against pains including bee and wasp stingsbr
br
The fruits and seed are boiled in liquid as a remedy for stomach achebr
The seeds are used as a purgative and to expel internal parasites In Madura Indonesia 20 seeds taken after roasting is considered to be a single dose for an adult Curcin and an emetic are presentbr
br
An oil obtained from the seeds is a powerful purgative and emetic with an action similar to that of Jatropha curcas It is taken to expel internal parasitesbr
The oil has been used externally as a rubefacient to treat rheumatic conditions and a variety of skin conditions including leprosy although its use on the skin may also cause an irritative rashbr
br
The yellowishbrown pith of old stems is sold in Ghana markets as a medicine to cure a headache It is wrapped in a clean cloth and inserted into the nostrils of the patient to cause sneezingbr
br
A bark decoction is used as an emmenagoguebr
The dried and pulverized root bark is made into poultices and is taken internally to expel worms and to treat oedemabr
br
The whole plant has been popularly used in Costa Rica for treating cancersbr
br
The plant contains jatropholone terpenes which have antitumor properties Gossypibetiline tetrahydrogossypibetiline gadain and the irritant diterpenoid 12deoxy16hydroxyphorbol have been isolatedbr
The leaf contains tannins and histaminesbr
An alcoholic root extract showed significant inhibitory activity in different human cancer cell lines This finding led to the isolation of the macrocyclic diterpenes jatrophone and related jatrophanes In addition it was found that jatrophone had direct inhibitory effects on contractions of cardiac and smooth muscle preparations which were typically noncompetitive in naturebr
An ethanol extract from the stems caused a significant and dosedependent reduction of the systolic blood pressurebr
A leaf extract showed significant activity as an anticoagulant for haematological analyses The anticoagulant effect of the extract was found to be comparable to that of dipotassium ethylenediamine tetraacetic acid The leaf extract must be purified to remove interfering substances to make it suitable for biochemical analyses On the contrary the sap from the stem showed significant coagulant activity in vitrobr
Crude hot water extracts from the aerial parts were examined for antimalarial properties against Plasmodium falciparum in vitro and were found to be capable of 100 growth inhibitionbr
Hexane extracts of the fresh fruits showed significant activity against fungi and some bacteriabr
Stem sap was found to inhibit the growth of Helminthosporium oryzae and Alternaria brassicicola The ethanolic stem extract showed significant larvicidal activity against larvae of the tick Boophilus microplusbr
In addition to the compounds mentioned above phytochemical investigations revealed the presence of lignans eg Gadain jatrodien gossypifan gossypidien and prasanthaline in the light petroleum extract of stem root and seeds the alkaloid jatrophine in the sap and flavonoids apigenin vitexin and isovitexin and triterpenes in the ethanolic leaf extractbr
h3"
35,Jatropha hirsuta,Euphorbiaceae,,,rhizome,"A rhizome extract is used as an enema to cure feverbr
The dried rhizome powder is applied to fresh wounds in order to heal thembr
"
36,Jatropha kamerunica,Euphorbiaceae,,,seed,"The seeds are a strong purgativebr
"
37,Jatropha multifida,Euphorbiaceae,,Physic Nut,"root,leave,latex,seed,sap","The seed oil is sometimes used as a cathartic although it may cause strong irritation and even poisoning The oil is applied both internally and externally as an abortifacientbr
br
Seeds are used fresh as a purgative and emetic A very powerful purgative their use has been almost abandoned in traditional medicine in Mexico although they are officinal in the Mexican Pharmacopoeiabr
br
The latex is used externally in the treatment of infected wounds ulcers skin infections and scabies In Indonesia one of its local names is yodium iodine which reflects the popular use as a woundhealing remedybr
br
In IndoChina dried roots are given as a decoction against indigestion and colic they are also prescribed as a tonic to treat orchitis and oedemasbr
br
The leaves contain saponins They are used as a purgative and in the treatment of dysentery and scabiesbr
h3"
38,Jatropha nogalensis,Euphorbiaceae,,,root,"The fresh roots are chewed to treat snakebites and the juice is also externally applied to the woundbr
"
39,Jatropha pelargoniifolia,Euphorbiaceae,,,sap,"The sap of the petiole is applied to ulcersbr
"
40,Jatropha rivae,Euphorbiaceae,,,root,"Pieces of the root are eaten as a strong purgativebr
An infusion of the roots is taken as an emetic and to treat fever This relates to subsp parvifoliabr
"
41,Jatropha spicata,Euphorbiaceae,,,"root,stem","The roots are cooked with chicken and the soup is eaten to treat gonorrhoea The ground root mixed with water is taken as a strong purgativebr
br
A leaf or stem infusion is taken as a laxativebr
br
The ethanol extract of the roots showed antibacterial activity in vitrobr
"
42,Jatropha zeyheri,Euphorbiaceae,,,"sap,rhizome","Internal use of this plant should be carried out with care since overdoses are poisonousbr
An infusion of the rhizome is used to treat uterine pain irregular periods leg and feet pain and is given as an emetic to treat food poisoning A decoction is taken to treat headache and cough and also as a blood purifier and purgativebr
The powdered rhizome is applied externally to wounds boils and burns to speed up the healing process Young shoots are rubbed in for this purpose or plant sap is appliedbr
br
The daphnane diterpenoid jaherin isolated from the plant has shown some antimicrobial activitybr
"
43,Joannesia heveoides,Euphorbiaceae,,,seed,"The seeds are emetic and purgativebr
"
44,Joannesia princeps,Euphorbiaceae,,Arara Nut Tree,"latex,bark,seed","The andaassy oil extracted from the seeds is used medicinally Hydragogue and strongly purgative it is said to be four times as powerful as castor oil Ricinus communis It is used to treat ascitesbr
The oil is applied externally to treat skin conditionsbr
br
The bark is used medicinally The bark contains a poisonous latex that has been used as a remedy for diarrhoeabr
The bark is used externally to treat cutsbr
"
45,Jodina rhombifolia,Santalaceae,,,"leave,bark","The aerial parts are a popular folk medicine being used internally mainly for the treatment of digestive problems and the common coldbr
Applied externally the roasted and powdered leaves are used to heal infected wounds chronic skin ulcers and other skin diseases such as rash carcinoma or nasal polypsbr
br
The bark is astringent It is used in the treatment of dysenterybr
br
Research has shown the presence of a number of Cglycosylflavonoids in the aerial parts of the plant including vicenin2 which was isolated as the main component plus vitexin orientin and swertisin Oral administration of both aqueous and hydroethanolic extracts were shown to lead to a significant decrease in the ulcer indexbr
"
46,Juglans australis,Juglandaceae,,,,None knownh3
47,Juglans boliviana,Juglandaceae,,,,None known
48,Juglans jamaicensis,Juglandaceae,,West Indian Walnut,,None known
49,Juglans mollis,Juglandaceae,,,leave,"The leaves are heated and applied as a poultice to affected joints in the treatment of rheumatismbr
"
50,Juglans neotropica,Juglandaceae,,Andean Walnut,leave,"The boiled leaves are used as a tonicbr
"
51,Juglans olanchana,Juglandaceae,,,,None known
52,Juglans pyriformis,Juglandaceae,,,,None known
53,Juglans steyermarkii,Juglandaceae,,,,None known
54,Julbernardia globiflora,Fabaceae,,,"root,stem,leave,bark","Although toxic various parts of the plant areused in traditional medicine in Africabr
br
Root decoctions are drunk for the treatment of depression and stomach problemsbr
br
Bark fibres are chewed in case of constipation whilst tannin from the bark has been used as a laxativebr
Decoctions of the bark are dropped into the eye as a remedy for conjunctivitis and a bark infusion is used as a wash to contract the vaginal canal br
br
Stem pieces are ground to a powder and than smoked as a treatment of leprosybr
br
In case of snakebite the leaves are rubbed into scarifications around the wound after the poison has been sucked outbr
h3"
55,Julbernardia magnistipulata,Fabaceae,,,,None known
56,Julbernardia paniculata,Fabaceae,,,,None known
57,Julbernardia pellegriniana,Fabaceae,,,,None known
58,Julbernardia seretii,Fabaceae,,,,None known
59,Julbernardia unijugata,Fabaceae,,,,None known
60,Jumellea fragrans,Orchidaceae,,Faham,,None known
61,Juniperus barbadensis,Cupressaceae,,West Indian Cedar,,None knownh3
62,Juniperus bermudiana,Cupressaceae,,Bermuda Juniper,"leave,twig,pod,wood","A decoction of the leafy branches is taken to treat coughbr
The leafy branches are used in steam baths for inhalation against respiratory diseasesbr
br
An essential oil obtained from the plant is powerfully diuretic There are two essential oils one from the leaves and one from the wood  this report could refer to both or to eitherbr
br
An ethanol extract of the twigs and leaves of has shown antitumour activity due to the presence of the lignan deoxypodophyllotoxinbr
h3"
63,Juniperus gracilior,Cupressaceae,,,,None known
64,Juniperus procera,Cupressaceae,,,"leave,bark,seed,twig","The tree is often used in traditional African medicine Some research has been carried out into the active compounds in the plant and these have tended to support the traditional usesbr
The essential oil obtained from from the leaves is rich in cedrol It has shown antioxidant activitybr
The leaves and bark contain diterpenes with antibacterial activitybr
The butanol fraction of an ethanol extract of the bark has been shown it inhibit implantation of the foetusbr
The bark contains about 35 tanninbr
br
An infusion of the powdered young twigs is taken as a remedy against intestinal worms The smoke from the twigs is inhaled as an expectorantbr
Applied externally people with rheumatism are treated by exposure to the smoke of burnt twigs and seed cones br
br
The leaves are used in the treatment of stomach achesbr
The dried powdered leaves are applied on wounds of humans and animals A hot bath to which the leaves are added is used in the treatment of feverbr
br
The resin is used as a stimulant and is also applied to ulcersbr
br
Macerations of the bark are drunk and also applied as a vaginal wash to act as birthcontrol agentsbr
br
A decoction of the seed cones is used as a sudorific and emmenagoguebr
h3"
65,Justicia adhatoda,Acanthaceae,,Malabar Nut Tree,"root,stem,leave,whole plant","The whole plant is antiinflammatory antispasmodic febrifuge pectoral It is used to remove phlegm and as a treatment for excessive mensesbr
The roots and leaves are widely used in the Ayurvedic and Unani systems of medicine in India and Thailand for treating bronchitis asthma fever and jaundicebr
A medicine for setting broken bones relieving pain resolving phlegmbr
br
The leaves are antisepticbr
br
About 50 g of the freshly collected root is boiled and mixed with cow milk 125 ml then given orally once a day as a treatment for diabetesbr
The plant is potential antidiabetic due to the presence of the compounds vasicine and vasicinolbr
br
The plant is said to have definite expectorant activity and is used in the treatment of bronchitisbr
h3"
66,Justicia anselliana,Acanthaceae,,,,None known
67,Justicia calycina,Acanthaceae,,,leave,"The juice from macerated plants is applied topically on dermatosesbr
br
The leaves and young shoots are antibacterial and antiinfective They are used in the treatment of coughs and colds sore eyes and whooping coughbr
Juice from the macerated leaves is applied topically as a treatment for eczema ringworm and soresbr
"
68,Justicia colorifera,Acanthaceae,,,,None known
69,Justicia flava,Acanthaceae,,,"root,stem,leave,pulp,seed,sap","The leaves are reported to be emetic and haemostatic Preparations are used to treat menorrhagia and blood in the sputum The whole crushed plant combined with vegetable ash the seed of Aframomum species and capsicum pepper is administered by enema as a treatment against painful menses Mixed with lemon juice the plant is taken to induce menstruation An infusion of the plant is taken with egg albumen and coconut juice as a treatment against palpitations of the heart The leaf sap is taken against hookworm and to treat hydrocele the treatment including bathing of the affected partsbr
The plant is used both internally and externally against fevers yaws and diarrhoea in childrenbr
Preparations are applied directly on cuts whilst the pulped leaves are rubbed on the skin to treat convulsions and feverish pains in babies The leaf sap is used as an eye lotionbr
br
The inflorescence is said to be a cure for dysenterybr
br
The bitter root is chewed by the Masai to cure diarrhoea and coughsbr
br
Four sterols and salicylic acid were isolated from the leaves stems and roots of the plantbr
The leaves contain the 3 lignans helioxanthin isolariciresinol and justicinol as well as docosanoic acid and βsitosterolβDglucosidebr
h3"
70,Justicia gendarussa,Acanthaceae,,,"root,leave,bark,whole plant","The leaves and young shoots are antiperiodic antispasmodic cardiotonic carminative diaphoretic emetic and febrifuge A decoction is used in the treatment of chronic rheumatism An infusion of the leaves is taken internally in the treatment of a wide range of conditions including pains in the head paralysis of one side of the body and facial paralysis lumbago amenorrhoea swellings fevers coughs asthma colics eczema cephalalgia hemiplegia facial paralysis earache and hemicrania The leaves are also used in preparations to treat gonorrhoea amenorrhoea and malariabr
The leaf juice is applied topically in the treatment of earache The fresh leaves are applied topically as a treatment for oedema and swellings due to beriberi and rheumatism to relieve headaches and pains A decoction is used for bathing during and after childbirthbr
br
The bitter root is anodyne diaphoretic diuretic and laxative It is used for treating rheumatism thrush fevers cough dysuria diarrhoea jaundice and as antiveninbr
br
The root bark is antiamoebic antitussive diuretic emetic and febrifuge It is used in the treatment of wounds and allergiesbr
br
The whole plant is emetic and febrifuge A decoction is used to treat bruisesbr
h3"
71,Justicia heterocarpa,Acanthaceae,,,,None known
72,Justicia insularis,Acanthaceae,,,,None known
73,Justicia ladanoides,Acanthaceae,,Justicia,leave,"The leaves mixed with oil and salt are eaten to treat cardiac disorders A leaf decoction is given to children for the treatment of indigestionbr
The leaves are used externally for the treatment of woundsbr
"
74,Justicia pectoralis,Acanthaceae,,,leave,"The plant is antiemetic A decoction is used as a treatment for upset stomach A tea is used as a treatment for influenza fever whooping cough fits An infusion is used to treat headaches caused by blows to the head It is also used in the treatment of haemorrhagesbr
A decoction of the plant is used as an external bath for a febrifugebr
br
The macerated leaf is applied externally as a vulnerary in the treatment of haematoma Used in a pectoral tea or eaten in a toffee to treat coughs and coldsbr
An infusion of the leaves is used as a hair rinse to treat hair lossbr
br
The plant contains coumarim and umbelliferonebr
"
75,Justicia pinguior,Acanthaceae,,,leave,"The leaves are pounded boiled in water and the decoction used as a remedy for intestinal wormsbr
"
76,Justicia procumbens,Acanthaceae,,,"root,leave,whole plant","The plant is alterative anthelmintic antiphlogistic depurative diaphoretic diuretic expectorant febrifuge and laxative A decoction or an infusion is used in the treatment of asthma cough backache flatulence and many skin conditionsbr
br
The juice of the leaves is used in ophthalmia A decoction of the leaves is used in the treatment of curvature and diseases of the bonebr
br
The juice of the root is used in the treatment of coughs where blood is being coughed upbr
br
The leaves are used externally as an astringent to cure certain eruptions of the skin The juice from the leaves is used to treat ophthalmiabr
In India the herb is considered as an alterative expectorant laxative and diuretic and an infusion or decoction is used to treat asthma coughs rheumatism backache and flatulencebr
In Chinese medicine whole plants are used to treat fever pain due to pharyngolaryngeal swelling and cancerbr
"
77,Justicia secunda,Acanthaceae,,,"stem,leave,whole plant,tuber","A tea made from the plant is used as a treatment for afterbirth problems A whole plant combined with Petiveria alliacea Passiflora quadrangularis Coleus amboinicus and black sage is used in a decoction as a treatment for dysmenorrhoea and as a postmenses cleaner A decoction of the plant sometimes combined with Ruellia tuberosa and Heliotropium indicum is used as a treatment for menstrual pains to induce abortion and for dilation and curettage after miscarriagebr
br
The leaves are used in the treatment of anemia cough cold fever malaria measles and whooping coughbr
br
The stem and leaves are used in a clarifying infusion for the treatment of amenorrhoeabr
"
78,Justicia spicigera,Acanthaceae,,Yaxan,,"Employed in domestic medicine especially in treating dysentery and the bites of stinging insectsbr
"
79,Justicia tenella,Acanthaceae,,,,None known
80,Justicia ventricosa,Acanthaceae,,,,"The plant is used medicinallybr
"
