,Species_Name,Family_name,Local_name,Common_name,Parts_used,Medicinal_Use
10,Abies guatemalensis,Pinaceae,,,,None knownh3
11,Abobra tenuifolia,Cucurbitaceae,,Cranberry Gourd,,None known
12,Abrahamia ditimena,Anacardiaceae,,,leave,"The leaves are used in traditional medicine as sedativebr
h3"
13,Abrahamia grandidieri,Anacardiaceae,,,"leave,bark","The gumresin bark and leaves are used in traditional medicine but no details are availablebr
h3"
14,Abrahamia louvelii,Anacardiaceae,,,,None knownh3
15,Abrahamia sericea,Anacardiaceae,,,leave,"A leaf infusion is administered to treat indigestion The leaves are also valued in traditional medicine to treat heart complaints and as disinfectantbr
h3"
16,Abrahamia thouvenotii,Anacardiaceae,,,,None knownh3
17,Abroma augustum,Malvaceae,,Cotton Abroma,"root,bark,sap","The fresh viscid sap of the root bark is considered to be a valuable emmenagogue and uterine tonic The juice of the plant is used to treat dysmenorrhoeabr
The root has been used to treat itchbr
br
Used in the treatment of diabetesbr
h3"
18,Abrus melanospermus,Fabaceae,,Liquorice Root,"root,leave","The leaves are diuretic febrifuge laxative They are used in the treatment of kidney problems pulmonary troubles etcbr
br
The root is used to treat stomach problemsbr
"
19,Abrus precatorius,Fabaceae,,Indian Liquorice,"root,stem,leave,bark,seed","The seeds contain a number of medically active ingredients including the extremely toxic substance abrin indole alkaloids and anthocyanins They are extremely toxic but are used medicinally as an abortifacient contraceptive emetic and irritant The seeds are also antiperiodic bitter aphrodisiac diaphoretic emetic expectorant and purgative They have played an important role in the treatment of conjuctivitis in various parts of the worldbr
The seeds although very toxic are applied externally as an antiseptic and antiinflammatory poultice to accelerate the bursting of boils and to cure mastitis and galactophoritis They are also used externally in the treatment of sciatica hair loss skin disease leprosy nervous debility and paralysisbr
The seeds are dried and then ground into a paste when requiredbr
br
The leaves and roots contain glycyrrhizin and minute amounts of the toxin abrin They have soothing properties and are expectorant antiinflammatory and antiallergic They are used internally to treat sore throats and a range of chest conditions including asthma bronchitis and dry coughsbr
br
The roots have been used to treat digestive disordersbr
A paste of the roots is applied to boilsbr
br
The stems and leaves combined with the leaves stems and roots of Zea mays are made into a tisane that is used to remedy mild inflammations of the urinary tract diarrhoea aphthae and hoarseness The leaves are boiled with the leaves of Tamarindus indica Annona muricata and Lantana camara to make a syrup used to treat chest colds br
A paste of the leaves is used to treat leukoderma swellings boils rheumatism etcbr
The leaves can be dried for later usebr
br
The stem bark is emollient A decoction is used as a treatment for stomachache thrush colds coughs sore throat and asthma An extract of the bark is used as a treatment for cancer treatmentbr
"
20,Abuta candollei,Menispermaceae,,,root,"The large root is acrid and bitter It has a high reputation as a digestive diuretic emmenagogue stomachic and tonic It is used in the treatment of liver complaints bladder complaints digestive complaints such as flatulence and colic oedema and snake bitesbr
The plant is used as a substitute for Chondrodendron platyphyllum and is often mixed with that speciesbr
"
21,Abuta grandifolia,Menispermaceae,,,"root,stem,leave,bark","The large root is acrid and bitter It has a high reputation as a digestive diuretic emmenagogue stomachic and tonic It is used in the treatment of liver complaints bladder complaints digestive complaints such as flatulence and colic oedema and snake bites The roots are boiled in water as a remedy for anaemiabr
The plant is used as a substitute for Chondrodendron platyphyllum and is often mixed with that speciesbr
br
An infusion of the leaves is used in the treatment of feversbr
br
The stem bark and leaves are macerated in rum to make an aphrodisiac drinkbr
br
The plant contains the alkaloid palmatine and berberine derivativesbr
"
22,Abuta rufescens,Menispermaceae,,,"root,stem,leave,bark","The large root is acrid and bitter It has a high reputation as a digestive diuretic emmenagogue stomachic and tonic It is used in the treatment of liver complaints bladder complaints digestive complaints such as flatulence and colic oedema and snake bitesbr
The plant is used as a substitute for Chondrodendron platyphyllum and is often mixed with that speciesbr
br
A decoction of the stem bark is used to treat frequent micturition and bladder diseasesbr
br
The leaves are used to make a poultice that is applied to ulcersbr
"
23,Abuta selloana,Menispermaceae,,,root,"The large root is acrid and bitter It has a high reputation as a digestive diuretic emmenagogue stomachic and tonic It is used in the treatment of liver complaints bladder complaints digestive complaints such as flatulence and colic oedema and snake bitesbr
The plant is used as a substitute for Chondrodendron platyphyllum and is often mixed with that speciesbr
"
24,Abutilon abutiloides,Malvaceae,,Amantillo,leave,"A decoction of the leaves is used in the treatment of diarrhoeabr
"
25,Abutilon angulatum,Malvaceae,,,"root,leave,flower","The leaf contains mucilage and is used to treat problems of the digestive tract The cooked or raw leaves are eaten as a remedy for hiccupsbr
br
The roots are boiled and the liquid drunk twice a day in the treatment of coughs and pneumonia The liquid can also be used to ease labour pains An infusion of the root forms part of preparations taken in the treatment of epilepsy and heartachebr
The powdered root is applied externally on to burnsbr
br
The flowers are made into a lotion applied in case of skin problemsbr
h3"
26,Abutilon giganteum,Malvaceae,,,,None known
27,Abutilon grandifolium,Malvaceae,,Hairy Abutilon,"stem,leave,fruit","Decoctions of the leafy or fruiting stems are applied as an enema for the treatment of measlesbr
br
The leaves and stems are used internally and externally for the treatment of insect bitesbr
"
28,Abutilon guineense,Malvaceae,,Country Mallow,,None known
29,Abutilon hirtum,Malvaceae,,,"root,leave,flower","The plant part not specified is used to ease childbirth and to expel the placenta The plant is used as a poultice to ease the pain of kidney gravel and is often mixed with glutinous rice and applied to ulcers br
br
The roots are antipyretic and also used in the treatment of coughs and toothachebr
br
The leaves or flowers are applied to abscessesbr
h3"
30,Abutilon indicum,Malvaceae,,Country Mallow,"root,leave,flower,seed","All parts of the plant contain mucilaginous substances and these are in large part responible for the plants healing and soothng propertiesbr
The seeds yield raffinose and a semidrying oil consisting of linoleic oleic palmitic and slearic acidsbr
br
The juice of the leaves is demulcent and diuretic A decoction of the leaves is used to treat fever colic etc and is used externally for cleaning wounds and ulcersbr
br
A paste made of the leaves or seeds is applied to wounds boils and ulcersbr
br
The seeds are laxative and are useful in cases of haemorrhoids and coughbr
br
An infusion of the root is used as a treatment for leprosy It is taken internally as a cooling remedy for coughs and feversbr
br
A decoction of the flowers is used to treat fever colic and for cleaning wounds and ulcersbr
"
31,Abutilon longicuspe,Malvaceae,,,root,"The plant is used to ease childbirth and to expel the placentabr
br
The root is used for the treatment of stomach problemsbr
h3"
32,Abutilon mauritianum,Malvaceae,,Country Mallow,"root,leave,fruit,bark,pulp,seed,sap","The plant is widely used in traditional African medicine Modern research has demonstrated the presence of a range of medically active compounds in the plant  saponins flavonoids tannins and alkaloids have all been reported present in the leafbr
Ethanolic extracts of the leaf exhibited antibacterial activity against Escherichia coli Klebsiella pneumonia and Pseudomonas aeruginosabr
br
The bark is diuretic It is used to treat kidney problemsbr
The roots and bark are boiled and the liquid drunk to treat diarrhoea stomachache coughs and coldsbr
br
The roots are expectorant and febrifuge An infusion of the root is taken as cooling drink in case of fever A root decoction is drunk as a treatment against bronchitis and cramp in the stomach The crushed fresh root is boiled and taken orally in case of snake bitesbr
br
The leaves are demulcent and mucilaginous They are used to treat a range of conditions such as diarrhoea and dysentery cutaneous and subcutaneous parasitic infections nasopharyngeal affections venereal diseasesbr
The sap is drunk as a treatment against coughs colds and malariabr
An infusion of the macerated leaves combined with the powdered root of Xylopia aethiopica is drunk as a treatment for venereal diseases such as gonorrhoeabr
The leaves are used as rectal suppository to relieve soreness of the rectum in babies and young childrenbr
Applied externally they are used as bandage on open wounds The leaves are pounded to a pulp and applied on scabies A decoction of the leaves is used as a gargle for sore throat and as a fomentation to relieve pain in dysentery and haemorrhoidsbr
Mucilage from the leaves is used in poultices and is applied on wounds to facilitate the extraction of foreign bodies such as splintersbr
br
The seed is used to treat coughs and other pulmonary troublesbr
br
The powdered fruit is used in preparations for the treatment of eczemabr
h3"
33,Abutilon megapotamicum,Malvaceae,,Trailing Abutilon,,None known
34,Abutilon otocarpum,Malvaceae,,Desert Lantern,,None known
35,Abutilon oxycarpum,Malvaceae,,Lantern Bush,,None known
36,Abutilon pannosum,Malvaceae,,,,"The plant contains mucilage It is used to treat diarrhoea dysentery and stomach troublesbr
"
37,Abutilon permolle,Malvaceae,,Velvety abutilon,,None known
38,Abutilon ramiflorum,Malvaceae,,,,None known
39,Abutilon ramosum,Malvaceae,,,root,"The powdered root is added to beer or porridge to be drunk for the treatment of stomach ailmentsbr
"
40,Abutilon theophrasti,Malvaceae,,China Jute,"root,leave,bark,seed","Ophthalmic Used in the treatment of dysentery and opacity of the corneabr
br
The leaves contain 001 rutin and are used as a demulcent A tea made from the dried leaves is used in the treatment of dysentery and feversbr
Externally a poultice of the leaves is applied to ulcersbr
br
The bark is astringent and diureticbr
br
A tea made from the dried root is used in the treatment of dysentery and urinary incontinence It is also used to treat feversbr
br
The seed is demulcent diuretic emollient laxative and stomachic It is powdered and eaten in the treatment of dysentery stomachaches etcbr
"
41,Abutilon venosum,Malvaceae,,,,None known
42,Acacia acradenia,Fabaceae,,,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
"
43,Acacia adsurgens,Fabaceae,,,"stem,bark","The Warlpiri people of Central Australia have used the foliage of this species for medicinal purposes the phyllodes are boiled and used as a wash for general complaints or used to smoke babies as a treatment for diarrhoeabr
br
The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
44,Acacia ampliceps,Fabaceae,,Salt Wattle,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
45,Acacia anaticeps,Fabaceae,,,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
"
46,Acacia ancistrocarpa,Fabaceae,,,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
47,Acacia aneura,Fabaceae,,Mulga Acacia,"stem,bark","The plant part not specified has been used for its healing properties for treating colds and flulike illness and in postnatal carebr
br
The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
48,Acacia argyrodendron,Fabaceae,,Black Gidyea,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
49,Acacia aulacocarpa,Fabaceae,,Golden Flower Salwood,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
50,Acacia auriculiformis,Fabaceae,,Ear-Pod Wattle,"root,stem,bark","A decoction of the root is used to treat aches and pains and sore eyesbr
br
An infusion of the bark has been used to treat rheumatismbr
br
The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
51,Acacia calyculata,Fabaceae,,,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
"
52,Acacia cambagei,Fabaceae,,Gidgee,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
53,Acacia celsa,Fabaceae,,,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
54,Acacia cincinnata,Fabaceae,,,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
55,Acacia citrinoviridis,Fabaceae,,,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
56,Acacia colei,Fabaceae,,,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
57,Acacia conferta,Fabaceae,,,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
"
58,Acacia confusa,Fabaceae,,,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
59,Acacia coriacea,Fabaceae,,Wiry Wattle,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
60,Acacia cowleana,Fabaceae,,,"stem,bark","The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
61,Acacia crassicarpa,Fabaceae,,Northern Wattle,"root,stem,leave,bark,seed,pod","The gum roots leaves bark pods and seeds have been used by aboriginal Australians in decoction poultice tonics or inhalations for the treatment of a variety of ailments including diarrhoea dysentery sore eyes colds sore eyes and skin conditionsbr
br
The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
62,Acacia cuthbertsonii,Fabaceae,,,"stem,bark","The bark is used traditionally as a headache remedy and in the manufacture of fracture splints it is reportedly also used for pain reliefbr
br
The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
"
63,Acacia decurrens,Fabaceae,,,"stem,bark","The bark is astringent It should be stored for 12 months before being used Its main use is in the treatment of diarrhoeabr
br
The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
h3"
64,Acacia dictyophleba,Fabaceae,,,"stem,bark","The phyllodes are boiled or soaked in water to make a weak tea which has been taken to alleviate the symptom of colds coughs and headachesbr
br
The bark of all Acacia species contains greater or lesser quantities of tannins and are astringent Astringents are often used medicinally  taken internally for example they are used in the treatment of diarrhoea and dysentery and can also be helpful in cases of internal bleeding Applied externally often as a wash they are used to treat wounds and other skin problems haemorrhoids perspiring feet some eye problems as a mouth wash etcbr
Many Acacia trees also yield greater or lesser quantities of a gum from the trunk and stems This is sometimes taken internally in the treatment of diarrhoea and haemorrhoidsbr
"
