,Species_Name,Family_name,Local_name,Common_name,Parts_used,Medicinal_Use
63,Elaeocarpus polystachyus,Elaeocarpaceae,,,,None known
64,Elaeocarpus prunifolius,Elaeocarpaceae,,,,None known
65,Elaeocarpus ptilanthus,Elaeocarpaceae,,,,None known
66,Elaeocarpus pullenii,Elaeocarpaceae,,,,None known
67,Elaeocarpus pycnanthus,Elaeocarpaceae,,,,None known
68,Elaeocarpus ruminatus,Elaeocarpaceae,,Caloon,,None known
69,Elaeocarpus sarcanthus,Elaeocarpaceae,,,,None known
70,Elaeocarpus sepikanus,Elaeocarpaceae,,,,None known
71,Elaeocarpus serratus,Elaeocarpaceae,,Ceylon Olive,"leave,fruit","The leaves are antirheumatic and an antidote to poisoningbr
br
The astringent fruits are used in the treatment of dysentery and diarrhoeabr
"
72,Elaeocarpus stipularis,Elaeocarpaceae,,,,None known
73,Elaeocarpus tectorius,Elaeocarpaceae,,,,None known
74,Elaeocarpus trichophyllus,Elaeagnaceae,,,,None known
75,Elaeocarpus womersleyi,Elaeocarpaceae,,,,None known
76,Elaeodendron australe,Celastraceae,,,"stem,bark","Stem bark material of this species has exhibited antitumour activitybr
"
77,Elaeodendron buchananii,Celastraceae,,,"root,stem,leave,fruit,bark,pod","Although poisonous the plant is sometimes used in traditional medicinebr
A methanol extract of the bark showed cytotoxic activity against L1210 leukaemic cells with elabunin a dammaranetype triterpene as active principlebr
A steroidal glycoside buchaninoside was isolated from the fruits it exhibited antifeedant activity against African armyworm Spodoptera exempta larvaebr
Mutangin a sesquiterpene of the eudesmane type was isolated from unripe fruits and exhibited moderate antifeedant activity against larvae of the stem borer Chilo partellusbr
br
Leaf extracts are taken as abortifacient oxytocic tonic and vermifuge and to treat fever Leaves are chewed is a treatment for diarrhoeabr
br
Root decoctions are drunk to treat digestive upsets coughing with blood excessive uterine bleeding and infertility The root powder is taken to treat syphilisbr
The root powder is applied topically on woundsbr
"
78,Elaeodendron croceum,Celastraceae,,,,"This species is better known as a medicinal plant No uses are givenbr
"
79,Elaeodendron curtipendulum,Celastraceae,,,,None known
80,Elaeodendron glaucum,Celastraceae,,Ceylon Tea,"root,leave,bark","The dried and powdered leaves are used as sternutatoires They are also burnt and the smoke used as a fumigant in the treatment of certain nerve diseases particularly to rouse women from hysteria The powdered leaves are used as a snuff to relieve headachesbr
br
The bark is astringent and is also considered poisonousbr
The fresh root bark is rubbed into a paste with water and applied as a poultice on swellingsbr
br
The root is said to be specific against snakebite A cold water extract of the crushed roots is used as an emeticbr
"
81,Elaeodendron matabelicum,Celastraceae,,,"root,bark","Bark and root infusions or decoctions are taken to treat excessive uterine bleeding bloody diarrhoea and pains and as aphrodisiacbr
"
82,Elaeodendron orientale,Celastraceae,,,,"The plant part not specified is used in the treatment of chest diseasesbr
"
83,Elaeodendron transvaalense,Celastraceae,,,"root,leave,bark","Bark infusions and decoctions are a favoured local medicine taken either as a drink or as an enema for the treatment of stomach complaints and fevers They are also used as a drink in the treament of venereal diseases kidney and bladder complaints skin diseases swellings haemorrhoids and to improve the appetitebr
Root extracts are sometimes used for similar complaintsbr
br
Leaves are chewed to treat throat problems and a leaf decoction is drunk against poisoningbr
br
Extracts showed invitro activity against Trichomonas vaginalis an important cause of urogenital infectionsbr
"
84,Elaeodendron xylocarpum,Celastraceae,,Marble Tree,,"Extracts of the plant are a stimulantbr
h3"
85,Elaeodendron zeyheri,,,,"root,bark","The bark has been used to treat snakebitesbr
br
A root decoction has been used as emetic and ordeal poisonbr
"
86,Elateriospermum tapos,Euphorbiaceae,,Tapos,latex,"The latex is used to shield dirty wounds because it dries quickly Fresh latex is applied once per day to crack wounds on the soles of bare feetbr
"
87,Elatostema calcareum,Urticaceae,,,stem,"The plant is one of the ingredients of an allpurpose medicinal tea in Guam The succulent consistency of the stem gives the crushed medicine added moisturebr
"
88,Elatostema cuneatum,Urticaceae,,,,None known
89,Elatostema dissectum,Urticaceae,,,,None known
90,Elatostema platyphyllum,Urticaceae,,,root,"The fresh root juice is drunk to induce vomitingbr
"
91,Elatostema reticulatum,Urticaceae,,Rainforest Spinach,,None known
92,Eleiodoxa conferta,Arecaceae,,,fruit,"A decoction of the fruit wall is used as a treatment against coughsbr
"
93,Eleocharis dulcis,Cyperaceae,,Chinese Water Chestnut,tuber,"The plant is used to treat a number of ailments including abdominal pain amenorrhoea hernia and liver problemsbr
br
The expressed juice of the tuber is bactericidalbr
"
94,Eleocharis sphacelata,Cyperaceae,,,,None known
95,Elephantopus mollis,Asteraceae,,,"leave,whole plant","The leaves and whole plant are antibacterial antiviral diaphoretic diuretic febrifuge hepatic tonic and vulnerary They are also reported to have an emetic actionbr
Applied externally the leaves are macerated between the hands and the juice then applied topically to relieve itching especially when this is due to athletes foot The leaves both fresh and crushed or dried and powdered are applied to wounds as a vulnerarybr
br
The plant contains the sesquiterpene lactone deoxyelephantopin which is an antitumor chemicalbr
Extracts of the whole plant significantly inhibit the Walker256 carcinosarcoma in ratsbr
h3"
96,Elephantopus scaber,Asteraceae,,Elephant's Foot,,
97,Elephantopus spicatus,Asteraceae,,,leave,"The leaves are vulnerary They are applied topically as a specific treatment for eczemabr
"
98,Elephantorrhiza elephantina,Fabaceae,,Elephant Root,"root,rhizome","The rhizome is used as a general remedy for intestinal and abdominal complaints such as diarrhoea dysentery and stomachache It is also used to treat painful menstruation infertility in women and as a relief for heart troublesbr
Externally it is used to treat haemorrhoids and to cure skin diseases and acne br
The face is held in the vapour arising from a warm infusion to treat acnebr
The root is steeped in water for 24 hours or longer after which it is strained and ready for external use For internal use the infusion has to be boiled for 10 minutes firstbr
"
99,Elettaria cardamomum,Zingiberaceae,,Cardamom,"fruit,seed,rhizome","The seeds and an essential oil obtained from them are a pungent warm aromatic herb that has stimulating tonic effects especially on the lungs and kidneys It relaxes spasms is expectorant and improves digestion It reputedly detoxifies caffeine and counteracts mucusforming foods such as dairy products It has a longlasting reputation as an aphrodisiacbr
The seed is taken internally in the treatment of indigestion nausea vomiting enuresis and pulmonary diseases with copious phlegm br
It is used in Ayurvedic medicine to treat bronchial and digestive complaintsbr
The seed is chewed after meals in order to sweeten the breath When taken with garlic it helps to neutralize the garlic aromabr
When used as a tincture this herb is subject to legal restrictions in some countriesbr
The fruits are harvested in the dry season and dried whole The seeds are removed for oil extraction or to use medicinally in liquid extracts powders etcbr
br
The ground rhizomes are used to treat coldsbr
"
100,Elettariopsis sumatrana,Zingiberaceae,,,,"The juice of the plant is used to treat the stings of scorpionsbr
"
101,Eleusine coracana,Poaceae,,Finger Millet,"leave,seed","The seed is astringent tonic and cooling It is used in the treatment of fevers biliousness and hepatitisbr
br
The leaf juice has been given to women in childbirth and the plant is reported to be diaphoretic diuretic and vermifuge The plant is a folk remedy for treating leprosy liver disease measles pleurisy pneumonia and small pox The juice of a mixture of finger millet leaves combined with the leaves of Plumbago zeylanica are taken as an internal remedy for leprosybr
h3"
102,Eleusine indica,Poaceae,,Wire Grass,"root,leave,whole plant","The whole plant but especially the root is anthelmintic astringent depurative diuretic febrifuge laxative and sudorific It is used in the treatment of bladder disorders liver complaints relieve pain caused by straining the abdominal muscles etcbr
The plant is a component of the basic remedy in Vietnamese traditional medicine it is also used in the treatment of influenza hypertension oliguria and retention of urine br
The plant is applied externally to open wounds to stop bleeding The whole plant is boiled with black sage for use in a sitting bath to treat fevers colds malaria and for postchildbirth cleansing of a motherbr
The plant can be used fresh or driedbr
br
The fresh leaf juice is used as an anthelmintic and is also prescribed for women after giving birthbr
A poultice of the leaves is applied to sprains and back pains A decoction of the macerated leaves is used to treat skin rashesbr
br
A decoction of the roots is used to treat fevers and asthmabr
h3"
103,Eleutherine bulbosa,Iridaceae,,,"root,pulp,sap,bulb","The bulbs are antibacterial demulcent and haemostatic They are used in the Ireatment of a wide range of conditions including sore throat pertussis boils impetigo jaundice haemoptysis uterine haemorrhage trauma wounds abortion anaemia headache and photopsia and also in inserting and intrauterine device The red bulb is crushed and mixed with water then drunk to kill intestinal parasites and worms The sap is mixed with salt and used as a remedy for epileptic fits It is also sometimes mixed with rum and rubbed on the body for that same purposebr
Applied externally the bulb is used in the form of a plaster to treat sprains to encourage cicatrization of wounds and for tired blood The pulverised pulp of the bulb is mixed with oil to which a cockroach is added and used to treat an infected wound caused by rusty nail The bulb is widely documented in the literature and in herbaria as a treatment for bloody diarrhoea haemorrhagia and open wounds and even as a contraceptive It is taken in order to procure an abortion up to the third or fourth month of pregnancybr
The bulbs harvested when the plants begin to wither are well washed cut into thin slices and dried at a low temperaturebr
br
The root is used in the treatment of female infertility and haemorrhagesbr
br
The plant part not specified is used as a diureticbr
br
The bulb contains chrysophanol naphthoquinones and anthraquinonesbr
"
104,Eleutherococcus trifoliatus,Araliaceae,,,"root,stem,bark,sap","The root bark and stem bark are used in the treatment of coughs and colds neuralgia rheumatism lumbago ostealgia and impotence The bark is also considered to be a stimulant and tonic for the central nervous system and to improve the memorybr
The bark is collected in the summer and autumn wrapped to bring out the aroma and then thoroughly driedbr
br
The root bark and stem bark contain triterpenoid saponinsand oleanolic acidbr
"
105,Elionurus muticus,Poaceae,,,root,"The root is chewed as a remedy for toothache A medicine made from the root is used to treat intestinal upsetsbr
h3"
106,Elizabetha durissima,Fabaceae,,,,None known
107,Elizabetha speciosa,Fabaceae,,,,None known
108,Ellipanthus tomentosus,Connaraceae,,,,None known
109,Elsholtzia blanda,Lamiaceae,,,leave,"The plant is used medicinally It is analgesic antiinflammatory cardiacbr
br
Traditionally the aerial parts of the plant are used in India for the treatment of conditions such as fever cholera skin diseases and inflammation In traditional Chinese medicine the plant is used in the treatment of diarrhoea and dysentery respiratory diseases nephritis hepatitis pharyngritis and acute enteritisbr
The aroma of the crushed leaves is inhaled in order to clear the nostrils when suffering from a cold or coughbr
A paste made from the tender leaves with common salt added is applied to old wounds of cattle to clear pus and maggotsbr
br
The juice of the plant is used in the treatment of headachesbr
Applied topically the juice is used to treat cuts and woundsbr
br
The essential oil contains linalool and geranyl acetate as the main compounds Luteolin luteolin7Oglucoside luteolin3´Oglucoside and luteolin7Oglactoside have also been identifiedbr
"
110,Elsholtzia ciliata,Lamiaceae,,,"flower,whole plant","The whole plant preferably when in flower is antibacterial antipyretic antiviral astringent carminative diaphoretic diuretic and stomachic An infusion is drunk or the vapour from the boiling decoction can be inhaled in the treatment of common colds fevers headaches diarrhoea oedema and oliguria Its use is said to relieve the effects of excess alcoholbr
The plant is harvested when in flower and dried for later usebr
br
The plant contains an essential oilbr
The plant has a broadspectrum antibacterial actionbr
"
111,Elsholtzia communis,Lamiaceae,,,,"The plant is analgesic antipyretic It is used in the treatment of respiratory diseases digestive problems etc It is used in combination with Centella asiatica in the treatment of hypertension and cardiovasvular diseasesbr
"
112,Elsholtzia pubescens,Lamiaceae,,,,None knownh3
113,Elytraria imbricata,Acanthaceae,,,,
114,Embelia laeta,Primulaceae,,,"root,leave,fruit,sap","The fruits are used as a vermifuge They are used to treat anaemia gum bleeding and anorexiabr
br
The sap of the leaves is reported to be taken orally against snake bites whereas the leaves are applied as a poultice on the bitebr
br
The roots and leaves are used to treat dysentery indigestion and eczemabr
"
115,Embelia philippinensis,Primulaceae,,,,None known
116,Embelia ribes,Primulaceae,,Memory Improver,"root,leave,bark,pulp,seed","The dried berries seeds are alterative anthelmintic carminative and stimulant An aqueous extract of the berries has shown antifertility activity The powdered berries are widely used to kill tapeworms  castor oil is taken later in order to expel the dead worm A paste of the berries is used to treat skin problems such as ringworm The paste mixed with oil has been used as a poultice to treat headachesbr
br
The pulp is purgativebr
br
The fresh juice is cooling diuretic and laxativebr
br
The leaves combined with ginger have been used as a mouth wash to treat ulcers and sore throatsbr
br
A paste of the bark is applied to the chest to treat lung diseases such as pneumoniabr
br
An infusion of the roots is given to treat coughs and diarrhoeabr
br
A major component of the ayurvedic medicine Amrit kalashbr
"
117,Embelia schimperi,Primulaceae,,,"root,leave,fruit","The leaves are pounded and the powder is rubbed into swollen breasts of lactating mothers to treat mastitisbr
Alternatively the powder is soaked in water and the infusion is drunk to treat difficult labour in women or for tapewormbr
br
The fruits and roots are boiled and the decoction drunk to treat intestinal wormsbr
"
118,Embelia tsjeriam-cottam,Primulaceae,,,"root,leave,fruit,bark","The plant is highly esteemed in Ayurvedic medicine as a powerful anthelmintic and is also an important ingredient of a number of formulations A decoction is widely used in the treatment of insanity and heart diseasesbr
br
The fruits are anthelmintic antispasmodic and carminativebr
The finely powdered berries are formulated as an ointment for treating pleuritisbr
br
The bark of the root is reportedly used to treat toothachebr
br
The leaves in combination with ginger Zingiber officinale are used as a gargle for remedying sore throats The dried bark of the root is used as a remedy for toothachebr
br
The plant contains Embelin 1 a benzoquinone and gallic acid 2 a polyphenol  Both the compounds were already reported to possess antioxidant and anticancer propertiesbr
"
119,Emilia coccinea,Asteraceae,,Tassel Flower,"root,leave","The green leaves are crushed and used externally to treat sores sinusitis and as a poultice for woundsbr
The leaves are mixed with those of Ipomoea eriocarpa then soaked in cold water and the resulting infusion used as eye dropsbr
br
The roots are boiled and the decoction used to treat VD The roots are also used to treat colic in babies and also as a chest medicinebr
"
120,Emilia lisowskiana,Asteraceae,,,"leave,sap","The leaves are antiabortifacient antiinflammatory febrifuge laxative and ophthalmic They are used in the treatment of a wide range of conditions particularly externally to treat a wide range of skin problems and eye disorders Taken internally the macerated leaves are used to treat heart problems fevers vertigo epilepsy and menstrual problemsbr
The leaf sap is used to treat all kinds of skin troubles such as breast abcesses ulcers caused by yaws leprous affections mange lice and ringworm The crushed leaves mixed with copper filings are used to dress ulcers  Other conditions treated with the plant include hernia backache syphilis gonorrhoea sore throat convulsions and enlarged spleenbr
br
Toxic pyrrolyzidine alkaloids and flavonoids have been isolated from other Emilia species Fresh leaf juice methanolic and aqueous extracts of the related species Emilia sonchifolia and Emilia prenanthoidea have shown antimicrobial antioxidant and antiinflammatory activitiesbr
"
121,Emilia praetermissa,Asteraceae,,,"root,leave","Liquid in which the plant has been boiled is used to wash newborn babiesbr
br
The plant is closely related to Emilia coccinea and until 1950 was not differentiated from it The following medicinal uses of E Coccinea almost certainly also apply herebr
The green leaves are crushed and used externally to treat sores sinusitis and as a poultice for woundsbr
The leaves are mixed with those of Ipomoea eriocarpa then soaked in cold water and the resulting infusion used as eye dropsbr
br
The roots are boiled and the decoction used to treat VD The roots are also used to treat colic in babies and also as a chest medicinebr
"
122,Emilia sonchifolia,Asteraceae,,Cupid's Shaving Brush,"root,leave,flower","A tea made from the leaves is used in the treatment of dysentery The juice of the leaves is used in treating eye inflammations night blindness cuts and wounds and sore earsbr
br
The plant is astringent depurative diuretic expectorant febrifuge and sudorific It is used in the treatment of infantile tympanites and bowel complaints It is used in combination with Justicia secunda to lower blood sugar levelsbr
br
The juice of the root is used in the treatment of diarrhoeabr
br
The flower heads are chewed and kept in the mouth for about 10 minutes to protect teeth from decaybr
br
The plant contains ursolic acid kaempferol galactoside quercitrine rutoside and senecionine pyrrolizidine alkaloidsbr
"
123,Eminia antennulifera,Fabaceae,,,,None known
124,Eminia harmsiana,Fabaceae,,,,None known
125,Eminia holubii,Fabaceae,,,,None known
126,Emmotum affine,Icacinaceae,,,,None knownh3
127,Emmotum nitens,Icacinaceae,,,,None known
128,Encephalartos bubalinus,Zamiaceae,,,,None known
129,Encephalartos ferox,Zamiaceae,,,,None known
130,Encephalartos hildebrandtii,Zamiaceae,,,,None known
131,Encephalartos kisambo,Zamiaceae,,,,None known
132,Encephalartos poggei,Zamiaceae,,,,None known
133,Encephalartos sclavoi,Zamiaceae,,,seed,"The seeds are used medicinallybr
"
134,Enchylaena tomentosa,Amaranthaceae,,Ruby Saltbush,,"The plant is antiscorbuticbr
"
135,Endiandra acuminata,Lauraceae,,,,None known
136,Endiandra baillonii,Lauraceae,,,,None known
137,Endiandra compressa,Lauraceae,,,,None known
138,Endiandra cowleyana,Lauraceae,,,,None known
139,Endiandra dielsiana,Lauraceae,,,,None known
140,Endiandra discolor,Lauraceae,,,,None known
141,Endiandra glauca,Lauraceae,,,,None known
142,Endiandra grayi,Lauraceae,,,,None known
143,Endiandra hypotephra,Lauraceae,,,,None known
144,Endiandra impressicosta,Lauraceae,,,,None known
145,Endiandra insignis,Lauraceae,,,,None known
146,Endiandra kingiana,Lauraceae,,,,None known
147,Endiandra longipedicellata,Lauraceae,,,,None known
148,Endiandra maingayi,Lauraceae,,,,None known
149,Endiandra microneura,Lauraceae,,,,None known
